id,correct_resp,resp,correct,rt
26,2,2,1,4.266
26,1,1,1,2.484
26,2,2,1,2.547
26,1,2,0,1.531
26,2,2,1,1.641
26,2,2,1,2.125
26,2,1,0,1.25
26,1,1,1,2.375
26,1,1,1,3.109
26,2,1,0,3.234
26,2,1,0,1.688
26,1,1,1,2.39
26,2,1,0,7.344
26,2,2,1,3.657
26,1,1,1,1.344
26,2,2,1,2.297
26,1,1,1,0.938
26,2,2,1,1.688
26,1,1,1,1.235
26,2,2,1,1.594
26,2,2,1,1.609
26,1,1,1,1.172
26,1,1,1,0.656
26,2,2,1,1.406
26,1,2,0,2.328
26,1,1,1,2.969
26,2,2,1,4.407
26,2,2,1,1.578
26,1,1,1,1.234
26,2,2,1,3.031
26,2,2,1,1.406
26,1,1,1,2.703
26,1,1,1,0.907
26,2,2,1,1.609
27,1,1,1,2.625
27,2,2,1,3.187
27,2,2,1,3.875
27,2,2,1,2.984
27,1,1,1,1.562
27,2,1,0,3.391
27,2,2,1,2.953
27,2,2,1,1.11
27,2,2,1,1.984
27,1,1,1,2.047
27,2,2,1,1.656
27,1,1,1,1.219
27,2,2,1,1.359
27,2,2,1,3.25
27,1,1,1,1.187
27,2,2,1,2.453
27,1,1,1,2.844
27,2,2,1,1.656
27,2,2,1,1.938
27,2,2,1,5.187
27,1,1,1,1.172
27,1,1,1,2.265
27,2,1,0,1.843
27,2,2,1,3.812
27,2,2,1,1.969
27,2,2,1,1.844
27,2,2,1,1.406
27,1,1,1,1.89
27,1,1,1,3.297
27,1,1,1,2.546
27,2,2,1,1.531
27,2,2,1,2.687
27,2,1,0,1.407
27,2,1,0,1.765
27,1,1,1,1.672
27,2,1,0,2.188
27,1,1,1,2.25
27,2,2,1,1.64
27,2,2,1,2.157
27,2,2,1,3.14
27,2,2,1,1.64
27,1,1,1,2.125
27,2,1,0,3.641
27,2,2,1,3.985
27,2,2,1,1.687
27,2,2,1,0.859
27,2,1,0,2.265
27,1,1,1,2.39
27,2,2,1,2.156
27,1,1,1,1.188
27,2,2,1,1.406
27,2,2,1,1.844
27,2,2,1,1.438
27,1,1,1,1.625
27,1,1,1,3.813
27,2,2,1,1.875
27,2,2,1,2.203
27,1,1,1,0.984
27,1,1,1,1.172
27,1,1,1,2.172
27,2,2,1,1.484
27,2,2,1,3.046
27,1,1,1,1.016
27,2,2,1,3.344
27,2,2,1,2.218
27,1,1,1,1.61
27,2,2,1,2.906
27,1,2,0,2.453
27,1,1,1,2.328
27,2,1,0,2.36
27,1,1,1,1.453
27,1,1,1,1.594
27,2,2,1,2.704
27,1,1,1,0.922
27,2,2,1,1.219
27,2,2,1,2.453
27,1,1,1,2.25
27,1,1,1,1.016
27,2,2,1,1.203
27,1,1,1,4.047
28,2,2,1,3.14
28,2,2,1,3.953
28,1,1,1,1.093
28,1,1,1,2.141
28,1,1,1,1.75
28,1,1,1,3.016
28,1,1,1,3.719
28,1,1,1,2.984
28,1,1,1,1.078
28,1,1,1,1.75
28,2,2,1,1.266
28,2,2,1,4.25
28,2,2,1,1.328
28,1,1,1,1.312
28,1,1,1,4.656
28,2,2,1,1.14
28,2,2,1,1.094
28,1,1,1,1.063
28,2,2,1,1.36
28,2,2,1,1.86
28,1,1,1,1.453
28,2,2,1,1.203
28,1,1,1,1.39
28,2,2,1,2.25
28,1,1,1,1.75
28,2,2,1,1.39
28,2,2,1,1.859
28,1,1,1,1.468
28,1,2,0,1.734
28,1,1,1,0.781
28,1,1,1,2.546
28,2,1,0,2.266
28,2,2,1,1.032
28,2,2,1,2
28,1,2,0,2.922
28,2,2,1,1.562
28,1,1,1,1.516
28,2,1,0,3.516
28,1,2,0,4.671
28,1,2,0,1.563
28,2,2,1,2.391
28,1,1,1,2.875
28,1,1,1,0.891
28,1,1,1,0.907
28,1,1,1,1.266
28,1,1,1,7.672
28,2,2,1,1.016
28,2,1,0,2
28,1,1,1,1.812
28,1,1,1,8.062
28,2,2,1,1.219
28,1,1,1,1.079
28,1,1,1,2.235
28,2,2,1,3.688
28,1,1,1,1.828
28,2,2,1,1.25
28,1,1,1,1.015
28,1,1,1,1.093
28,1,1,1,4.406
28,2,2,1,1.469
28,1,1,1,1.156
28,2,2,1,1.016
28,1,1,1,1.657
28,1,1,1,2.422
28,1,1,1,2.937
28,1,1,1,0.969
28,1,2,0,5.485
28,2,2,1,2.156
28,2,2,1,1.313
28,2,2,1,3.61
28,1,1,1,1.125
28,1,1,1,1.625
28,1,1,1,2.188
28,1,1,1,2.375
28,2,2,1,1.25
28,2,2,1,1.61
28,2,2,1,4.797
28,1,1,1,0.984
28,2,1,0,1.391
28,1,1,1,2.985
29,1,1,1,5.641
29,2,2,1,3.765
29,1,1,1,0.89
29,1,1,1,0.969
29,1,1,1,1.11
29,2,2,1,0.985
29,1,1,1,0.813
29,2,2,1,1.64
29,1,1,1,1.875
29,2,2,1,1.516
29,2,2,1,1.328
29,1,1,1,0.844
29,2,2,1,0.985
29,2,2,1,1.688
29,1,1,1,1.562
29,1,1,1,0.89
29,2,2,1,1.266
29,2,2,1,1.406
29,1,1,1,0.813
29,1,1,1,1.453
29,2,2,1,1
29,1,1,1,1.171
29,2,1,0,1.922
29,1,1,1,2.343
29,2,2,1,0.734
29,2,1,0,0.968
29,1,1,1,3.703
29,2,2,1,1.36
29,1,1,1,1.203
29,2,2,1,1.281
29,1,1,1,2.187
29,2,2,1,1.718
29,2,2,1,1.422
29,2,1,0,1.843
29,1,1,1,1.359
29,2,2,1,1.219
29,2,2,1,1.063
29,2,2,1,1.172
29,1,1,1,1.406
29,1,1,1,1.89
29,1,1,1,1.688
29,2,1,0,1.235
29,1,1,1,2.672
29,2,2,1,2.422
29,2,2,1,1.125
29,1,1,1,1.297
29,2,2,1,1.907
29,2,2,1,1.344
29,1,1,1,1.562
29,2,2,1,2.14
29,1,2,0,1.672
29,1,1,1,2.125
29,1,1,1,3.484
29,1,1,1,2.328
29,1,1,1,1.64
29,2,2,1,0.968
29,2,2,1,1.063
29,1,1,1,1.031
29,2,2,1,0.906
29,2,2,1,4.703
29,1,1,1,1.125
29,1,1,1,2.546
29,1,1,1,1.25
29,2,2,1,0.859
29,1,1,1,1.781
29,2,2,1,0.781
29,1,1,1,1.282
29,1,1,1,0.922
29,2,2,1,1.344
29,2,2,1,1.125
29,2,2,1,1.625
29,1,1,1,1.969
29,2,2,1,3.984
29,2,2,1,1.094
29,2,2,1,3.11
29,2,2,1,1.594
29,1,2,0,5.703
29,1,1,1,1.282
29,1,1,1,2.219
29,1,1,1,1.468
30,1,1,1,2.344
30,2,2,1,2.407
30,1,1,1,2.172
30,1,1,1,1.797
30,2,1,0,1.86
30,1,1,1,2.203
30,1,1,1,2.266
30,1,1,1,1.625
30,1,1,1,2
30,1,1,1,1.938
30,1,1,1,1.485
30,1,1,1,1.594
30,2,2,1,1.735
30,1,1,1,2.516
30,2,2,1,1.171
30,1,1,1,1.469
30,2,2,1,1.922
30,1,1,1,1.297
30,1,1,1,2.25
30,1,1,1,1.172
30,1,2,0,1.36
30,1,1,1,0.985
30,1,1,1,2.438
30,2,2,1,1.172
30,1,1,1,1.515
30,2,1,0,2.563
30,1,1,1,1.281
30,2,2,1,2.297
30,2,2,1,1.625
30,2,2,1,3.625
30,2,2,1,3.812
30,2,2,1,2.156
30,2,2,1,2.188
30,1,1,1,0.859
30,2,2,1,1
30,1,1,1,2.656
30,1,1,1,1.484
30,1,2,0,2.313
30,2,2,1,2.328
30,2,1,0,5.875
30,2,1,0,2.031
30,1,1,1,2.172
30,1,1,1,1.86
30,2,2,1,7.063
30,1,1,1,5.172
30,2,1,0,1.344
30,2,2,1,2.86
30,2,2,1,2.781
30,1,1,1,1.734
30,2,2,1,1.188
30,2,2,1,2.094
30,1,2,0,1.656
30,1,1,1,3.5
30,2,2,1,1.75
30,2,2,1,1.532
30,1,1,1,2.125
30,1,1,1,1.406
30,2,2,1,1.297
30,1,2,0,2.219
30,2,2,1,2.343
30,2,2,1,3.125
30,2,1,0,1.437
30,2,2,1,1.266
30,1,2,0,3.438
30,2,2,1,1.047
30,2,2,1,3.515
30,2,1,0,1.734
30,1,1,1,2.516
30,1,1,1,1.469
30,2,2,1,1.39
30,1,1,1,1.484
30,2,1,0,2.031
30,2,2,1,2.938
30,2,2,1,2.296
30,1,1,1,0.797
30,1,1,1,1.578
30,1,1,1,2.969
30,1,2,0,2.593
30,1,1,1,1.625
30,2,2,1,1.797
2,1,2,0,1.344
2,1,2,0,2.656
2,2,2,1,1.453
2,1,1,1,1.078
2,2,1,0,1.187
2,1,1,1,1.062
2,1,2,0,1.422
2,1,1,1,1.5
2,1,1,1,2.719
2,2,1,0,2.266
2,1,1,1,2.453
2,2,2,1,1.016
2,2,1,0,1.078
2,2,2,1,0.922
2,2,2,1,0.953
2,1,2,0,1.844
2,2,2,1,1.922
2,2,2,1,1.5
2,2,2,1,0.969
2,2,1,0,2.281
2,1,1,1,1.547
2,2,2,1,0.968
2,1,1,1,1.312
2,1,1,1,0.859
2,2,1,0,1.484
2,1,1,1,1.14
2,2,2,1,0.922
2,2,2,1,0.938
2,2,2,1,1.328
2,1,1,1,0.766
2,2,1,0,0.968
2,2,1,0,1.156
2,1,1,1,1.39
2,2,2,1,0.953
2,2,2,1,1.125
2,2,1,0,1
2,1,1,1,1.094
2,2,2,1,1.5
2,1,2,0,3.406
2,1,2,0,1.406
2,1,1,1,1.016
2,1,2,0,1.265
2,2,1,0,0.906
2,1,2,0,1.062
2,2,1,0,0.859
2,2,2,1,1.047
2,2,1,0,1.485
2,1,2,0,1.235
2,2,2,1,1.219
2,2,1,0,0.922
2,2,1,0,1.437
2,1,1,1,0.906
2,1,1,1,1.016
2,2,2,1,0.891
2,2,2,1,1.453
2,2,2,1,1.078
2,2,2,1,1.359
2,2,1,0,1.375
2,1,2,0,0.844
2,2,1,0,0.875
2,2,1,0,1.172
2,2,2,1,0.875
2,2,1,0,0.813
2,1,2,0,1.094
2,2,1,0,0.875
2,2,1,0,0.906
2,1,2,0,1.641
2,1,1,1,1.5
2,1,1,1,0.86
2,2,1,0,1.469
2,2,1,0,0.782
2,2,2,1,0.844
2,1,2,0,1.969
2,1,1,1,1.297
2,1,1,1,0.813
2,2,2,1,0.922
2,1,2,0,0.687
2,2,2,1,0.75
2,1,1,1,1.328
2,1,1,1,0.828
31,1,2,0,1.703
31,2,1,0,1.625
31,2,2,1,1.437
31,1,1,1,1.109
31,1,1,1,0.937
31,1,1,1,1.312
31,1,1,1,1.75
31,2,2,1,1.688
31,1,1,1,0.875
31,2,1,0,1.687
31,1,2,0,1.11
31,2,2,1,1.703
31,2,1,0,1.078
31,1,1,1,0.922
31,2,1,0,1.672
31,2,2,1,1.266
31,1,1,1,1.984
31,2,2,1,1.109
31,2,2,1,2.281
31,1,1,1,0.953
31,1,1,1,1.453
31,1,2,0,2.031
31,2,1,0,1.828
31,1,2,0,1.094
31,2,2,1,1.234
31,1,1,1,1.687
31,2,2,1,1.187
31,1,2,0,1.687
31,1,1,1,1.438
31,2,2,1,1.766
31,1,2,0,4.204
31,1,1,1,1.078
31,1,1,1,0.984
31,2,2,1,0.984
31,1,1,1,1.484
31,1,1,1,0.953
31,1,2,0,1.094
31,1,2,0,1.156
31,1,1,1,1.109
31,1,2,0,1.25
31,2,2,1,2.078
31,2,2,1,4.64
31,2,2,1,1.656
31,2,2,1,1
31,1,1,1,1.688
31,1,1,1,3.188
31,1,1,1,1.453
31,2,1,0,2.234
31,1,1,1,4.641
31,1,2,0,1.625
31,1,1,1,1.547
31,2,1,0,1.187
31,1,1,1,1.422
31,2,2,1,1.031
31,2,1,0,1.734
31,2,1,0,1.281
31,1,2,0,1.891
31,2,2,1,1.125
31,1,1,1,1.797
31,1,1,1,1.344
31,1,2,0,2.781
31,1,1,1,1.515
31,1,1,1,1.234
31,2,2,1,1.312
31,2,2,1,1.687
31,2,2,1,1.156
31,2,1,0,2.312
31,1,2,0,1.438
31,1,2,0,1.797
31,2,2,1,3.36
31,2,2,1,1.453
31,2,2,1,1.328
31,2,2,1,1.265
31,2,2,1,1.281
31,2,2,1,1.672
31,1,1,1,2.454
31,2,2,1,1.313
31,1,1,1,1.891
31,1,2,0,1.625
31,2,2,1,1.719
32,2,2,1,1.468
32,2,2,1,1.266
32,2,2,1,1.156
32,1,1,1,3.813
32,1,1,1,2.094
32,1,1,1,3.156
32,2,2,1,3.094
32,2,2,1,1.25
32,1,1,1,0.906
32,1,1,1,0.812
32,1,1,1,0.813
32,2,1,0,2.281
32,1,1,1,3.109
32,2,1,0,2.968
32,1,2,0,3.438
32,2,2,1,2.141
32,1,1,1,1.016
32,2,2,1,0.969
32,1,1,1,1.14
32,1,1,1,1.75
32,1,1,1,2.203
32,2,2,1,1.219
32,2,2,1,1.547
32,2,2,1,1.187
32,1,1,1,1.125
32,1,1,1,3.953
32,2,2,1,1.016
32,1,1,1,0.969
32,1,1,1,1.296
32,1,1,1,1.015
32,1,1,1,2.109
32,2,2,1,0.875
32,2,2,1,1.547
32,2,2,1,1.062
32,1,1,1,1.547
32,2,2,1,1.469
32,2,2,1,1.188
32,2,2,1,2.75
32,1,1,1,2.297
32,2,2,1,1.078
32,2,2,1,2.64
32,2,2,1,1.547
32,2,2,1,2.25
32,1,1,1,1.531
32,1,1,1,1.672
32,1,1,1,1.625
32,1,1,1,1.578
32,1,1,1,1.656
32,1,1,1,0.968
32,1,1,1,0.859
32,2,2,1,0.875
32,2,2,1,1.578
32,2,2,1,1.844
32,1,1,1,3.219
32,1,1,1,0.734
32,1,1,1,1.296
32,2,2,1,1.14
32,2,2,1,1
32,1,1,1,2.203
32,2,2,1,3.063
32,2,2,1,0.782
32,2,2,1,1.86
32,2,2,1,1.063
32,1,1,1,1.438
32,1,1,1,0.985
32,1,1,1,1.203
32,1,1,1,0.922
32,2,2,1,1.125
32,2,2,1,3.015
32,1,1,1,2.343
32,1,1,1,1.469
32,2,1,0,6.407
32,1,1,1,0.766
32,1,1,1,0.922
32,1,2,0,1.859
32,1,1,1,2.453
32,2,2,1,3.078
32,1,1,1,1.875
32,1,1,1,2.765
32,1,1,1,1.531
3,1,1,1,2.828
3,2,2,1,3.172
3,2,1,0,3.281
3,2,2,1,1.281
3,1,1,1,1.203
3,2,2,1,1.141
3,1,1,1,1.062
3,2,2,1,1.125
3,1,1,1,1.203
3,1,1,1,1.063
3,2,2,1,1.61
3,1,1,1,1.204
3,2,2,1,0.938
3,2,2,1,1.984
3,1,1,1,2.171
3,2,2,1,1.266
3,2,2,1,1.203
3,1,1,1,1.078
3,2,2,1,2.937
3,2,2,1,1.359
3,1,1,1,3.016
3,2,1,0,3.563
3,2,2,1,0.922
3,1,1,1,1.109
3,2,2,1,1.313
3,1,2,0,3.531
3,1,2,0,1.938
3,1,1,1,1.593
3,2,2,1,1.5
3,2,2,1,1.187
3,1,1,1,1.062
3,1,1,1,1.672
3,1,1,1,1.344
3,2,2,1,1.531
3,1,1,1,1.515
3,2,2,1,1.375
3,1,1,1,1.282
3,1,1,1,3.781
3,1,2,0,2.75
3,2,2,1,1.891
3,2,2,1,2.484
3,1,1,1,2.703
3,1,1,1,0.891
3,2,1,0,2.282
3,2,1,0,1.563
3,2,2,1,1.656
3,2,2,1,1.375
3,1,1,1,1.203
3,2,1,0,4.297
3,1,1,1,1.703
3,2,2,1,1.453
3,1,1,1,1.562
3,2,1,0,1.687
3,1,1,1,1.5
3,1,1,1,1.453
3,2,2,1,1.125
3,1,2,0,1.578
3,2,1,0,1.406
3,1,1,1,1.14
3,2,2,1,1.156
3,1,1,1,4.14
3,2,2,1,1.531
3,1,2,0,2.859
3,2,2,1,2.234
3,1,2,0,1.453
3,1,1,1,2.563
3,1,2,0,1.704
3,1,2,0,4.14
3,1,2,0,2.422
3,1,1,1,1.703
3,1,1,1,1.484
3,1,1,1,1.641
3,1,1,1,1.094
3,1,1,1,1.578
3,1,1,1,1.078
3,1,1,1,0.781
3,2,2,1,0.906
3,1,1,1,1.359
3,2,2,1,1.375
3,1,1,1,2.532
4,1,1,1,2.422
4,2,2,1,1.188
4,1,1,1,1.5
4,2,2,1,1.562
4,2,2,1,0.953
4,1,1,1,1.469
4,1,1,1,1.531
4,1,1,1,0.75
4,1,1,1,2.016
4,1,1,1,1.25
4,2,1,0,1.469
4,2,2,1,1.609
4,2,1,0,1.015
4,2,2,1,1.063
4,1,1,1,0.844
4,2,2,1,1.781
4,1,1,1,0.891
4,1,2,0,1.406
4,2,2,1,0.953
4,1,1,1,1.766
4,1,2,0,1.5
4,1,1,1,1.016
4,2,2,1,1.984
4,1,1,1,2.109
4,2,1,0,1.406
4,1,1,1,2.265
4,1,1,1,0.89
4,1,1,1,1.265
4,2,1,0,1.14
4,1,1,1,1.203
4,1,2,0,1.141
4,2,2,1,0.86
4,2,1,0,1.344
4,2,2,1,1.453
4,1,1,1,1.14
4,2,1,0,1.25
4,1,1,1,0.953
4,1,1,1,1.11
4,2,1,0,1.703
4,2,2,1,0.828
4,1,2,0,1.609
4,2,2,1,0.703
4,1,2,0,1.719
4,2,2,1,0.797
4,1,2,0,1.25
4,1,1,1,0.985
4,2,1,0,1.109
4,1,1,1,1.062
4,2,2,1,1.844
4,2,1,0,1.453
4,1,1,1,0.875
4,1,1,1,1.156
4,1,2,0,2.594
4,2,1,0,1.125
4,1,1,1,0.969
4,1,2,0,1.625
4,1,1,1,0.828
4,1,1,1,1.391
4,2,1,0,1.172
4,2,2,1,0.985
4,2,2,1,1.469
4,1,1,1,1.094
4,1,1,1,1.484
4,2,2,1,0.922
4,1,1,1,0.89
4,1,2,0,1
4,1,1,1,0.86
4,1,1,1,1.079
4,1,1,1,0.75
4,1,2,0,1.14
4,1,1,1,0.656
4,2,2,1,1.469
4,1,1,1,1.219
4,2,2,1,0.719
4,2,1,0,1.844
4,1,2,0,0.953
4,2,2,1,1.031
4,2,1,0,1.219
4,2,2,1,1.047
4,2,1,0,1.516
5,2,1,0,1.735
5,2,1,0,1.563
5,1,1,1,3.187
5,2,2,1,2.218
5,1,1,1,2.125
5,1,1,1,0.968
5,1,1,1,0.922
5,2,2,1,4.031
5,2,2,1,1.282
5,1,1,1,1.407
5,1,2,0,2
5,2,2,1,1.265
5,1,1,1,1.422
5,1,1,1,1.937
5,1,1,1,0.734
5,2,2,1,1.078
5,1,1,1,0.969
5,1,2,0,1.906
5,2,2,1,1.14
5,1,2,0,3.969
5,1,1,1,1.407
5,1,1,1,2.141
5,2,2,1,0.828
5,1,1,1,1.156
5,2,2,1,1.328
5,1,1,1,1.203
5,1,1,1,1.14
5,2,2,1,0.984
5,1,1,1,1.984
5,1,1,1,0.813
5,1,1,1,0.985
5,1,1,1,2.875
5,1,2,0,1.359
5,2,2,1,1.656
5,1,1,1,1.453
5,1,1,1,1.657
5,1,2,0,1.078
5,1,1,1,1.422
5,2,2,1,2.094
5,2,2,1,1.14
5,2,2,1,1.375
5,2,2,1,1.454
5,2,2,1,1.922
5,1,1,1,1.266
5,2,2,1,1.047
5,1,1,1,1.422
5,1,1,1,2.406
5,2,2,1,1.109
5,2,2,1,1.953
5,2,2,1,1.594
5,2,2,1,1.39
5,1,1,1,1.109
5,1,1,1,0.984
5,1,1,1,0.75
5,1,1,1,0.797
5,2,2,1,2.688
5,1,1,1,1.282
5,1,1,1,1.672
5,1,2,0,2.234
5,2,2,1,1.109
5,2,1,0,2.015
5,1,1,1,0.937
5,1,1,1,0.906
5,2,2,1,4.125
5,2,2,1,1.515
5,1,1,1,2.735
5,1,1,1,1.875
5,2,1,0,1.843
5,1,1,1,0.906
5,1,1,1,1.375
5,1,1,1,0.765
5,2,1,0,5.359
5,1,1,1,1.969
5,2,2,1,2.406
5,1,1,1,1.359
5,1,1,1,1.609
5,1,1,1,0.672
5,1,1,1,1.875
5,1,1,1,1.891
5,2,1,0,3.36
6,1,1,1,4.422
6,2,1,0,1.125
6,2,2,1,1.063
6,2,2,1,1.157
6,1,1,1,1
6,1,1,1,1.859
6,2,2,1,0.953
6,1,1,1,0.718
6,1,2,0,0.844
6,1,1,1,1.11
6,1,1,1,1.407
6,2,2,1,1.125
6,1,1,1,1.329
6,1,1,1,1.281
6,2,2,1,1.266
6,1,1,1,1.703
6,1,1,1,1.172
6,2,2,1,1.5
6,2,2,1,1.313
6,2,2,1,2.063
6,2,2,1,1.344
6,1,1,1,1.484
6,2,2,1,1.016
6,2,2,1,1.203
6,1,1,1,1.172
6,2,2,1,2.109
6,1,1,1,2.032
6,2,2,1,1.157
6,1,1,1,1.172
6,1,1,1,3.578
6,2,2,1,1.703
6,2,1,0,1.375
6,1,1,1,1.468
6,2,2,1,0.813
6,2,2,1,1.156
6,1,1,1,1.422
6,1,1,1,1.188
6,1,1,1,0.953
6,2,2,1,1.312
6,2,2,1,1.031
6,1,1,1,0.921
6,2,2,1,1.297
6,2,1,0,1.64
6,1,1,1,0.969
6,1,1,1,2.39
6,1,1,1,1.172
6,1,1,1,1.703
6,2,1,0,1.578
6,2,2,1,1.422
6,2,1,0,1.047
6,1,1,1,1.953
6,1,1,1,1.266
6,1,1,1,1.187
6,2,1,0,2.156
6,1,1,1,1.516
6,1,2,0,2.031
6,2,2,1,1.547
6,2,2,1,1.063
6,2,1,0,1.719
6,2,1,0,1.391
6,1,1,1,1.703
6,2,2,1,0.937
6,2,2,1,1.422
6,1,1,1,1.89
6,2,2,1,1.281
6,1,1,1,0.672
6,1,1,1,1.422
6,2,2,1,1.156
6,1,1,1,1.14
6,2,1,0,2.765
6,1,1,1,1.719
6,2,2,1,1.422
6,2,2,1,1.359
6,2,2,1,1.437
6,2,2,1,1.25
6,1,1,1,1
6,1,1,1,0.656
6,2,2,1,2.375
6,2,2,1,1.109
6,1,1,1,1.484
7,1,1,1,3.828
7,2,2,1,2.828
7,2,2,1,0.797
7,2,2,1,1.5
7,1,2,0,3.469
7,2,2,1,1.937
7,1,1,1,1.156
7,2,2,1,0.969
7,2,2,1,1.187
7,2,2,1,0.875
7,1,1,1,2.531
7,1,1,1,1.172
7,2,2,1,0.984
7,2,2,1,1.312
7,1,1,1,1.313
7,2,2,1,0.891
7,1,2,0,6.532
7,2,2,1,1.547
7,1,1,1,1.5
7,2,2,1,1.391
7,1,1,1,1.547
7,1,1,1,3.109
7,2,2,1,0.953
7,2,2,1,0.953
7,2,2,1,0.922
7,2,2,1,3.687
7,2,2,1,0.891
7,1,1,1,1.094
7,2,2,1,0.703
7,2,2,1,1.907
7,1,1,1,1.625
7,2,2,1,1.453
7,1,1,1,1.718
7,2,2,1,1.234
7,1,1,1,1.594
7,2,2,1,3.063
7,1,1,1,4.079
7,2,2,1,2.797
7,1,1,1,1.078
7,1,1,1,1.11
7,1,1,1,0.719
7,1,1,1,1.828
7,1,1,1,1.156
7,1,2,0,4.406
7,1,1,1,1.344
7,1,1,1,2.593
7,2,2,1,1.14
7,2,2,1,4.265
7,2,2,1,1.734
7,1,2,0,5.578
7,1,1,1,0.984
7,1,1,1,0.906
7,2,2,1,2.687
7,2,2,1,0.797
7,1,1,1,2.219
7,2,2,1,3.937
7,2,2,1,1.375
7,2,2,1,3.157
7,2,2,1,0.766
7,1,2,0,4.687
7,1,1,1,2.343
7,2,2,1,1.281
7,1,1,1,3.125
7,2,2,1,0.875
7,2,1,0,4.391
7,1,1,1,2.86
7,2,2,1,1.516
7,2,2,1,2.86
7,1,1,1,1.047
7,1,1,1,1.187
7,1,1,1,1.453
7,1,1,1,1.281
7,1,1,1,1.718
7,2,2,1,1.437
7,1,1,1,3.313
7,2,2,1,1.891
7,2,2,1,0.938
7,1,1,1,1.266
7,2,2,1,1.125
7,2,2,1,1.75
8,1,1,1,1.594
8,2,2,1,1.562
8,1,1,1,1.609
8,2,2,1,0.89
8,2,2,1,1.156
8,1,1,1,1.781
8,2,2,1,1.234
8,2,2,1,1.125
8,2,2,1,1.297
8,2,2,1,1.281
8,1,1,1,0.843
8,1,2,0,1.969
8,1,1,1,0.922
8,1,1,1,0.828
8,1,1,1,1.375
8,2,2,1,1.297
8,1,1,1,0.781
8,1,1,1,1.687
8,1,1,1,0.953
8,2,2,1,1.046
8,1,1,1,0.797
8,1,1,1,1.328
8,1,1,1,1.469
8,2,2,1,1.062
8,2,2,1,0.766
8,2,2,1,0.953
8,1,1,1,1.204
8,1,1,1,1.235
8,2,2,1,1.11
8,2,2,1,0.984
8,1,1,1,1.219
8,2,2,1,0.922
8,2,2,1,1.625
8,1,1,1,1.485
8,2,2,1,1.047
8,2,2,1,1.5
8,2,2,1,2.438
8,1,1,1,0.985
8,1,1,1,1.219
8,1,1,1,1.39
8,1,1,1,3.015
8,2,1,0,2.547
8,1,1,1,1.312
8,1,1,1,1.765
8,2,2,1,0.797
8,2,2,1,1.313
8,1,1,1,1.015
8,1,1,1,1.25
8,2,2,1,1.11
8,2,2,1,1.579
8,1,1,1,1.735
8,1,1,1,1.578
8,2,2,1,1.25
8,2,2,1,0.703
8,2,2,1,1.032
8,2,2,1,0.735
8,1,1,1,1.219
8,1,1,1,1.235
8,2,2,1,1.031
8,2,2,1,1.422
8,2,2,1,0.828
8,1,1,1,1
8,1,2,0,2.296
8,2,1,0,0.938
8,2,2,1,0.891
8,2,2,1,0.844
8,1,1,1,1.359
8,1,1,1,0.875
8,2,2,1,2.391
8,2,2,1,0.782
8,2,2,1,1.375
8,1,1,1,1.562
8,2,2,1,1.25
8,1,1,1,1.546
8,2,2,1,0.75
8,1,1,1,1.312
8,1,2,0,1.14
8,2,2,1,0.984
8,1,2,0,1.547
8,1,1,1,1.546
9,2,2,1,3.062
9,1,1,1,1.14
9,1,1,1,1.344
9,2,2,1,0.813
9,1,1,1,1.688
9,2,2,1,0.937
9,1,1,1,1.828
9,1,1,1,1.328
9,1,1,1,0.953
9,2,2,1,5.203
9,2,2,1,1.64
9,2,2,1,1.031
9,2,2,1,0.844
9,1,1,1,2.187
9,1,1,1,0.735
9,1,1,1,1.891
9,2,2,1,1.64
9,2,2,1,2.156
9,2,2,1,1.328
9,2,2,1,1.172
9,1,1,1,0.906
9,2,2,1,0.984
9,1,1,1,0.891
9,2,2,1,2.281
9,2,2,1,3.843
9,2,2,1,1.125
9,2,2,1,3.656
9,1,1,1,0.828
9,2,2,1,3.094
9,1,1,1,0.703
9,2,2,1,2.359
9,2,2,1,1.422
9,2,2,1,1.375
9,2,2,1,1.281
9,1,1,1,0.719
9,2,2,1,2.156
9,2,2,1,1.344
9,1,1,1,1.125
9,1,1,1,0.953
9,1,1,1,0.781
9,1,2,0,3.734
9,2,2,1,0.953
9,2,2,1,2.125
9,1,1,1,0.813
9,1,1,1,1.453
9,1,1,1,1.953
9,2,2,1,1.016
9,2,2,1,1.969
9,1,1,1,1.313
9,2,2,1,1.234
9,1,1,1,0.875
9,2,2,1,0.984
9,2,2,1,2.109
9,1,1,1,0.891
9,2,2,1,4.484
9,2,2,1,1.36
9,2,2,1,1.875
9,2,2,1,3.094
9,2,2,1,1.125
9,2,2,1,1.562
9,2,2,1,1.343
9,2,2,1,1.578
9,1,1,1,1.859
9,1,1,1,2.14
9,2,2,1,1.343
9,2,2,1,1.078
9,1,1,1,0.766
9,1,1,1,1.781
9,1,1,1,0.672
9,1,1,1,0.938
9,1,1,1,1.484
9,2,2,1,1.516
9,1,1,1,1.688
9,1,1,1,1.703
9,1,1,1,1.516
9,1,1,1,0.735
9,2,2,1,1.484
9,2,2,1,1.375
9,1,1,1,2.125
9,2,2,1,1.032
10,1,1,1,2.64
10,2,2,1,1.266
10,2,2,1,1.047
10,1,1,1,1.781
10,2,2,1,1.016
10,1,1,1,2.11
10,2,2,1,2.375
10,2,2,1,1.922
10,1,1,1,1.312
10,1,1,1,1.031
10,2,2,1,1.234
10,1,1,1,1.64
10,2,1,0,1.625
