code,age,sex,subject,rand,condition,type,block,posInTest,posInLearn,leftPic,rightPic,oldPic,time,answer,correct
10395,20,m,Psychologie,1,heho,hetero,1,1,123,008-Bild-007.jpg,107-Bild-106.jpg,1,2516,2,0
10395,20,m,Psychologie,1,heho,hetero,1,2,94,056-Bild-055.jpg,093-Bild-092.jpg,2,2797,2,1
10395,20,m,Psychologie,1,heho,hetero,1,3,90,011-Bild-010.jpg,128-Bild-127.jpg,2,1953,2,1
10395,20,m,Psychologie,1,heho,hetero,1,4,122,136-Bild-135.jpg,033-Bild-032.jpg,2,1296,2,1
10395,20,m,Psychologie,1,heho,hetero,1,5,15,181-Bild-180.jpg,158-Bild-157.jpg,1,969,1,1
10395,20,m,Psychologie,1,heho,hetero,1,6,125,058-Bild-057.jpg,118-Bild-117.jpg,1,2563,1,1
10395,20,m,Psychologie,1,heho,hetero,1,7,108,038-Bild-037.jpg,084-Bild-083.jpg,1,1375,1,1
10395,20,m,Psychologie,1,heho,hetero,1,8,120,103-Bild-102.jpg,042-Bild-041.jpg,2,2360,2,1
10395,20,m,Psychologie,1,heho,hetero,1,9,130,007-Bild-006.jpg,044-Bild-043.jpg,1,1406,1,1
10395,20,m,Psychologie,1,heho,hetero,1,10,129,047-Bild-046.jpg,072-Bild-071.jpg,1,1563,1,1
10395,20,m,Psychologie,1,heho,hetero,1,11,30,067-Bild-066.jpg,139-Bild-138.jpg,2,1578,2,1
10395,20,m,Psychologie,1,heho,hetero,1,12,51,161-Bild-160.jpg,017-Bild-016.jpg,1,2344,1,1
10395,20,m,Psychologie,1,heho,hetero,1,13,102,088-Bild-087.jpg,135-Bild-134.jpg,1,2000,1,1
10395,20,m,Psychologie,1,heho,hetero,1,14,88,051-Bild-050.jpg,026-Bild-025.jpg,2,1375,2,1
10395,20,m,Psychologie,1,heho,hetero,1,15,105,073-Bild-072.jpg,153-Bild-152.jpg,2,1453,2,1
10395,20,m,Psychologie,1,heho,hetero,1,16,154,129-Bild-128.jpg,024-Bild-023.jpg,2,1453,2,1
10395,20,m,Psychologie,1,heho,hetero,1,17,157,097-Bild-096.jpg,087-Bild-086.jpg,1,1797,2,0
10395,20,m,Psychologie,1,heho,hetero,1,18,111,177-Bild-176.jpg,003-Bild-002.jpg,2,1922,1,0
10395,20,m,Psychologie,1,heho,hetero,1,19,85,170-Bild-169.jpg,040-Bild-039.jpg,2,953,2,1
10395,20,m,Psychologie,1,heho,hetero,1,20,6,138-Bild-137.jpg,071-Bild-070.jpg,1,1532,1,1
10395,20,m,Psychologie,1,heho,hetero,1,21,96,124-Bild-123.jpg,034-Bild-033.jpg,2,1641,2,1
10395,20,m,Psychologie,1,heho,hetero,1,22,91,080-Bild-079.jpg,020-Bild-019.jpg,1,2390,1,1
10395,20,m,Psychologie,1,heho,hetero,1,23,132,116-Bild-115.jpg,159-Bild-158.jpg,1,2437,1,1
10395,20,m,Psychologie,1,heho,hetero,1,24,1,055-Bild-054.jpg,115-Bild-114.jpg,2,1641,2,1
10395,20,m,Psychologie,1,heho,hetero,1,25,48,163-Bild-162.jpg,013-Bild-012.jpg,2,2000,2,1
10395,20,m,Psychologie,1,heho,hetero,1,26,115,037-Bild-036.jpg,009-Bild-008.jpg,2,1640,2,1
10395,20,m,Psychologie,1,heho,hetero,1,27,13,059-Bild-058.jpg,113-Bild-112.jpg,2,1344,1,0
10395,20,m,Psychologie,1,heho,hetero,1,28,82,079-Bild-078.jpg,149-Bild-148.jpg,2,1047,2,1
10395,20,m,Psychologie,1,heho,hetero,1,29,119,123-Bild-122.jpg,053-Bild-052.jpg,2,1328,2,1
10395,20,m,Psychologie,1,heho,hetero,1,30,87,065-Bild-064.jpg,095-Bild-094.jpg,2,2437,1,0
10395,20,m,Psychologie,1,heho,hetero,1,31,133,090-Bild-089.jpg,121-Bild-120.jpg,2,2469,2,1
10395,20,m,Psychologie,1,heho,hetero,1,32,107,016-Bild-015.jpg,152-Bild-151.jpg,2,1203,2,1
10395,20,m,Psychologie,1,heho,hetero,1,33,14,169-Bild-168.jpg,069-Bild-068.jpg,1,1562,1,1
10395,20,m,Psychologie,1,heho,hetero,1,34,109,089-Bild-088.jpg,130-Bild-129.jpg,1,1672,1,1
10395,20,m,Psychologie,1,heho,hetero,1,35,50,179-Bild-178.jpg,023-Bild-022.jpg,1,1296,2,0
10395,20,m,Psychologie,1,heho,hetero,1,36,26,132-Bild-131.jpg,078-Bild-077.jpg,1,1344,1,1
10395,20,m,Psychologie,1,heho,hetero,1,37,95,148-Bild-147.jpg,155-Bild-154.jpg,2,2110,2,1
10395,20,m,Psychologie,1,heho,hetero,1,38,141,160-Bild-159.jpg,045-Bild-044.jpg,2,1454,2,1
10395,20,m,Psychologie,1,heho,hetero,1,39,81,046-Bild-045.jpg,048-Bild-047.jpg,1,2235,1,1
10395,20,m,Psychologie,1,heho,hetero,1,40,37,031-Bild-030.jpg,165-Bild-164.jpg,2,813,2,1
10395,20,m,Psychologie,1,heho,hetero,1,41,56,035-Bild-034.jpg,150-Bild-149.jpg,2,1469,2,1
10395,20,m,Psychologie,1,heho,hetero,1,42,54,173-Bild-172.jpg,082-Bild-081.jpg,1,1218,1,1
10395,20,m,Psychologie,1,heho,hetero,1,43,138,171-Bild-170.jpg,137-Bild-136.jpg,1,1750,1,1
10395,20,m,Psychologie,1,heho,hetero,1,44,156,119-Bild-118.jpg,022-Bild-021.jpg,2,2828,1,0
10395,20,m,Psychologie,1,heho,hetero,1,45,78,112-Bild-111.jpg,145-Bild-144.jpg,2,829,2,1
10395,20,m,Psychologie,1,heho,hetero,1,46,103,010-Bild-009.jpg,094-Bild-093.jpg,2,1453,1,0
10395,20,m,Psychologie,1,heho,hetero,1,47,36,043-Bild-042.jpg,025-Bild-024.jpg,1,2531,2,0
10395,20,m,Psychologie,1,heho,hetero,1,48,24,134-Bild-133.jpg,100-Bild-099.jpg,2,1703,2,1
10395,20,m,Psychologie,1,heho,hetero,1,49,0,081-Bild-080.jpg,096-Bild-095.jpg,2,1140,2,1
10395,20,m,Psychologie,1,heho,hetero,1,50,152,172-Bild-171.jpg,176-Bild-175.jpg,1,703,1,1
10395,20,m,Psychologie,1,heho,hetero,1,51,89,029-Bild-028.jpg,061-Bild-060.jpg,1,1781,1,1
10395,20,m,Psychologie,1,heho,hetero,1,52,76,064-Bild-063.jpg,114-Bild-113.jpg,1,1735,1,1
10395,20,m,Psychologie,1,heho,hetero,1,53,100,074-Bild-073.jpg,143-Bild-142.jpg,1,1235,1,1
10395,20,m,Psychologie,1,heho,hetero,1,54,67,182-Bild-181.jpg,111-Bild-110.jpg,1,1110,1,1
10395,20,m,Psychologie,1,heho,hetero,1,55,145,140-Bild-139.jpg,127-Bild-126.jpg,1,2000,1,1
10395,20,m,Psychologie,1,heho,hetero,1,56,16,068-Bild-067.jpg,126-Bild-125.jpg,1,1156,1,1
10395,20,m,Psychologie,1,heho,hetero,1,57,150,006-Bild-005.jpg,164-Bild-163.jpg,1,2187,1,1
10395,20,m,Psychologie,1,heho,hetero,1,58,55,168-Bild-167.jpg,178-Bild-177.jpg,2,844,2,1
10395,20,m,Psychologie,1,heho,hetero,1,59,20,076-Bild-075.jpg,108-Bild-107.jpg,1,1219,1,1
10395,20,m,Psychologie,1,heho,hetero,1,60,142,018-Bild-017.jpg,133-Bild-132.jpg,1,1844,1,1
10395,20,m,Psychologie,1,heho,homo,1,61,63,flower12.jpg,flower74.jpg,1,2140,1,1
10395,20,m,Psychologie,1,heho,homo,1,62,43,flower103.jpg,flower109.jpg,1,2203,1,1
10395,20,m,Psychologie,1,heho,homo,1,63,126,flower57.jpg,flower53.jpg,2,1562,1,0
10395,20,m,Psychologie,1,heho,homo,1,64,114,flower125.jpg,flower56.jpg,2,875,2,1
10395,20,m,Psychologie,1,heho,homo,1,65,53,flower138.jpg,flower27.jpg,1,1359,1,1
10395,20,m,Psychologie,1,heho,homo,1,66,101,flower34.jpg,flower16.jpg,1,1453,2,0
10395,20,m,Psychologie,1,heho,homo,1,67,49,flower86.jpg,flower69.jpg,1,1031,1,1
10395,20,m,Psychologie,1,heho,homo,1,68,148,flower102.jpg,flower169.jpg,1,1360,2,0
10395,20,m,Psychologie,1,heho,homo,1,69,135,flower54.jpg,flower148.jpg,1,1469,2,0
10395,20,m,Psychologie,1,heho,homo,1,70,8,flower88.jpg,flower122.jpg,2,1453,1,0
10395,20,m,Psychologie,1,heho,homo,1,71,151,flower75.jpg,flower55.jpg,2,1266,2,1
10395,20,m,Psychologie,1,heho,homo,1,72,9,flower72.jpg,flower145.jpg,2,1062,1,0
10395,20,m,Psychologie,1,heho,homo,1,73,153,flower117.jpg,flower146.jpg,1,1641,1,1
10395,20,m,Psychologie,1,heho,homo,1,74,97,flower38.jpg,flower91.jpg,2,1187,1,0
10395,20,m,Psychologie,1,heho,homo,1,75,104,flower158.jpg,flower76.jpg,1,1000,1,1
10395,20,m,Psychologie,1,heho,homo,1,76,159,flower65.jpg,flower01.jpg,2,1844,1,0
10395,20,m,Psychologie,1,heho,homo,1,77,45,flower123.jpg,flower32.jpg,1,938,1,1
10395,20,m,Psychologie,1,heho,homo,1,78,137,flower127.jpg,flower19.jpg,2,984,2,1
10395,20,m,Psychologie,1,heho,homo,1,79,149,flower108.jpg,flower05.jpg,1,1390,2,0
10395,20,m,Psychologie,1,heho,homo,1,80,25,flower66.jpg,flower134.jpg,2,1328,2,1
10395,20,m,Psychologie,1,heho,hetero,1,81,131,049-Bild-048.jpg,086-Bild-085.jpg,1,1891,1,1
10395,20,m,Psychologie,1,heho,hetero,1,82,155,174-Bild-173.jpg,002-Bild-001.jpg,2,3047,2,1
10395,20,m,Psychologie,1,heho,hetero,1,83,116,141-Bild-140.jpg,109-Bild-108.jpg,1,2593,2,0
10395,20,m,Psychologie,1,heho,hetero,1,84,39,085-Bild-084.jpg,146-Bild-145.jpg,1,922,1,1
10395,20,m,Psychologie,1,heho,hetero,1,85,60,041-Bild-040.jpg,032-Bild-031.jpg,2,1109,2,1
10395,20,m,Psychologie,1,heho,hetero,1,86,18,054-Bild-053.jpg,154-Bild-153.jpg,2,1609,2,1
10395,20,m,Psychologie,1,heho,hetero,1,87,112,070-Bild-069.jpg,120-Bild-119.jpg,2,1312,2,1
10395,20,m,Psychologie,1,heho,hetero,1,88,106,151-Bild-150.jpg,092-Bild-091.jpg,2,1266,2,1
10395,20,m,Psychologie,1,heho,hetero,1,89,99,157-Bild-156.jpg,001-Bild.jpg,1,1141,1,1
10395,20,m,Psychologie,1,heho,hetero,1,90,11,180-Bild-179.jpg,014-Bild-013.jpg,2,1141,2,1
10395,20,m,Psychologie,1,heho,hetero,1,91,86,050-Bild-049.jpg,021-Bild-020.jpg,1,1313,2,0
10395,20,m,Psychologie,1,heho,hetero,1,92,21,166-Bild-165.jpg,117-Bild-116.jpg,2,2515,2,1
10395,20,m,Psychologie,1,heho,hetero,1,93,65,102-Bild-101.jpg,125-Bild-124.jpg,1,1062,1,1
10395,20,m,Psychologie,1,heho,hetero,1,94,79,147-Bild-146.jpg,142-Bild-141.jpg,2,937,2,1
10395,20,m,Psychologie,1,heho,hetero,1,95,33,012-Bild-011.jpg,015-Bild-014.jpg,1,1516,2,0
10395,20,m,Psychologie,1,heho,hetero,1,96,28,175-Bild-174.jpg,105-Bild-104.jpg,1,1610,1,1
10395,20,m,Psychologie,1,heho,hetero,1,97,58,062-Bild-061.jpg,036-Bild-035.jpg,1,1907,1,1
10395,20,m,Psychologie,1,heho,hetero,1,98,19,019-Bild-018.jpg,063-Bild-062.jpg,1,766,1,1
10395,20,m,Psychologie,1,heho,hetero,1,99,74,027-Bild-026.jpg,039-Bild-038.jpg,2,1375,2,1
10395,20,m,Psychologie,1,heho,hetero,1,100,27,004-Bild-003.jpg,156-Bild-155.jpg,1,1453,1,1
10395,20,m,Psychologie,1,heho,homo,1,101,146,flower143.jpg,flower04.jpg,1,1531,1,1
10395,20,m,Psychologie,1,heho,homo,1,102,61,flower129.jpg,flower161.jpg,2,906,2,1
10395,20,m,Psychologie,1,heho,homo,1,103,44,flower118.jpg,flower140.jpg,1,1312,1,1
10395,20,m,Psychologie,1,heho,homo,1,104,2,flower114.jpg,flower101.jpg,1,1125,1,1
10395,20,m,Psychologie,1,heho,homo,1,105,5,flower42.jpg,flower139.jpg,1,1109,1,1
10395,20,m,Psychologie,1,heho,homo,1,106,118,flower130.jpg,flower166.jpg,2,1609,2,1
10395,20,m,Psychologie,1,heho,homo,1,107,29,flower18.jpg,flower90.jpg,1,1437,1,1
10395,20,m,Psychologie,1,heho,homo,1,108,52,flower151.jpg,flower141.jpg,2,2594,1,0
10395,20,m,Psychologie,1,heho,homo,1,109,72,flower128.jpg,flower135.jpg,2,890,2,1
10395,20,m,Psychologie,1,heho,homo,1,110,42,flower93.jpg,flower31.jpg,1,1547,1,1
10395,20,m,Psychologie,1,heho,homo,1,111,121,flower81.jpg,flower137.jpg,1,1344,1,1
10395,20,m,Psychologie,1,heho,homo,1,112,41,flower25.jpg,flower79.jpg,1,812,2,0
10395,20,m,Psychologie,1,heho,homo,1,113,38,flower49.jpg,flower98.jpg,2,1563,1,0
10395,20,m,Psychologie,1,heho,homo,1,114,69,flower23.jpg,flower80.jpg,1,875,1,1
10395,20,m,Psychologie,1,heho,homo,1,115,32,flower22.jpg,flower06.jpg,1,968,1,1
10395,20,m,Psychologie,1,heho,homo,1,116,57,flower85.jpg,flower142.jpg,1,1094,1,1
10395,20,m,Psychologie,1,heho,homo,1,117,17,flower37.jpg,flower52.jpg,1,781,1,1
10395,20,m,Psychologie,1,heho,homo,1,118,139,flower51.jpg,flower26.jpg,2,828,1,0
10395,20,m,Psychologie,1,heho,homo,1,119,12,flower02.jpg,flower15.jpg,1,1250,2,0
10395,20,m,Psychologie,1,heho,homo,1,120,10,flower164.jpg,flower60.jpg,1,969,1,1
10395,20,m,Psychologie,1,heho,homo,1,121,80,flower120.jpg,flower47.jpg,2,1281,2,1
10395,20,m,Psychologie,1,heho,homo,1,122,46,flower35.jpg,flower160.jpg,1,1281,2,0
10395,20,m,Psychologie,1,heho,homo,1,123,66,flower45.jpg,flower100.jpg,1,891,1,1
10395,20,m,Psychologie,1,heho,homo,1,124,68,flower50.jpg,flower97.jpg,1,1093,1,1
10395,20,m,Psychologie,1,heho,homo,1,125,144,flower153.jpg,flower28.jpg,2,1094,2,1
10395,20,m,Psychologie,1,heho,homo,1,126,136,flower170.jpg,flower07.jpg,1,921,2,0
10395,20,m,Psychologie,1,heho,homo,1,127,62,flower11.jpg,flower14.jpg,1,922,1,1
10395,20,m,Psychologie,1,heho,homo,1,128,35,flower30.jpg,flower95.jpg,2,1172,2,1
10395,20,m,Psychologie,1,heho,homo,1,129,7,flower132.jpg,flower99.jpg,1,766,1,1
10395,20,m,Psychologie,1,heho,homo,1,130,84,flower126.jpg,flower03.jpg,2,625,2,1
10395,20,m,Psychologie,1,heho,homo,1,131,77,flower147.jpg,flower115.jpg,2,2282,2,1
10395,20,m,Psychologie,1,heho,homo,1,132,23,flower41.jpg,flower61.jpg,2,703,1,0
10395,20,m,Psychologie,1,heho,homo,1,133,113,flower39.jpg,flower152.jpg,2,1359,2,1
10395,20,m,Psychologie,1,heho,homo,1,134,75,flower70.jpg,flower124.jpg,1,1234,2,0
10395,20,m,Psychologie,1,heho,homo,1,135,92,flower155.jpg,flower13.jpg,2,531,1,0
10395,20,m,Psychologie,1,heho,homo,1,136,3,flower44.jpg,flower157.jpg,1,547,1,1
10395,20,m,Psychologie,1,heho,homo,1,137,31,flower29.jpg,flower20.jpg,2,1375,2,1
10395,20,m,Psychologie,1,heho,homo,1,138,73,flower105.jpg,flower08.jpg,2,1015,1,0
10395,20,m,Psychologie,1,heho,homo,1,139,128,flower89.jpg,flower92.jpg,2,891,2,1
10395,20,m,Psychologie,1,heho,homo,1,140,22,flower62.jpg,flower40.jpg,2,641,1,0
10395,20,m,Psychologie,1,heho,homo,1,141,64,flower131.jpg,flower10.jpg,1,578,2,0
10395,20,m,Psychologie,1,heho,homo,1,142,47,flower46.jpg,flower96.jpg,2,984,1,0
10395,20,m,Psychologie,1,heho,homo,1,143,134,flower63.jpg,flower159.jpg,2,875,1,0
10395,20,m,Psychologie,1,heho,homo,1,144,34,flower113.jpg,flower84.jpg,1,1188,2,0
10395,20,m,Psychologie,1,heho,homo,1,145,140,flower33.jpg,flower78.jpg,1,984,1,1
10395,20,m,Psychologie,1,heho,homo,1,146,147,flower121.jpg,flower59.jpg,1,656,1,1
10395,20,m,Psychologie,1,heho,homo,1,147,127,flower165.jpg,flower144.jpg,1,437,2,0
10395,20,m,Psychologie,1,heho,homo,1,148,4,flower64.jpg,flower43.jpg,1,422,1,1
10395,20,m,Psychologie,1,heho,homo,1,149,40,flower24.jpg,flower71.jpg,2,265,2,1
10395,20,m,Psychologie,1,heho,homo,1,150,158,flower17.jpg,flower77.jpg,2,906,1,0
10395,20,m,Psychologie,1,heho,homo,1,151,70,flower21.jpg,flower163.jpg,2,1359,1,0
10395,20,m,Psychologie,1,heho,homo,1,152,124,flower48.jpg,flower09.jpg,2,1235,2,1
10395,20,m,Psychologie,1,heho,homo,1,153,93,flower162.jpg,flower87.jpg,2,1782,1,0
10395,20,m,Psychologie,1,heho,homo,1,154,143,flower167.jpg,flower82.jpg,2,2047,2,1
10395,20,m,Psychologie,1,heho,homo,1,155,59,flower111.jpg,flower154.jpg,2,2015,2,1
10395,20,m,Psychologie,1,heho,homo,1,156,98,flower67.jpg,flower107.jpg,2,906,1,0
10395,20,m,Psychologie,1,heho,homo,1,157,117,flower136.jpg,flower110.jpg,1,1234,1,1
10395,20,m,Psychologie,1,heho,homo,1,158,71,flower68.jpg,flower83.jpg,1,984,2,0
10395,20,m,Psychologie,1,heho,homo,1,159,83,flower36.jpg,flower133.jpg,2,1500,2,1
10395,20,m,Psychologie,1,heho,homo,1,160,110,flower149.jpg,flower150.jpg,2,984,2,1
10431,23,w,Psychologie,2,heho,hetero,1,1,30,095-Bild-094.jpg,176-Bild-175.jpg,1,1500,1,1
10431,23,w,Psychologie,2,heho,hetero,1,2,42,051-Bild-050.jpg,150-Bild-149.jpg,2,1125,2,1
10431,23,w,Psychologie,2,heho,hetero,1,3,82,168-Bild-167.jpg,100-Bild-099.jpg,1,1875,2,0
10431,23,w,Psychologie,2,heho,hetero,1,4,107,007-Bild-006.jpg,046-Bild-045.jpg,1,1563,1,1
10431,23,w,Psychologie,2,heho,hetero,1,5,19,177-Bild-176.jpg,118-Bild-117.jpg,2,1265,2,1
10431,23,w,Psychologie,2,heho,hetero,1,6,145,111-Bild-110.jpg,055-Bild-054.jpg,2,1062,2,1
10431,23,w,Psychologie,2,heho,hetero,1,7,52,153-Bild-152.jpg,086-Bild-085.jpg,1,984,1,1
10431,23,w,Psychologie,2,heho,hetero,1,8,44,069-Bild-068.jpg,158-Bild-157.jpg,2,1000,2,1
10431,23,w,Psychologie,2,heho,hetero,1,9,33,136-Bild-135.jpg,024-Bild-023.jpg,2,1984,2,1
10431,23,w,Psychologie,2,heho,hetero,1,10,21,061-Bild-060.jpg,074-Bild-073.jpg,2,1046,2,1
10431,23,w,Psychologie,2,heho,hetero,1,11,158,137-Bild-136.jpg,083-Bild-082.jpg,2,1047,2,1
10431,23,w,Psychologie,2,heho,hetero,1,12,139,132-Bild-131.jpg,171-Bild-170.jpg,1,1578,1,1
10431,23,w,Psychologie,2,heho,hetero,1,13,66,070-Bild-069.jpg,146-Bild-145.jpg,1,2031,1,1
10431,23,w,Psychologie,2,heho,hetero,1,14,115,035-Bild-034.jpg,120-Bild-119.jpg,1,2140,1,1
10431,23,w,Psychologie,2,heho,hetero,1,15,40,053-Bild-052.jpg,160-Bild-159.jpg,2,1250,2,1
10431,23,w,Psychologie,2,heho,hetero,1,16,25,159-Bild-158.jpg,005-Bild-004.jpg,2,1531,2,1
10431,23,w,Psychologie,2,heho,hetero,1,17,135,027-Bild-026.jpg,050-Bild-049.jpg,1,2562,1,1
10431,23,w,Psychologie,2,heho,hetero,1,18,106,121-Bild-120.jpg,112-Bild-111.jpg,2,1250,2,1
10431,23,w,Psychologie,2,heho,hetero,1,19,116,011-Bild-010.jpg,079-Bild-078.jpg,1,5594,1,1
10431,23,w,Psychologie,2,heho,hetero,1,20,108,029-Bild-028.jpg,025-Bild-024.jpg,1,1234,1,1
10431,23,w,Psychologie,2,heho,hetero,1,21,31,073-Bild-072.jpg,013-Bild-012.jpg,1,1093,1,1
10431,23,w,Psychologie,2,heho,hetero,1,22,94,048-Bild-047.jpg,054-Bild-053.jpg,1,1250,1,1
10431,23,w,Psychologie,2,heho,hetero,1,23,86,082-Bild-081.jpg,169-Bild-168.jpg,2,1781,1,0
10431,23,w,Psychologie,2,heho,hetero,1,24,7,026-Bild-025.jpg,143-Bild-142.jpg,1,1796,1,1
10431,23,w,Psychologie,2,heho,hetero,1,25,81,017-Bild-016.jpg,126-Bild-125.jpg,1,1828,1,1
10431,23,w,Psychologie,2,heho,hetero,1,26,159,123-Bild-122.jpg,129-Bild-128.jpg,2,1187,2,1
10431,23,w,Psychologie,2,heho,hetero,1,27,69,062-Bild-061.jpg,072-Bild-071.jpg,1,1203,1,1
10431,23,w,Psychologie,2,heho,hetero,1,28,131,047-Bild-046.jpg,084-Bild-083.jpg,1,1203,1,1
10431,23,w,Psychologie,2,heho,hetero,1,29,24,016-Bild-015.jpg,178-Bild-177.jpg,1,1250,1,1
10431,23,w,Psychologie,2,heho,hetero,1,30,59,165-Bild-164.jpg,175-Bild-174.jpg,1,1047,1,1
10431,23,w,Psychologie,2,heho,hetero,1,31,49,098-Bild-097.jpg,071-Bild-070.jpg,2,1390,2,1
10431,23,w,Psychologie,2,heho,hetero,1,32,78,134-Bild-133.jpg,106-Bild-105.jpg,1,1078,1,1
10431,23,w,Psychologie,2,heho,hetero,1,33,61,180-Bild-179.jpg,049-Bild-048.jpg,2,1453,2,1
10431,23,w,Psychologie,2,heho,hetero,1,34,11,135-Bild-134.jpg,022-Bild-021.jpg,1,1141,1,1
10431,23,w,Psychologie,2,heho,hetero,1,35,14,004-Bild-003.jpg,141-Bild-140.jpg,1,937,1,1
10431,23,w,Psychologie,2,heho,hetero,1,36,13,058-Bild-057.jpg,162-Bild-161.jpg,1,1750,1,1
10431,23,w,Psychologie,2,heho,hetero,1,37,141,065-Bild-064.jpg,157-Bild-156.jpg,2,2516,1,0
10431,23,w,Psychologie,2,heho,hetero,1,38,138,063-Bild-062.jpg,009-Bild-008.jpg,1,1735,1,1
10431,23,w,Psychologie,2,heho,hetero,1,39,6,040-Bild-039.jpg,127-Bild-126.jpg,1,2078,1,1
10431,23,w,Psychologie,2,heho,hetero,1,40,38,097-Bild-096.jpg,064-Bild-063.jpg,1,1437,1,1
10431,23,w,Psychologie,2,heho,hetero,1,41,137,002-Bild-001.jpg,080-Bild-079.jpg,1,1250,1,1
10431,23,w,Psychologie,2,heho,hetero,1,42,149,092-Bild-091.jpg,174-Bild-173.jpg,2,1282,2,1
10431,23,w,Psychologie,2,heho,hetero,1,43,51,089-Bild-088.jpg,173-Bild-172.jpg,2,906,2,1
10431,23,w,Psychologie,2,heho,hetero,1,44,109,096-Bild-095.jpg,113-Bild-112.jpg,2,1750,2,1
10431,23,w,Psychologie,2,heho,hetero,1,45,142,152-Bild-151.jpg,008-Bild-007.jpg,2,1172,2,1
10431,23,w,Psychologie,2,heho,hetero,1,46,58,088-Bild-087.jpg,003-Bild-002.jpg,2,3531,2,1
10431,23,w,Psychologie,2,heho,hetero,1,47,105,164-Bild-163.jpg,148-Bild-147.jpg,1,2047,1,1
10431,23,w,Psychologie,2,heho,hetero,1,48,133,033-Bild-032.jpg,128-Bild-127.jpg,2,1687,1,0
10431,23,w,Psychologie,2,heho,hetero,1,49,68,170-Bild-169.jpg,045-Bild-044.jpg,1,906,1,1
10431,23,w,Psychologie,2,heho,hetero,1,50,63,124-Bild-123.jpg,034-Bild-033.jpg,1,1718,1,1
10431,23,w,Psychologie,2,heho,hetero,1,51,62,076-Bild-075.jpg,163-Bild-162.jpg,2,2250,2,1
10431,23,w,Psychologie,2,heho,hetero,1,52,152,067-Bild-066.jpg,094-Bild-093.jpg,2,1281,2,1
10431,23,w,Psychologie,2,heho,hetero,1,53,48,021-Bild-020.jpg,012-Bild-011.jpg,1,2844,1,1
10431,23,w,Psychologie,2,heho,hetero,1,54,155,105-Bild-104.jpg,125-Bild-124.jpg,1,781,1,1
10431,23,w,Psychologie,2,heho,hetero,1,55,117,014-Bild-013.jpg,023-Bild-022.jpg,2,1297,2,1
10431,23,w,Psychologie,2,heho,hetero,1,56,34,031-Bild-030.jpg,091-Bild-090.jpg,1,1360,1,1
10431,23,w,Psychologie,2,heho,hetero,1,57,57,182-Bild-181.jpg,090-Bild-089.jpg,1,797,1,1
10431,23,w,Psychologie,2,heho,hetero,1,58,157,085-Bild-084.jpg,155-Bild-154.jpg,1,1047,1,1
10431,23,w,Psychologie,2,heho,hetero,1,59,79,001-Bild.jpg,181-Bild-180.jpg,1,1297,1,1
10431,23,w,Psychologie,2,heho,hetero,1,60,103,142-Bild-141.jpg,019-Bild-018.jpg,2,1109,2,1
10431,23,w,Psychologie,2,heho,homo,1,61,112,flower48.jpg,flower69.jpg,1,1344,1,1
10431,23,w,Psychologie,2,heho,homo,1,62,148,flower91.jpg,flower144.jpg,2,2234,2,1
10431,23,w,Psychologie,2,heho,homo,1,63,144,flower20.jpg,flower08.jpg,1,1656,1,1
10431,23,w,Psychologie,2,heho,homo,1,64,130,flower78.jpg,flower149.jpg,1,1031,1,1
10431,23,w,Psychologie,2,heho,homo,1,65,96,flower99.jpg,flower66.jpg,2,1219,2,1
10431,23,w,Psychologie,2,heho,homo,1,66,83,flower07.jpg,flower163.jpg,1,2078,2,0
10431,23,w,Psychologie,2,heho,homo,1,67,32,flower71.jpg,flower67.jpg,1,782,1,1
10431,23,w,Psychologie,2,heho,homo,1,68,8,flower82.jpg,flower28.jpg,1,1422,1,1
10431,23,w,Psychologie,2,heho,homo,1,69,70,flower09.jpg,flower124.jpg,2,1359,2,1
10431,23,w,Psychologie,2,heho,homo,1,70,140,flower140.jpg,flower05.jpg,2,1672,2,1
10431,23,w,Psychologie,2,heho,homo,1,71,122,flower10.jpg,flower139.jpg,1,922,1,1
10431,23,w,Psychologie,2,heho,homo,1,72,56,flower57.jpg,flower61.jpg,1,1344,1,1
10431,23,w,Psychologie,2,heho,homo,1,73,50,flower65.jpg,flower46.jpg,2,1094,2,1
10431,23,w,Psychologie,2,heho,homo,1,74,101,flower90.jpg,flower35.jpg,1,1079,1,1
10431,23,w,Psychologie,2,heho,homo,1,75,89,flower156.jpg,flower145.jpg,1,1782,2,0
10431,23,w,Psychologie,2,heho,homo,1,76,2,flower27.jpg,flower87.jpg,1,1328,1,1
10431,23,w,Psychologie,2,heho,homo,1,77,98,flower21.jpg,flower105.jpg,2,3672,2,1
10431,23,w,Psychologie,2,heho,homo,1,78,92,flower108.jpg,flower81.jpg,1,1828,1,1
10431,23,w,Psychologie,2,heho,homo,1,79,12,flower146.jpg,flower169.jpg,2,1437,2,1
10431,23,w,Psychologie,2,heho,homo,1,80,113,flower03.jpg,flower95.jpg,2,891,2,1
10431,23,w,Psychologie,2,heho,hetero,1,81,121,147-Bild-146.jpg,102-Bild-101.jpg,1,1531,1,1
10431,23,w,Psychologie,2,heho,hetero,1,82,132,140-Bild-139.jpg,156-Bild-155.jpg,2,1625,2,1
10431,23,w,Psychologie,2,heho,hetero,1,83,84,032-Bild-031.jpg,139-Bild-138.jpg,2,5047,2,1
10431,23,w,Psychologie,2,heho,hetero,1,84,16,116-Bild-115.jpg,145-Bild-144.jpg,2,735,2,1
