subjectnum;order;blockedormixed;condition;testtrial;faceorword;wordonleft;wordonright;faceonleft;faceonright;responsekey;accuracy;RT;studytrial;testbin;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;75,00;0,00;;;184,00;85,00;2,00;1,00;3,05;26,00;8,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;76,00;0,00;;;32,00;56,00;2,00;1,00;0,87;78,00;8,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;77,00;1,00;projects;ended;0,00;0,00;2,00;1,00;1,41;97,00;8,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;78,00;1,00;shown;pure;0,00;0,00;2,00;1,00;1,19;55,00;8,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;79,00;0,00;;;3,00;5,00;2,00;0,00;2,72;89,00;8,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;80,00;0,00;;;168,00;64,00;2,00;1,00;1,96;50,00;8,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;81,00;0,00;;;166,00;23,00;1,00;0,00;1,64;68,00;9,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;82,00;0,00;;;116,00;59,00;1,00;1,00;0,98;75,00;9,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;83,00;1,00;eyes;rock;0,00;0,00;1,00;0,00;1,19;39,00;9,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;84,00;0,00;;;66,00;26,00;2,00;1,00;2,29;56,00;9,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;85,00;1,00;kitchen;stayed;0,00;0,00;1,00;0,00;2,72;71,00;9,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;86,00;0,00;;;124,00;36,00;2,00;0,00;2,06;21,00;9,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;87,00;1,00;score;yellow;0,00;0,00;1,00;1,00;1,52;90,00;9,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;88,00;0,00;;;97,00;172,00;2,00;1,00;3,06;23,00;9,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;89,00;1,00;keeping;types;0,00;0,00;2,00;1,00;1,52;18,00;9,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;90,00;1,00;once;sure;0,00;0,00;2,00;0,00;1,19;72,00;9,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;91,00;0,00;;;141,00;8,00;1,00;0,00;2,07;98,00;10,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;92,00;1,00;flesh;really;0,00;0,00;2,00;1,00;1,19;32,00;10,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;93,00;0,00;;;35,00;204,00;2,00;0,00;1,75;47,00;10,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;94,00;1,00;somewhat;vast;0,00;0,00;1,00;1,00;1,63;42,00;10,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;95,00;1,00;shot;stone;0,00;0,00;1,00;1,00;0,88;99,00;10,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;96,00;0,00;;;132,00;150,00;1,00;0,00;2,18;29,00;10,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;97,00;0,00;;;154,00;40,00;2,00;1,00;2,72;11,00;10,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;98,00;1,00;ground;inches;0,00;0,00;2,00;1,00;1,30;100,00;10,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;99,00;0,00;;;80,00;18,00;2,00;0,00;2,84;49,00;10,00;;;;;;;;;;;;;;;;;;;;;;
1,00;2,00;1,00;3,00;100,00;0,00;;;153,00;90,00;1,00;1,00;1,41;52,00;10,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;1,00;0,00;;;171,00;30,00;2,00;1,00;7,86;57,00;1,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;2,00;0,00;;;75,00;101,00;1,00;0,00;3,49;47,00;1,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;3,00;0,00;;;149,00;180,00;2,00;0,00;3,38;64,00;1,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;4,00;0,00;;;95,00;16,00;2,00;1,00;3,61;66,00;1,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;5,00;0,00;;;132,00;66,00;1,00;0,00;12,80;8,00;1,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;6,00;0,00;;;94,00;146,00;2,00;1,00;4,26;33,00;1,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;7,00;0,00;;;76,00;144,00;1,00;1,00;5,47;23,00;1,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;8,00;0,00;;;158,00;137,00;1,00;0,00;2,84;43,00;1,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;9,00;0,00;;;129,00;6,00;2,00;1,00;7,22;94,00;1,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;10,00;0,00;;;61,00;193,00;1,00;1,00;2,62;72,00;1,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;11,00;0,00;;;25,00;17,00;2,00;1,00;4,05;22,00;2,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;12,00;0,00;;;113,00;166,00;1,00;1,00;1,75;3,00;2,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;13,00;0,00;;;96,00;21,00;2,00;1,00;4,04;36,00;2,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;14,00;0,00;;;69,00;183,00;2,00;0,00;4,47;54,00;2,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;15,00;0,00;;;57,00;200,00;1,00;1,00;1,42;34,00;2,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;16,00;0,00;;;71,00;118,00;2,00;1,00;4,36;84,00;2,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;17,00;0,00;;;185,00;20,00;2,00;0,00;4,25;89,00;2,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;18,00;0,00;;;34,00;46,00;1,00;1,00;13,30;19,00;2,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;19,00;0,00;;;156,00;141,00;2,00;0,00;4,37;92,00;2,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;20,00;0,00;;;145,00;207,00;2,00;1,00;2,61;50,00;2,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;21,00;0,00;;;15,00;208,00;1,00;1,00;1,97;49,00;3,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;22,00;0,00;;;40,00;189,00;2,00;1,00;2,73;73,00;3,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;23,00;0,00;;;80,00;83,00;1,00;1,00;1,64;79,00;3,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;24,00;0,00;;;64,00;160,00;2,00;1,00;8,84;96,00;3,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;25,00;0,00;;;35,00;84,00;1,00;1,00;2,52;46,00;3,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;26,00;0,00;;;188,00;97,00;1,00;1,00;10,10;13,00;3,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;27,00;0,00;;;196,00;182,00;1,00;1,00;5,79;28,00;3,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;28,00;0,00;;;108,00;59,00;2,00;1,00;1,96;27,00;3,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;29,00;0,00;;;82,00;154,00;2,00;1,00;2,29;78,00;3,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;30,00;0,00;;;198,00;195,00;2,00;0,00;3,50;38,00;3,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;31,00;0,00;;;143,00;50,00;2,00;1,00;3,27;17,00;4,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;32,00;0,00;;;56,00;138,00;1,00;1,00;2,08;67,00;4,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;33,00;0,00;;;153,00;11,00;2,00;1,00;3,83;75,00;4,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;34,00;0,00;;;39,00;38,00;1,00;1,00;2,73;44,00;4,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;35,00;0,00;;;107,00;45,00;2,00;1,00;3,17;90,00;4,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;36,00;0,00;;;54,00;110,00;1,00;1,00;3,39;76,00;4,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;37,00;0,00;;;170,00;163,00;2,00;0,00;3,50;74,00;4,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;38,00;0,00;;;179,00;123,00;2,00;1,00;4,70;53,00;4,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;39,00;0,00;;;86,00;74,00;1,00;1,00;3,61;15,00;4,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;40,00;0,00;;;147,00;128,00;2,00;0,00;4,81;26,00;4,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;41,00;0,00;;;121,00;13,00;1,00;1,00;5,13;61,00;5,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;42,00;0,00;;;51,00;165,00;1,00;0,00;4,70;24,00;5,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;43,00;0,00;;;23,00;43,00;2,00;1,00;1,53;45,00;5,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;44,00;0,00;;;194,00;191,00;1,00;1,00;2,30;51,00;5,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;45,00;0,00;;;125,00;52,00;1,00;0,00;3,06;69,00;5,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;46,00;0,00;;;65,00;85,00;2,00;1,00;3,17;14,00;5,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;47,00;0,00;;;89,00;205,00;1,00;1,00;4,48;95,00;5,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;48,00;0,00;;;140,00;49,00;2,00;1,00;2,84;62,00;5,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;49,00;0,00;;;14,00;151,00;1,00;1,00;3,83;81,00;5,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;50,00;0,00;;;204,00;77,00;1,00;0,00;5,03;80,00;5,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;51,00;1,00;reach;charge;0,00;0,00;1,00;1,00;3,05;20,00;6,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;52,00;1,00;captain;joined;0,00;0,00;2,00;1,00;2,28;100,00;6,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;53,00;1,00;pair;lives;0,00;0,00;2,00;0,00;2,94;56,00;6,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;54,00;1,00;parents;burning;0,00;0,00;2,00;1,00;6,33;60,00;6,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;55,00;1,00;nearly;attorney;0,00;0,00;1,00;1,00;2,18;4,00;6,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;56,00;1,00;hill;soft;0,00;0,00;2,00;1,00;1,30;77,00;6,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;57,00;1,00;valley;dust;0,00;0,00;1,00;1,00;1,30;40,00;6,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;58,00;1,00;floor;fellow;0,00;0,00;1,00;1,00;2,29;37,00;6,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;59,00;1,00;unit;beat;0,00;0,00;2,00;0,00;4,36;97,00;6,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;60,00;1,00;solid;typical;0,00;0,00;1,00;1,00;1,41;59,00;6,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;61,00;1,00;telling;garden;0,00;0,00;1,00;1,00;2,50;30,00;7,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;62,00;1,00;camp;spring;0,00;0,00;2,00;1,00;1,85;2,00;7,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;63,00;1,00;notes;regard;0,00;0,00;1,00;1,00;2,28;32,00;7,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;64,00;1,00;carry;develop;0,00;0,00;2,00;0,00;6,66;68,00;7,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;65,00;1,00;argument;born;0,00;0,00;1,00;0,00;3,38;86,00;7,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;66,00;1,00;effort;combination;0,00;0,00;1,00;1,00;4,58;6,00;7,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;67,00;1,00;suggest;showing;0,00;0,00;1,00;1,00;2,29;16,00;7,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;68,00;1,00;drive;economic;0,00;0,00;1,00;1,00;2,07;52,00;7,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;69,00;1,00;gross;faculty;0,00;0,00;2,00;1,00;1,74;39,00;7,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;70,00;1,00;federal;worry;0,00;0,00;1,00;0,00;4,69;93,00;7,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;71,00;1,00;exist;frame;0,00;0,00;1,00;0,00;4,91;7,00;8,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;72,00;1,00;avoid;busy;0,00;0,00;2,00;1,00;3,60;48,00;8,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;73,00;1,00;planned;pool;0,00;0,00;2,00;1,00;1,19;35,00;8,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;74,00;1,00;picked;store;0,00;0,00;2,00;1,00;1,30;5,00;8,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;75,00;1,00;industry;hearing;0,00;0,00;2,00;1,00;5,35;21,00;8,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;76,00;1,00;tone;helped;0,00;0,00;1,00;1,00;2,83;25,00;8,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;77,00;1,00;anyone;exchange;0,00;0,00;1,00;1,00;2,18;1,00;8,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;78,00;1,00;fill;stone;0,00;0,00;1,00;1,00;1,19;9,00;8,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;79,00;1,00;share;reported;0,00;0,00;2,00;1,00;2,18;31,00;8,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;80,00;1,00;bought;aware;0,00;0,00;1,00;1,00;3,82;71,00;8,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;81,00;1,00;minor;arts;0,00;0,00;2,00;1,00;4,04;83,00;9,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;82,00;1,00;group;food;0,00;0,00;1,00;0,00;3,82;29,00;9,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;83,00;1,00;index;flesh;0,00;0,00;1,00;0,00;3,05;55,00;9,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;84,00;1,00;poetry;morning;0,00;0,00;1,00;1,00;1,96;87,00;9,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;85,00;1,00;years;raise;0,00;0,00;2,00;1,00;2,83;65,00;9,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;86,00;1,00;edge;dinner;0,00;0,00;2,00;1,00;2,50;18,00;9,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;87,00;1,00;laws;knowing;0,00;0,00;2,00;1,00;1,96;10,00;9,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;88,00;1,00;homes;enough;0,00;0,00;2,00;1,00;2,94;58,00;9,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;89,00;1,00;newspaper;ended;0,00;0,00;2,00;1,00;1,74;41,00;9,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;90,00;1,00;police;ultimate;0,00;0,00;1,00;1,00;1,41;82,00;9,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;91,00;1,00;inches;quiet;0,00;0,00;1,00;1,00;1,30;91,00;10,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;92,00;1,00;feeling;never;0,00;0,00;1,00;1,00;4,58;85,00;10,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;93,00;1,00;extra;atmosphere;0,00;0,00;1,00;1,00;2,72;99,00;10,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;94,00;1,00;chief;truth;0,00;0,00;2,00;1,00;2,18;70,00;10,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;95,00;1,00;membership;stayed;0,00;0,00;2,00;1,00;2,29;12,00;10,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;96,00;1,00;lose;item;0,00;0,00;1,00;1,00;4,69;42,00;10,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;97,00;1,00;orders;trust;0,00;0,00;1,00;1,00;3,38;63,00;10,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;98,00;1,00;range;review;0,00;0,00;2,00;1,00;3,60;88,00;10,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;99,00;1,00;government;famous;0,00;0,00;1,00;1,00;2,83;11,00;10,00;;;;;;;;;;;;;;;;;;;;;;
2,00;1,00;2,00;2,00;100,00;1,00;strength;actions;0,00;0,00;2,00;1,00;2,28;98,00;10,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;1,00;0,00;;;41,00;139,00;1,00;1,00;4,69;25,00;1,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;2,00;1,00;neck;possibly;0,00;0,00;1,00;1,00;2,50;48,00;1,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;3,00;1,00;experience;love;0,00;0,00;1,00;1,00;1,63;64,00;1,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;4,00;1,00;someone;address;0,00;0,00;1,00;1,00;1,19;76,00;1,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;5,00;0,00;;;135,00;8,00;1,00;0,00;6,23;6,00;1,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;6,00;1,00;tall;theater;0,00;0,00;1,00;1,00;1,96;30,00;1,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;7,00;0,00;;;161,00;27,00;2,00;1,00;3,71;31,00;1,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;8,00;1,00;courses;might;0,00;0,00;2,00;1,00;5,35;16,00;1,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;9,00;1,00;show;killed;0,00;0,00;2,00;1,00;0,97;100,00;1,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;10,00;0,00;;;10,00;210,00;1,00;1,00;2,73;13,00;1,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;11,00;0,00;;;148,00;106,00;1,00;1,00;1,53;39,00;2,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;12,00;1,00;different;stress;0,00;0,00;2,00;1,00;2,94;43,00;2,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;13,00;0,00;;;63,00;70,00;1,00;1,00;1,52;71,00;2,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;14,00;1,00;taught;season;0,00;0,00;1,00;1,00;2,72;54,00;2,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;15,00;0,00;;;100,00;115,00;1,00;1,00;1,31;37,00;2,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;16,00;1,00;assume;dropped;0,00;0,00;1,00;0,00;3,60;4,00;2,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;17,00;0,00;;;197,00;134,00;2,00;1,00;2,17;83,00;2,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;18,00;0,00;;;68,00;19,00;2,00;1,00;5,03;70,00;2,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;19,00;1,00;latter;useful;0,00;0,00;1,00;1,00;1,85;92,00;2,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;20,00;1,00;problem;baby;0,00;0,00;2,00;1,00;2,72;63,00;2,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;21,00;0,00;;;24,00;126,00;1,00;1,00;2,51;75,00;3,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;22,00;1,00;initial;senate;0,00;0,00;2,00;1,00;2,07;46,00;3,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;23,00;0,00;;;102,00;181,00;1,00;1,00;3,71;2,00;3,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;24,00;1,00;fight;island;0,00;0,00;2,00;1,00;2,07;69,00;3,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;25,00;0,00;;;190,00;117,00;2,00;1,00;3,39;45,00;3,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;26,00;1,00;industrial;ball;0,00;0,00;2,00;1,00;1,63;65,00;3,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;27,00;1,00;failed;ways;0,00;0,00;2,00;1,00;5,13;59,00;3,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;28,00;1,00;smile;attend;0,00;0,00;1,00;1,00;1,74;18,00;3,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;29,00;0,00;;;152,00;33,00;1,00;1,00;1,52;58,00;3,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;30,00;0,00;;;155,00;29,00;2,00;1,00;2,39;66,00;3,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;31,00;0,00;;;7,00;73,00;2,00;1,00;2,30;88,00;4,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;32,00;0,00;;;186,00;1,00;1,00;0,00;3,72;3,00;4,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;33,00;0,00;;;90,00;3,00;2,00;0,00;6,33;68,00;4,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;34,00;1,00;message;types;0,00;0,00;2,00;1,00;6,11;24,00;4,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;35,00;1,00;pulled;capacity;0,00;0,00;1,00;0,00;2,61;49,00;4,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;36,00;1,00;activity;daughter;0,00;0,00;1,00;1,00;1,30;98,00;4,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;37,00;0,00;;;173,00;55,00;2,00;1,00;2,40;20,00;4,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;38,00;0,00;;;168,00;178,00;2,00;1,00;3,61;34,00;4,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;39,00;1,00;moved;sign;0,00;0,00;2,00;1,00;4,47;97,00;4,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;40,00;0,00;;;32,00;91,00;2,00;1,00;2,62;40,00;4,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;41,00;1,00;motion;windows;0,00;0,00;1,00;1,00;2,18;1,00;5,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;42,00;1,00;sure;necessarily;0,00;0,00;1,00;1,00;2,39;78,00;5,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;43,00;0,00;;;172,00;28,00;1,00;1,00;2,95;94,00;5,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;44,00;0,00;;;47,00;116,00;2,00;1,00;1,85;38,00;5,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;45,00;1,00;band;walking;0,00;0,00;1,00;1,00;1,85;9,00;5,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;46,00;1,00;free;officer;0,00;0,00;2,00;1,00;1,74;19,00;5,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;47,00;0,00;;;42,00;18,00;1,00;1,00;4,37;52,00;5,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;48,00;0,00;;;44,00;174,00;1,00;1,00;2,50;84,00;5,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;49,00;0,00;;;157,00;120,00;2,00;1,00;3,39;99,00;5,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;50,00;0,00;;;136,00;72,00;1,00;0,00;3,06;95,00;5,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;51,00;0,00;;;103,00;124,00;1,00;1,00;2,28;7,00;6,00;;;;;;;;;;;;;;;;;;;;;;
2,00;2,00;1,00;3,00;52,00;1,00;gone;gives;0,00;0,00;2,00;1,00;2,61;12,00;6,00;;;;;;;;;;;;;;;;;;;;;;
