"","sub","trial","condition","stim","correct","RT"
"1",1,1,1,1,1,1.96
"2",1,2,1,1,1,2.39
"3",1,3,1,1,1,2.72
"4",1,4,1,1,0,3.38
"5",1,5,1,1,1,1.63
"6",1,6,1,1,1,6.44
"7",1,7,1,1,1,1.41
"8",1,8,1,1,1,1.08
"9",1,9,1,1,1,1.74
"10",1,10,1,1,0,1.85
"11",1,11,1,1,1,3.38
"12",1,12,1,1,1,1.41
"13",1,13,1,1,1,1.3
"14",1,14,1,1,1,1.96
"15",1,15,1,1,1,2.18
"16",1,16,1,1,0,3.27
"17",1,17,1,1,0,2.29
"18",1,18,1,1,0,2.39
"19",1,19,1,1,1,1.74
"20",1,20,1,1,1,1.85
"21",1,21,1,1,1,2.61
"22",1,22,1,1,1,2.07
"23",1,23,1,1,1,3.17
"24",1,24,1,1,0,0.97
"25",1,25,1,1,1,3.71
"26",1,26,1,1,1,1.96
"27",1,27,1,1,1,2.18
"28",1,28,1,1,1,0.86
"29",1,29,1,1,1,4.36
"30",1,30,1,1,1,1.3
"31",1,31,1,1,1,1.08
"32",1,32,1,1,1,1.85
"33",1,33,1,1,1,5.35
"34",1,34,1,1,1,1.08
"35",1,35,1,1,1,1.74
"36",1,36,1,1,0,1.41
"37",1,37,1,1,1,1.63
"38",1,38,1,1,1,1.19
"39",1,39,1,1,1,1.96
"40",1,40,1,1,1,1.41
"41",1,41,1,1,1,1.3
"42",1,42,1,1,1,1.63
"43",1,43,1,1,1,1.74
"44",1,44,1,1,1,1.74
"45",1,45,1,1,1,2.5
"46",1,46,1,1,1,2.61
"47",1,47,1,1,1,1.63
"48",1,48,1,1,1,1.41
"49",1,49,1,1,0,2.83
"50",1,50,1,1,1,1.63
"51",1,51,1,0,1,2.95
"52",1,52,1,0,1,1.85
"53",1,53,1,0,1,2.4
"54",1,54,1,0,1,2.08
"55",1,55,1,0,1,2.95
"56",1,56,1,0,1,2.07
"57",1,57,1,0,1,1.64
"58",1,58,1,0,1,1.96
"59",1,59,1,0,1,1.64
"60",1,60,1,0,1,1.64
"61",1,61,1,0,1,1.85
"62",1,62,1,0,1,2.18
"63",1,63,1,0,1,1.42
"64",1,64,1,0,1,3.93
"65",1,65,1,0,1,1.3
"66",1,66,1,0,1,1.63
"67",1,67,1,0,1,2.07
"68",1,68,1,0,1,2.62
"69",1,69,1,0,1,1.2
"70",1,70,1,0,1,2.08
"71",1,71,1,0,0,2.18
"72",1,72,1,0,1,1.96
"73",1,73,1,0,1,1.85
"74",1,74,1,0,1,1.53
"75",1,75,1,0,1,2.62
"76",1,76,1,0,1,3.6
"77",1,77,1,0,1,1.63
"78",1,78,1,0,0,2.07
"79",1,79,1,0,1,1.63
"80",1,80,1,0,1,2.62
"81",1,81,1,0,0,3.49
"82",1,82,1,0,1,2.07
"83",1,83,1,0,1,2.29
"84",1,84,1,0,0,1.96
"85",1,85,1,0,0,3.6
"86",1,86,1,0,1,2.95
"87",1,87,1,0,0,2.5
"88",1,88,1,0,0,1.85
"89",1,89,1,0,0,4.03
"90",1,90,1,0,0,3.16
"91",1,91,1,0,1,1.53
"92",1,92,1,0,1,2.4
"93",1,93,1,0,0,1.63
"94",1,94,1,0,1,2.39
"95",1,95,1,0,0,1.75
"96",1,96,1,0,1,3.6
"97",1,97,1,0,1,1.42
"98",1,98,1,0,1,2.4
"99",1,99,1,0,0,1.96
"100",1,100,1,0,1,2.18
"101",1,1,3,1,1,1.63
"102",1,2,3,1,0,3.16
"103",1,3,3,0,1,2.18
"104",1,4,3,1,1,1.96
"105",1,5,3,1,0,2.29
"106",1,6,3,0,1,2.51
"107",1,7,3,1,0,1.96
"108",1,8,3,0,1,2.18
"109",1,9,3,0,1,1.74
"110",1,10,3,1,1,1.52
"111",1,11,3,0,1,1.85
"112",1,12,3,0,1,1.85
"113",1,13,3,0,1,1.96
"114",1,14,3,0,1,2.07
"115",1,15,3,0,1,1.63
"116",1,16,3,1,1,1.85
"117",1,17,3,1,0,1.19
"118",1,18,3,0,1,1.64
"119",1,19,3,1,1,2.07
"120",1,20,3,1,0,1.3
"121",1,21,3,1,1,1.08
"122",1,22,3,1,0,2.18
"123",1,23,3,0,1,1.42
"124",1,24,3,1,1,1.64
"125",1,25,3,0,0,3.82
"126",1,26,3,0,1,2.61
"127",1,27,3,0,1,2.19
"128",1,28,3,1,1,1.08
"129",1,29,3,1,1,2.72
"130",1,30,3,1,0,1.64
"131",1,31,3,0,1,1.42
"132",1,32,3,1,1,1.41
"133",1,33,3,0,1,3.05
"134",1,34,3,1,1,2.07
"135",1,35,3,0,1,2.61
"136",1,36,3,0,1,1.63
"137",1,37,3,0,1,1.3
"138",1,38,3,1,1,1.63
"139",1,39,3,1,1,1.41
"140",1,40,3,0,1,2.4
"141",1,41,3,0,1,2.84
"142",1,42,3,0,1,2.29
"143",1,43,3,1,1,2.61
"144",1,44,3,0,1,2.18
"145",1,45,3,1,1,1.96
"146",1,46,3,1,1,1.31
"147",1,47,3,1,1,1.41
"148",1,48,3,1,0,1.96
"149",1,49,3,0,1,1.41
"150",1,50,3,0,1,1.63
"151",1,51,3,0,1,1.52
"152",1,52,3,1,1,1.3
"153",1,53,3,0,1,2.19
"154",1,54,3,1,0,3.49
"155",1,55,3,1,1,1.3
"156",1,56,3,1,1,1.52
"157",1,57,3,1,0,1.3
"158",1,58,3,0,1,1.31
"159",1,59,3,1,0,2.18
"160",1,60,3,0,0,2.61
"161",1,61,3,1,1,1.52
"162",1,62,3,0,1,1.41
"163",1,63,3,1,1,1.19
"164",1,64,3,1,1,1.3
"165",1,65,3,1,1,0.86
"166",1,66,3,0,1,1.85
"167",1,67,3,1,0,0.97
"168",1,68,3,0,0,2.07
"169",1,69,3,0,1,1.64
"170",1,70,3,0,0,1.19
"171",1,71,3,0,0,1.85
"172",1,72,3,1,0,1.41
"173",1,73,3,1,1,1.3
"174",1,74,3,1,1,1.74
"175",1,75,3,0,1,3.05
"176",1,76,3,0,1,0.87
"177",1,77,3,1,1,1.41
"178",1,78,3,1,1,1.19
"179",1,79,3,0,0,2.72
"180",1,80,3,0,1,1.96
"181",1,81,3,0,0,1.64
"182",1,82,3,0,1,0.98
"183",1,83,3,1,0,1.19
"184",1,84,3,0,1,2.29
"185",1,85,3,1,0,2.72
"186",1,86,3,0,0,2.06
"187",1,87,3,1,1,1.52
"188",1,88,3,0,1,3.06
"189",1,89,3,1,1,1.52
"190",1,90,3,1,0,1.19
"191",1,91,3,0,0,2.07
"192",1,92,3,1,1,1.19
"193",1,93,3,0,0,1.75
"194",1,94,3,1,1,1.63
"195",1,95,3,1,1,0.88
"196",1,96,3,0,0,2.18
"197",1,97,3,0,1,2.72
"198",1,98,3,1,1,1.3
"199",1,99,3,0,0,2.84
"200",1,100,3,0,1,1.41
"201",2,1,2,0,1,7.86
"202",2,2,2,0,0,3.49
"203",2,3,2,0,0,3.38
"204",2,4,2,0,1,3.61
"205",2,5,2,0,0,12.8
"206",2,6,2,0,1,4.26
"207",2,7,2,0,1,5.47
"208",2,8,2,0,0,2.84
"209",2,9,2,0,1,7.22
"210",2,10,2,0,1,2.62
"211",2,11,2,0,1,4.05
"212",2,12,2,0,1,1.75
"213",2,13,2,0,1,4.04
"214",2,14,2,0,0,4.47
"215",2,15,2,0,1,1.42
"216",2,16,2,0,1,4.36
"217",2,17,2,0,0,4.25
"218",2,18,2,0,1,13.3
"219",2,19,2,0,0,4.37
"220",2,20,2,0,1,2.61
"221",2,21,2,0,1,1.97
"222",2,22,2,0,1,2.73
"223",2,23,2,0,1,1.64
"224",2,24,2,0,1,8.84
"225",2,25,2,0,1,2.52
"226",2,26,2,0,1,10.1
"227",2,27,2,0,1,5.79
"228",2,28,2,0,1,1.96
"229",2,29,2,0,1,2.29
"230",2,30,2,0,0,3.5
"231",2,31,2,0,1,3.27
"232",2,32,2,0,1,2.08
"233",2,33,2,0,1,3.83
"234",2,34,2,0,1,2.73
"235",2,35,2,0,1,3.17
"236",2,36,2,0,1,3.39
"237",2,37,2,0,0,3.5
"238",2,38,2,0,1,4.7
"239",2,39,2,0,1,3.61
"240",2,40,2,0,0,4.81
"241",2,41,2,0,1,5.13
"242",2,42,2,0,0,4.7
"243",2,43,2,0,1,1.53
"244",2,44,2,0,1,2.3
"245",2,45,2,0,0,3.06
"246",2,46,2,0,1,3.17
"247",2,47,2,0,1,4.48
"248",2,48,2,0,1,2.84
"249",2,49,2,0,1,3.83
"250",2,50,2,0,0,5.03
"251",2,51,2,1,1,3.05
"252",2,52,2,1,1,2.28
"253",2,53,2,1,0,2.94
"254",2,54,2,1,1,6.33
"255",2,55,2,1,1,2.18
"256",2,56,2,1,1,1.3
"257",2,57,2,1,1,1.3
"258",2,58,2,1,1,2.29
"259",2,59,2,1,0,4.36
"260",2,60,2,1,1,1.41
"261",2,61,2,1,1,2.5
"262",2,62,2,1,1,1.85
"263",2,63,2,1,1,2.28
"264",2,64,2,1,0,6.66
"265",2,65,2,1,0,3.38
"266",2,66,2,1,1,4.58
"267",2,67,2,1,1,2.29
"268",2,68,2,1,1,2.07
"269",2,69,2,1,1,1.74
"270",2,70,2,1,0,4.69
"271",2,71,2,1,0,4.91
"272",2,72,2,1,1,3.6
"273",2,73,2,1,1,1.19
"274",2,74,2,1,1,1.3
"275",2,75,2,1,1,5.35
"276",2,76,2,1,1,2.83
"277",2,77,2,1,1,2.18
"278",2,78,2,1,1,1.19
"279",2,79,2,1,1,2.18
"280",2,80,2,1,1,3.82
"281",2,81,2,1,1,4.04
"282",2,82,2,1,0,3.82
"283",2,83,2,1,0,3.05
"284",2,84,2,1,1,1.96
"285",2,85,2,1,1,2.83
"286",2,86,2,1,1,2.5
"287",2,87,2,1,1,1.96
"288",2,88,2,1,1,2.94
"289",2,89,2,1,1,1.74
"290",2,90,2,1,1,1.41
"291",2,91,2,1,1,1.3
"292",2,92,2,1,1,4.58
"293",2,93,2,1,1,2.72
"294",2,94,2,1,1,2.18
"295",2,95,2,1,1,2.29
"296",2,96,2,1,1,4.69
"297",2,97,2,1,1,3.38
"298",2,98,2,1,1,3.6
"299",2,99,2,1,1,2.83
"300",2,100,2,1,1,2.28
"301",2,1,3,0,1,4.69
"302",2,2,3,1,1,2.5
"303",2,3,3,1,1,1.63
"304",2,4,3,1,1,1.19
"305",2,5,3,0,0,6.23
"306",2,6,3,1,1,1.96
"307",2,7,3,0,1,3.71
"308",2,8,3,1,1,5.35
"309",2,9,3,1,1,0.97
"310",2,10,3,0,1,2.73
"311",2,11,3,0,1,1.53
"312",2,12,3,1,1,2.94
"313",2,13,3,0,1,1.52
"314",2,14,3,1,1,2.72
"315",2,15,3,0,1,1.31
"316",2,16,3,1,0,3.6
"317",2,17,3,0,1,2.17
"318",2,18,3,0,1,5.03
"319",2,19,3,1,1,1.85
"320",2,20,3,1,1,2.72
"321",2,21,3,0,1,2.51
"322",2,22,3,1,1,2.07
"323",2,23,3,0,1,3.71
"324",2,24,3,1,1,2.07
"325",2,25,3,0,1,3.39
"326",2,26,3,1,1,1.63
"327",2,27,3,1,1,5.13
"328",2,28,3,1,1,1.74
"329",2,29,3,0,1,1.52
"330",2,30,3,0,1,2.39
"331",2,31,3,0,1,2.3
"332",2,32,3,0,0,3.72
"333",2,33,3,0,0,6.33
"334",2,34,3,1,1,6.11
"335",2,35,3,1,0,2.61
"336",2,36,3,1,1,1.3
"337",2,37,3,0,1,2.4
"338",2,38,3,0,1,3.61
"339",2,39,3,1,1,4.47
"340",2,40,3,0,1,2.62
"341",2,41,3,1,1,2.18
"342",2,42,3,1,1,2.39
"343",2,43,3,0,1,2.95
"344",2,44,3,0,1,1.85
"345",2,45,3,1,1,1.85
"346",2,46,3,1,1,1.74
"347",2,47,3,0,1,4.37
"348",2,48,3,0,1,2.5
"349",2,49,3,0,1,3.39
"350",2,50,3,0,0,3.06
"351",2,51,3,0,1,2.28
"352",2,52,3,1,1,2.61
"353",2,53,3,1,0,2.28
"354",2,54,3,0,1,1.42
"355",2,55,3,1,1,2.94
"356",2,56,3,1,1,2.5
"357",2,57,3,1,1,4.47
"358",2,58,3,0,1,3.05
"359",2,59,3,0,1,1.31
"360",2,60,3,0,0,2.5
"361",2,61,3,0,1,3.28
"362",2,62,3,1,1,2.61
"363",2,63,3,0,1,2.62
"364",2,64,3,0,1,1.63
"365",2,65,3,1,1,7.54
"366",2,66,3,0,1,2.19
"367",2,67,3,1,1,2.72
"368",2,68,3,1,1,2.18
"369",2,69,3,0,1,3.05
"370",2,70,3,0,1,2.5
"371",2,71,3,1,1,1.63
"372",2,72,3,0,1,2.5
"373",2,73,3,0,1,2.06
"374",2,74,3,0,1,2.06
"375",2,75,3,1,1,1.85
"376",2,76,3,0,1,1.95
"377",2,77,3,1,1,1.63
"378",2,78,3,1,1,1.3
"379",2,79,3,1,1,1.19
"380",2,80,3,1,1,1.96
"381",2,81,3,0,1,3.71
"382",2,82,3,0,0,3.92
"383",2,83,3,0,0,2.4
"384",2,84,3,0,0,5.14
"385",2,85,3,1,1,1.96
"386",2,86,3,0,1,2.19
"387",2,87,3,1,1,2.18
"388",2,88,3,1,0,3.71
"389",2,89,3,1,1,1.85
"390",2,90,3,0,0,3.5
"391",2,91,3,0,1,1.42
"392",2,92,3,1,1,2.83
"393",2,93,3,1,1,1.08
"394",2,94,3,1,0,4.14
"395",2,95,3,1,1,1.74
"396",2,96,3,0,1,2.84
"397",2,97,3,1,1,4.14
"398",2,98,3,0,1,2.08
"399",2,99,3,1,0,1.85
"400",2,100,3,1,1,1.41
"401",3,1,3,1,1,2.4
"402",3,2,3,0,0,6.89
"403",3,3,3,1,1,2.94
"404",3,4,3,1,1,10.9
"405",3,5,3,0,0,3.39
"406",3,6,3,0,0,4.26
"407",3,7,3,0,1,2.07
"408",3,8,3,0,0,2.62
"409",3,9,3,0,1,4.04
"410",3,10,3,1,1,1.85
"411",3,11,3,0,1,1.74
"412",3,12,3,1,1,1.19
"413",3,13,3,0,1,1.96
"414",3,14,3,1,1,1.41
"415",3,15,3,1,1,1.3
"416",3,16,3,1,1,1.63
"417",3,17,3,1,1,2.83
"418",3,18,3,1,1,1.74
"419",3,19,3,0,0,3.71
"420",3,20,3,1,1,1.63
"421",3,21,3,0,0,3.28
"422",3,22,3,1,1,1.08
"423",3,23,3,0,1,2.51
"424",3,24,3,1,1,1.64
"425",3,25,3,0,0,3.16
"426",3,26,3,1,1,1.41
"427",3,27,3,1,1,2.5
"428",3,28,3,0,1,2.29
"429",3,29,3,1,0,5.35
"430",3,30,3,1,1,1.41
"431",3,31,3,0,1,1.96
"432",3,32,3,1,1,1.85
"433",3,33,3,0,1,1.86
"434",3,34,3,1,1,2.94
"435",3,35,3,0,1,2.29
"436",3,36,3,0,1,3.17
"437",3,37,3,0,1,2.95
"438",3,38,3,0,0,3.93
"439",3,39,3,1,1,1.3
"440",3,40,3,0,0,6.56
"441",3,41,3,1,1,1.85
"442",3,42,3,1,0,3.16
"443",3,43,3,0,1,1.74
"444",3,44,3,1,1,0.97
"445",3,45,3,0,0,1.85
"446",3,46,3,1,1,2.61
"447",3,47,3,1,1,1.08
"448",3,48,3,1,1,2.94
"449",3,49,3,0,1,5.79
"450",3,50,3,0,1,2.18
"451",3,51,3,0,1,6.33
"452",3,52,3,1,1,1.74
"453",3,53,3,0,1,1.85
"454",3,54,3,0,1,1.97
"455",3,55,3,1,1,3.16
"456",3,56,3,1,1,0.97
"457",3,57,3,0,1,2.73
"458",3,58,3,1,1,1.52
"459",3,59,3,0,0,5.9
"460",3,60,3,0,0,3.27
"461",3,61,3,1,1,1.63
"462",3,62,3,1,1,1.96
"463",3,63,3,1,1,1.41
"464",3,64,3,1,1,2.83
"465",3,65,3,0,1,1.74
"466",3,66,3,0,1,1.85
"467",3,67,3,1,1,1.08
"468",3,68,3,0,0,2.39
"469",3,69,3,1,1,1.64
"470",3,70,3,0,0,3.5
"471",3,71,3,0,0,3.06
"472",3,72,3,1,0,4.15
"473",3,73,3,0,1,8.19
"474",3,74,3,0,1,2.18
"475",3,75,3,1,1,1.63
"476",3,76,3,0,1,2.62
"477",3,77,3,0,1,3.17
"478",3,78,3,1,0,2.5
"479",3,79,3,0,1,1.85
"480",3,80,3,1,0,2.17
"481",3,81,3,0,1,2.29
"482",3,82,3,1,1,2.4
"483",3,83,3,1,0,2.07
"484",3,84,3,0,0,3.71
"485",3,85,3,1,1,2.18
"486",3,86,3,0,0,3.17
"487",3,87,3,1,1,1.74
"488",3,88,3,0,1,4.26
"489",3,89,3,0,1,4.81
"490",3,90,3,1,0,2.18
"491",3,91,3,0,0,1.85
"492",3,92,3,1,0,1.63
"493",3,93,3,0,0,2.83
"494",3,94,3,1,1,1.52
"495",3,95,3,1,0,2.07
"496",3,96,3,1,1,1.41
"497",3,97,3,0,1,2.73
"498",3,98,3,0,1,4.26
"499",3,99,3,0,1,2.29
"500",3,100,3,1,1,1.3
"501",3,1,1,1,1,1.63
"502",3,2,1,1,1,1.85
"503",3,3,1,1,1,1.41
"504",3,4,1,1,1,1.19
"505",3,5,1,1,1,1.63
"506",3,6,1,1,1,1.96
"507",3,7,1,1,0,2.83
"508",3,8,1,1,0,2.06
"509",3,9,1,1,1,1.19
"510",3,10,1,1,0,1.63
"511",3,11,1,1,0,4.03
"512",3,12,1,1,1,1.41
"513",3,13,1,1,1,1.08
"514",3,14,1,1,1,1.3
"515",3,15,1,1,1,2.07
"516",3,16,1,1,1,2.72
"517",3,17,1,1,1,1.52
"518",3,18,1,1,1,1.96
"519",3,19,1,1,1,4.14
"520",3,20,1,1,1,1.63
"521",3,21,1,1,1,1.41
"522",3,22,1,1,1,1.85
"523",3,23,1,1,1,1.74
"524",3,24,1,1,1,3.49
"525",3,25,1,1,1,1.52
"526",3,26,1,1,1,1.08
"527",3,27,1,1,1,1.52
"528",3,28,1,1,1,1.08
"529",3,29,1,1,1,1.52
"530",3,30,1,1,1,1.41
"531",3,31,1,1,1,1.85
"532",3,32,1,1,1,1.3
"533",3,33,1,1,1,1.63
"534",3,34,1,1,1,0.97
"535",3,35,1,1,1,2.4
"536",3,36,1,1,1,1.63
"537",3,37,1,1,1,0.86
"538",3,38,1,1,1,1.96
"539",3,39,1,1,1,1.74
"540",3,40,1,1,1,2.28
"541",3,41,1,1,0,1.63
"542",3,42,1,1,1,1.52
"543",3,43,1,1,1,1.41
"544",3,44,1,1,1,2.28
"545",3,45,1,1,0,2.39
"546",3,46,1,1,1,1.96
"547",3,47,1,1,1,0.97
"548",3,48,1,1,1,1.3
"549",3,49,1,1,1,1.41
"550",3,50,1,1,1,1.41
"551",3,51,1,0,1,4.15
"552",3,52,1,0,1,1.96
"553",3,53,1,0,1,2.51
"554",3,54,1,0,0,2.73
"555",3,55,1,0,0,1.85
"556",3,56,1,0,1,1.42
"557",3,57,1,0,1,1.97
"558",3,58,1,0,1,3.7
"559",3,59,1,0,1,1.52
"560",3,60,1,0,0,2.95
"561",3,61,1,0,1,1.85
"562",3,62,1,0,0,2.07
"563",3,63,1,0,1,1.31
"564",3,64,1,0,1,2.4
"565",3,65,1,0,1,2.19
"566",3,66,1,0,1,1.52
"567",3,67,1,0,0,1.85
"568",3,68,1,0,0,2.51
"569",3,69,1,0,1,1.42
"570",3,70,1,0,1,1.2
"571",3,71,1,0,1,2.73
"572",3,72,1,0,1,2.62
"573",3,73,1,0,1,2.4
"574",3,74,1,0,1,1.53
"575",3,75,1,0,1,3.5
"576",3,76,1,0,0,2.95
"577",3,77,1,0,1,1.53
"578",3,78,1,0,1,3.27
"579",3,79,1,0,0,1.63
"580",3,80,1,0,1,1.75
"581",3,81,1,0,1,1.53
"582",3,82,1,0,1,1.64
"583",3,83,1,0,1,3.28
"584",3,84,1,0,1,4.81
"585",3,85,1,0,0,1.75
"586",3,86,1,0,1,2.84
"587",3,87,1,0,1,1.85
"588",3,88,1,0,0,2.4
"589",3,89,1,0,1,2.18
"590",3,90,1,0,1,1.85
"591",3,91,1,0,0,3.06
"592",3,92,1,0,1,4.59
"593",3,93,1,0,1,6.01
"594",3,94,1,0,0,2.95
"595",3,95,1,0,1,1.86
"596",3,96,1,0,0,2.84
"597",3,97,1,0,1,3.6
"598",3,98,1,0,1,1.74
"599",3,99,1,0,1,2.51
"600",3,100,1,0,1,3.06
"601",4,1,3,1,1,1.96
"602",4,2,3,0,0,2.84
"603",4,3,3,0,1,1.31
"604",4,4,3,1,1,1.52
"605",4,5,3,1,1,1.08
"606",4,6,3,1,1,1.3
"607",4,7,3,1,1,1.3
"608",4,8,3,1,1,1.52
"609",4,9,3,1,1,2.29
"610",4,10,3,0,1,1.42
"611",4,11,3,0,1,2.62
"612",4,12,3,0,1,1.63
"613",4,13,3,1,1,1.19
"614",4,14,3,1,1,1.19
"615",4,15,3,1,1,0.97
"616",4,16,3,1,1,1.74
"617",4,17,3,1,1,1.19
"618",4,18,3,1,0,1.3
"619",4,19,3,1,1,1.19
"620",4,20,3,0,1,1.42
"621",4,21,3,1,1,2.29
"622",4,22,3,1,1,1.19
"623",4,23,3,1,1,1.31
"624",4,24,3,0,1,1.64
"625",4,25,3,1,1,1.08
"626",4,26,3,0,1,2.19
"627",4,27,3,1,1,1.08
"628",4,28,3,0,1,1.86
"629",4,29,3,0,1,1.96
"630",4,30,3,1,1,2.07
"631",4,31,3,1,0,1.41
"632",4,32,3,0,0,1.64
"633",4,33,3,1,1,2.07
"634",4,34,3,0,0,2.5
"635",4,35,3,0,1,1.74
"636",4,36,3,0,0,2.95
"637",4,37,3,0,1,1.95
"638",4,38,3,0,1,2.83
"639",4,39,3,1,1,1.08
"640",4,40,3,0,0,2.3
"641",4,41,3,1,0,1.52
"642",4,42,3,1,1,1.85
"643",4,43,3,1,0,2.72
"644",4,44,3,1,1,1.41
"645",4,45,3,0,1,3.28
"646",4,46,3,0,0,2.83
"647",4,47,3,0,1,4.47
"648",4,48,3,1,0,1.3
"649",4,49,3,0,1,1.84
"650",4,50,3,0,1,1.63
"651",4,51,3,1,1,0.76
"652",4,52,3,0,1,1.64
"653",4,53,3,0,0,1.63
"654",4,54,3,1,1,1.63
"655",4,55,3,0,1,1.85
"656",4,56,3,0,0,3.17
"657",4,57,3,1,1,1.41
"658",4,58,3,0,1,3.06
"659",4,59,3,0,0,2.51
"660",4,60,3,1,1,1.2
"661",4,61,3,1,1,1.08
"662",4,62,3,1,1,1.41
"663",4,63,3,1,1,1.63
"664",4,64,3,1,1,1.3
"665",4,65,3,1,1,1.3
"666",4,66,3,0,1,2.51
"667",4,67,3,0,1,1.95
"668",4,68,3,0,0,2.3
"669",4,69,3,1,0,1.41
"670",4,70,3,0,1,3.17
"671",4,71,3,0,1,2.4
"672",4,72,3,0,1,1.63
"673",4,73,3,1,0,1.74
"674",4,74,3,1,1,0.86
"675",4,75,3,0,1,1.53
"676",4,76,3,1,1,1.3
"677",4,77,3,0,1,2.19
"678",4,78,3,0,1,2.51
"679",4,79,3,1,1,1.3
"680",4,80,3,0,0,2.63
"681",4,81,3,1,1,1.52
"682",4,82,3,0,1,1.97
"683",4,83,3,1,1,1.3
"684",4,84,3,0,1,2.17
"685",4,85,3,1,1,1.09
"686",4,86,3,1,0,1.74
"687",4,87,3,0,1,2.17
"688",4,88,3,0,1,2.08
"689",4,89,3,1,1,1.19
"690",4,90,3,0,1,2.19
"691",4,91,3,0,0,2.08
"692",4,92,3,0,1,3.39
"693",4,93,3,1,1,2.07
"694",4,94,3,0,1,1.97
"695",4,95,3,0,0,2.51
"696",4,96,3,0,0,3.16
"697",4,97,3,1,1,1.3
"698",4,98,3,1,1,1.85
"699",4,99,3,0,1,2.17
"700",4,100,3,0,1,2.17
"701",4,1,2,0,0,2.4
"702",4,2,2,0,1,1.75
"703",4,3,2,0,1,1.63
"704",4,4,2,0,1,2.08
"705",4,5,2,0,1,1.97
"706",4,6,2,0,1,2.19
"707",4,7,2,0,0,2.4
"708",4,8,2,0,1,2.4
"709",4,9,2,0,1,2.19
"710",4,10,2,0,0,1.97
"711",4,11,2,0,0,1.86
"712",4,12,2,0,1,2.29
"713",4,13,2,0,1,2.3
"714",4,14,2,0,0,1.75
"715",4,15,2,0,0,2.4
"716",4,16,2,0,0,1.53
"717",4,17,2,0,0,2.06
"718",4,18,2,0,1,2.19
"719",4,19,2,0,1,1.63
"720",4,20,2,0,1,2.4
"721",4,21,2,0,1,2.19
"722",4,22,2,0,1,1.63
"723",4,23,2,0,1,1.74
"724",4,24,2,0,0,2.19
"725",4,25,2,0,0,1.74
"726",4,26,2,0,1,2.3
"727",4,27,2,0,1,1.86
"728",4,28,2,0,1,1.74
"729",4,29,2,0,1,1.86
"730",4,30,2,0,1,1.86
"731",4,31,2,0,1,1.63
"732",4,32,2,0,1,1.63
"733",4,33,2,0,0,2.3
"734",4,34,2,0,0,2.17
"735",4,35,2,0,1,2.4
"736",4,36,2,0,1,2.29
"737",4,37,2,0,1,2.5
"738",4,38,2,0,1,1.75
"739",4,39,2,0,1,1.95
"740",4,40,2,0,1,1.96
"741",4,41,2,0,1,2.63
"742",4,42,2,0,1,1.74
"743",4,43,2,0,1,3.05
"744",4,44,2,0,1,1.97
"745",4,45,2,0,0,1.97
"746",4,46,2,0,1,2.08
"747",4,47,2,0,1,2.41
"748",4,48,2,0,1,1.86
"749",4,49,2,0,0,2.84
"750",4,50,2,0,0,1.96
"751",4,51,2,1,1,1.63
"752",4,52,2,1,0,1.96
"753",4,53,2,1,0,1.41
"754",4,54,2,1,1,1.52
"755",4,55,2,1,1,2.29
"756",4,56,2,1,1,1.63
"757",4,57,2,1,0,2.84
"758",4,58,2,1,0,2.29
"759",4,59,2,1,0,1.41
"760",4,60,2,1,1,1.52
"761",4,61,2,1,1,2.39
"762",4,62,2,1,1,1.19
"763",4,63,2,1,1,1.52
"764",4,64,2,1,0,1.41
"765",4,65,2,1,1,1.41
"766",4,66,2,1,1,2.51
"767",4,67,2,1,1,1.74
"768",4,68,2,1,1,2.17
"769",4,69,2,1,1,1.74
"770",4,70,2,1,1,1.96
"771",4,71,2,1,1,2.5
"772",4,72,2,1,1,1.63
"773",4,73,2,1,1,1.74
"774",4,74,2,1,1,4.25
"775",4,75,2,1,1,1.74
"776",4,76,2,1,1,1.41
"777",4,77,2,1,0,1.52
"778",4,78,2,1,1,1.52
"779",4,79,2,1,1,1.85
"780",4,80,2,1,1,1.74
"781",4,81,2,1,1,1.52
"782",4,82,2,1,1,1.74
"783",4,83,2,1,0,1.96
"784",4,84,2,1,1,2.4
"785",4,85,2,1,1,2.07
"786",4,86,2,1,0,1.85
"787",4,87,2,1,1,1.85
"788",4,88,2,1,0,3.6
"789",4,89,2,1,1,2.18
"790",4,90,2,1,1,2.61
"791",4,91,2,1,1,1.74
"792",4,92,2,1,0,3.05
"793",4,93,2,1,1,1.85
"794",4,94,2,1,1,2.39
"795",4,95,2,1,1,1.74
"796",4,96,2,1,0,5.35
"797",4,97,2,1,1,2.72
"798",4,98,2,1,1,1.74
"799",4,99,2,1,1,1.95
"800",4,100,2,1,0,1.85
"801",5,1,1,1,0,4.58
"802",5,2,1,1,1,2.74
"803",5,3,1,1,0,2.94
"804",5,4,1,1,1,2.07
"805",5,5,1,1,1,4.03
"806",5,6,1,1,1,1.63
"807",5,7,1,1,1,2.07
"808",5,8,1,1,0,2.5
"809",5,9,1,1,1,1.52
"810",5,10,1,1,1,1.74
"811",5,11,1,1,1,1.74
"812",5,12,1,1,1,1.19
"813",5,13,1,1,1,1.19
"814",5,14,1,1,1,1.63
"815",5,15,1,1,1,2.18
"816",5,16,1,1,1,3.05
"817",5,17,1,1,1,1.41
"818",5,18,1,1,1,1.52
"819",5,19,1,1,1,2.83
"820",5,20,1,1,1,2.29
"821",5,21,1,1,1,2.83
"822",5,22,1,1,1,1.52
