"","sub","trial","condition","stim","correct","RT"
"3058",16,58,3,1,1,1.63
"3059",16,59,3,0,0,1.97
"3060",16,60,3,1,1,2.18
"3061",16,61,3,0,1,2.3
"3062",16,62,3,0,1,1.53
"3063",16,63,3,1,1,1.85
"3064",16,64,3,1,1,0.86
"3065",16,65,3,0,1,2.07
"3066",16,66,3,0,1,1.64
"3067",16,67,3,0,0,1.85
"3068",16,68,3,0,0,1.42
"3069",16,69,3,1,1,1.52
"3070",16,70,3,0,1,1.74
"3071",16,71,3,1,1,2.07
"3072",16,72,3,1,1,1.08
"3073",16,73,3,1,0,1.41
"3074",16,74,3,0,1,1.64
"3075",16,75,3,0,0,1.64
"3076",16,76,3,0,1,1.63
"3077",16,77,3,1,1,1.19
"3078",16,78,3,0,1,3.92
"3079",16,79,3,0,1,1.31
"3080",16,80,3,1,1,1.52
"3081",16,81,3,1,0,1.19
"3082",16,82,3,1,1,1.19
"3083",16,83,3,1,0,2.17
"3084",16,84,3,0,1,1.86
"3085",16,85,3,1,0,2.5
"3086",16,86,3,1,0,3.49
"3087",16,87,3,1,1,0.97
"3088",16,88,3,0,1,2.19
"3089",16,89,3,0,0,1.42
"3090",16,90,3,1,1,1.85
"3091",16,91,3,1,1,0.75
"3092",16,92,3,0,1,1.95
"3093",16,93,3,1,1,0.86
"3094",16,94,3,0,0,2.51
"3095",16,95,3,1,0,1.52
"3096",16,96,3,1,1,1.52
"3097",16,97,3,0,0,5.9
"3098",16,98,3,0,0,1.3
"3099",16,99,3,1,0,0.97
"3100",16,100,3,1,1,1.08
"3101",16,1,2,0,1,1.63
"3102",16,2,2,0,1,1.74
"3103",16,3,2,0,1,1.42
"3104",16,4,2,0,1,1.52
"3105",16,5,2,0,0,1.97
"3106",16,6,2,0,1,3.71
"3107",16,7,2,0,1,1.63
"3108",16,8,2,0,1,1.85
"3109",16,9,2,0,1,2.84
"3110",16,10,2,0,1,1.64
"3111",16,11,2,0,1,1.73
"3112",16,12,2,0,1,3.06
"3113",16,13,2,0,0,2.18
"3114",16,14,2,0,0,2.28
"3115",16,15,2,0,1,1.63
"3116",16,16,2,0,0,3.38
"3117",16,17,2,0,0,1.75
"3118",16,18,2,0,1,1.75
"3119",16,19,2,0,1,1.53
"3120",16,20,2,0,1,1.97
"3121",16,21,2,0,0,1.31
"3122",16,22,2,0,1,2.84
"3123",16,23,2,0,1,1.97
"3124",16,24,2,0,1,1.75
"3125",16,25,2,0,1,1.53
"3126",16,26,2,0,1,2.73
"3127",16,27,2,0,0,1.52
"3128",16,28,2,0,1,1.53
"3129",16,29,2,0,1,1.97
"3130",16,30,2,0,0,2.84
"3131",16,31,2,0,1,2.95
"3132",16,32,2,0,1,1.2
"3133",16,33,2,0,1,1.86
"3134",16,34,2,0,1,1.09
"3135",16,35,2,0,1,1.41
"3136",16,36,2,0,1,1.2
"3137",16,37,2,0,1,1.85
"3138",16,38,2,0,0,1.09
"3139",16,39,2,0,0,1.63
"3140",16,40,2,0,1,1.63
"3141",16,41,2,0,0,1.2
"3142",16,42,2,0,1,0.98
"3143",16,43,2,0,1,2.4
"3144",16,44,2,0,1,1.95
"3145",16,45,2,0,1,1.53
"3146",16,46,2,0,0,1.2
"3147",16,47,2,0,1,1.64
"3148",16,48,2,0,1,1.75
"3149",16,49,2,0,1,1.97
"3150",16,50,2,0,1,0.98
"3151",16,51,2,1,1,1.85
"3152",16,52,2,1,1,1.08
"3153",16,53,2,1,0,0.97
"3154",16,54,2,1,1,0.86
"3155",16,55,2,1,1,1.41
"3156",16,56,2,1,1,1.63
"3157",16,57,2,1,1,2.29
"3158",16,58,2,1,1,1.08
"3159",16,59,2,1,1,1.19
"3160",16,60,2,1,1,1.08
"3161",16,61,2,1,0,1.42
"3162",16,62,2,1,0,0.97
"3163",16,63,2,1,1,1.3
"3164",16,64,2,1,0,1.19
"3165",16,65,2,1,1,3.16
"3166",16,66,2,1,1,0.75
"3167",16,67,2,1,1,0.75
"3168",16,68,2,1,1,1.41
"3169",16,69,2,1,0,2.29
"3170",16,70,2,1,1,0.75
"3171",16,71,2,1,0,1.41
"3172",16,72,2,1,0,1.08
"3173",16,73,2,1,0,2.07
"3174",16,74,2,1,1,0.86
"3175",16,75,2,1,1,1.85
"3176",16,76,2,1,1,1.85
"3177",16,77,2,1,1,2.29
"3178",16,78,2,1,1,1.52
"3179",16,79,2,1,0,1.86
"3180",16,80,2,1,0,1.19
"3181",16,81,2,1,1,1.52
"3182",16,82,2,1,0,0.97
"3183",16,83,2,1,1,1.41
"3184",16,84,2,1,1,1.09
"3185",16,85,2,1,0,0.86
"3186",16,86,2,1,0,1.08
"3187",16,87,2,1,1,1.08
"3188",16,88,2,1,0,0.53
"3189",16,89,2,1,1,1.08
"3190",16,90,2,1,1,0.86
"3191",16,91,2,1,0,0.97
"3192",16,92,2,1,0,0.86
"3193",16,93,2,1,0,1.08
"3194",16,94,2,1,1,0.75
"3195",16,95,2,1,1,1.63
"3196",16,96,2,1,1,0.75
"3197",16,97,2,1,1,1.3
"3198",16,98,2,1,1,0.75
"3199",16,99,2,1,1,1.08
"3200",16,100,2,1,1,1.74
"3201",17,1,1,1,1,3.93
"3202",17,2,1,1,1,1.09
"3203",17,3,1,1,1,0.75
"3204",17,4,1,1,0,1.52
"3205",17,5,1,1,1,1.95
"3206",17,6,1,1,1,1.52
"3207",17,7,1,1,0,1.19
"3208",17,8,1,1,1,1.63
"3209",17,9,1,1,0,1.85
"3210",17,10,1,1,1,1.42
"3211",17,11,1,1,1,2.07
"3212",17,12,1,1,0,1.08
"3213",17,13,1,1,1,0.97
"3214",17,14,1,1,1,1.19
"3215",17,15,1,1,1,1.08
"3216",17,16,1,1,1,1.52
"3217",17,17,1,1,1,1.08
"3218",17,18,1,1,0,0.97
"3219",17,19,1,1,1,1.19
"3220",17,20,1,1,1,1.3
"3221",17,21,1,1,1,1.74
"3222",17,22,1,1,1,1.63
"3223",17,23,1,1,1,1.41
"3224",17,24,1,1,1,1.85
"3225",17,25,1,1,1,0.88
"3226",17,26,1,1,0,1.3
"3227",17,27,1,1,1,0.97
"3228",17,28,1,1,1,1.2
"3229",17,29,1,1,1,1.08
"3230",17,30,1,1,1,1.74
"3231",17,31,1,1,1,1.08
"3232",17,32,1,1,1,0.86
"3233",17,33,1,1,1,0.97
"3234",17,34,1,1,0,1.3
"3235",17,35,1,1,1,1.3
"3236",17,36,1,1,0,1.41
"3237",17,37,1,1,1,1.08
"3238",17,38,1,1,1,1.41
"3239",17,39,1,1,0,1.3
"3240",17,40,1,1,1,0.97
"3241",17,41,1,1,1,0.97
"3242",17,42,1,1,0,1.41
"3243",17,43,1,1,0,1.08
"3244",17,44,1,1,1,0.86
"3245",17,45,1,1,1,0.86
"3246",17,46,1,1,1,1.86
"3247",17,47,1,1,1,1.96
"3248",17,48,1,1,1,1.08
"3249",17,49,1,1,1,1.19
"3250",17,50,1,1,1,1.3
"3251",17,51,1,0,0,1.3
"3252",17,52,1,0,0,1.41
"3253",17,53,1,0,1,0.1
"3254",17,54,1,0,1,1.31
"3255",17,55,1,0,1,0.98
"3256",17,56,1,0,1,1.19
"3257",17,57,1,0,0,1.19
"3258",17,58,1,0,1,0.98
"3259",17,59,1,0,1,1.41
"3260",17,60,1,0,0,1.09
"3261",17,61,1,0,0,2.18
"3262",17,62,1,0,0,1.52
"3263",17,63,1,0,1,1.63
"3264",17,64,1,0,1,1.85
"3265",17,65,1,0,1,1.31
"3266",17,66,1,0,0,1.2
"3267",17,67,1,0,0,1.19
"3268",17,68,1,0,1,1.96
"3269",17,69,1,0,1,1.96
"3270",17,70,1,0,1,1.31
"3271",17,71,1,0,1,1.2
"3272",17,72,1,0,1,1.09
"3273",17,73,1,0,1,1.19
"3274",17,74,1,0,1,2.51
"3275",17,75,1,0,0,1.63
"3276",17,76,1,0,1,1.75
"3277",17,77,1,0,0,1.3
"3278",17,78,1,0,1,1.19
"3279",17,79,1,0,1,1.3
"3280",17,80,1,0,0,1.63
"3281",17,81,1,0,1,1.19
"3282",17,82,1,0,0,0.97
"3283",17,83,1,0,1,2.17
"3284",17,84,1,0,1,2.51
"3285",17,85,1,0,1,1.63
"3286",17,86,1,0,0,1.3
"3287",17,87,1,0,0,1.52
"3288",17,88,1,0,0,0.98
"3289",17,89,1,0,0,0.97
"3290",17,90,1,0,0,1.09
"3291",17,91,1,0,0,0.98
"3292",17,92,1,0,1,1.96
"3293",17,93,1,0,1,1.09
"3294",17,94,1,0,0,2.51
"3295",17,95,1,0,1,1.2
"3296",17,96,1,0,1,0.98
"3297",17,97,1,0,0,1.2
"3298",17,98,1,0,1,1.41
"3299",17,99,1,0,0,0.97
"3300",17,100,1,0,0,1.2
"3301",17,1,3,0,1,1.86
"3302",17,2,3,1,1,1.19
"3303",17,3,3,0,1,1.74
"3304",17,4,3,0,1,2.62
"3305",17,5,3,0,0,2.18
"3306",17,6,3,0,1,1.41
"3307",17,7,3,0,1,3.17
"3308",17,8,3,1,1,1.3
"3309",17,9,3,1,1,0.97
"3310",17,10,3,0,1,1.75
"3311",17,11,3,0,1,1.85
"3312",17,12,3,1,1,1.41
"3313",17,13,3,1,1,0.97
"3314",17,14,3,1,1,0.97
"3315",17,15,3,1,1,1.08
"3316",17,16,3,0,1,1.96
"3317",17,17,3,0,1,1.3
"3318",17,18,3,1,1,1.19
"3319",17,19,3,1,0,1.19
"3320",17,20,3,1,1,1.85
"3321",17,21,3,0,0,1.74
"3322",17,22,3,1,1,1.3
"3323",17,23,3,0,1,1.09
"3324",17,24,3,0,0,2.4
"3325",17,25,3,0,0,1.85
"3326",17,26,3,0,1,1.3
"3327",17,27,3,1,1,1.52
"3328",17,28,3,0,0,1.31
"3329",17,29,3,0,1,1.63
"3330",17,30,3,1,1,1.52
"3331",17,31,3,0,0,1.19
"3332",17,32,3,1,1,1.3
"3333",17,33,3,1,1,1.08
"3334",17,34,3,0,1,1.41
"3335",17,35,3,1,1,0.86
"3336",17,36,3,0,1,1.52
"3337",17,37,3,0,0,1.3
"3338",17,38,3,0,0,1.31
"3339",17,39,3,0,0,2.07
"3340",17,40,3,1,0,2.61
"3341",17,41,3,1,1,0.75
"3342",17,42,3,1,0,1.3
"3343",17,43,3,0,1,2.18
"3344",17,44,3,1,1,1.3
"3345",17,45,3,1,1,0.86
"3346",17,46,3,0,1,1.42
"3347",17,47,3,0,1,1.08
"3348",17,48,3,0,1,0.97
"3349",17,49,3,0,1,1.2
"3350",17,50,3,1,1,0.97
"3351",17,51,3,0,1,1.2
"3352",17,52,3,0,1,1.41
"3353",17,53,3,0,1,1.09
"3354",17,54,3,1,1,1.74
"3355",17,55,3,0,0,1.41
"3356",17,56,3,1,0,1.52
"3357",17,57,3,1,1,1.08
"3358",17,58,3,0,1,1.64
"3359",17,59,3,1,1,1.52
"3360",17,60,3,1,1,1.08
"3361",17,61,3,1,0,1.63
"3362",17,62,3,1,1,1.3
"3363",17,63,3,1,1,1.08
"3364",17,64,3,0,0,1.31
"3365",17,65,3,0,0,0.98
"3366",17,66,3,1,1,0.97
"3367",17,67,3,1,0,1.63
"3368",17,68,3,0,0,1.64
"3369",17,69,3,0,0,1.08
"3370",17,70,3,0,1,1.19
"3371",17,71,3,1,0,1.08
"3372",17,72,3,0,1,2.51
"3373",17,73,3,1,0,1.3
"3374",17,74,3,0,1,1.53
"3375",17,75,3,1,1,1.19
"3376",17,76,3,1,1,1.19
"3377",17,77,3,1,0,1.19
"3378",17,78,3,1,1,1.08
"3379",17,79,3,0,0,1.42
"3380",17,80,3,0,1,0.32
"3381",17,81,3,0,1,1.74
"3382",17,82,3,1,1,1.41
"3383",17,83,3,0,0,1.31
"3384",17,84,3,0,0,1.19
"3385",17,85,3,1,0,1.08
"3386",17,86,3,1,1,1.19
"3387",17,87,3,0,1,1.2
"3388",17,88,3,1,0,1.08
"3389",17,89,3,0,1,0.87
"3390",17,90,3,1,0,1.19
"3391",17,91,3,0,1,1.19
"3392",17,92,3,1,0,1.19
"3393",17,93,3,1,1,0.97
"3394",17,94,3,0,0,2.07
"3395",17,95,3,1,0,1.08
"3396",17,96,3,1,1,1.41
"3397",17,97,3,1,0,1.41
"3398",17,98,3,0,0,1.74
"3399",17,99,3,1,1,1.85
"3400",17,100,3,1,0,1.3
"3401",18,1,2,0,1,2.29
"3402",18,2,2,0,1,3.17
"3403",18,3,2,0,1,1.19
"3404",18,4,2,0,0,2.73
"3405",18,5,2,0,1,1.52
"3406",18,6,2,0,1,1.84
"3407",18,7,2,0,1,2.4
"3408",18,8,2,0,1,2.18
"3409",18,9,2,0,0,2.84
"3410",18,10,2,0,1,1.42
"3411",18,11,2,0,1,3.27
"3412",18,12,2,0,1,1.85
"3413",18,13,2,0,1,1.97
"3414",18,14,2,0,1,0.98
"3415",18,15,2,0,1,2.39
"3416",18,16,2,0,1,1.85
"3417",18,17,2,0,1,1.75
"3418",18,18,2,0,0,1.64
"3419",18,19,2,0,0,1.75
"3420",18,20,2,0,1,2.07
"3421",18,21,2,0,0,2.18
"3422",18,22,2,0,1,2.4
"3423",18,23,2,0,0,1.64
"3424",18,24,2,0,0,1.64
"3425",18,25,2,0,1,1.31
"3426",18,26,2,0,1,2.5
"3427",18,27,2,0,1,1.42
"3428",18,28,2,0,1,1.96
"3429",18,29,2,0,0,2.07
"3430",18,30,2,0,1,2.29
"3431",18,31,2,0,1,1.75
"3432",18,32,2,0,1,1.53
"3433",18,33,2,0,0,2.64
"3434",18,34,2,0,1,2.84
"3435",18,35,2,0,1,2.52
"3436",18,36,2,0,1,2.08
"3437",18,37,2,0,1,1.96
"3438",18,38,2,0,1,1.52
"3439",18,39,2,0,0,3.71
"3440",18,40,2,0,1,2.07
"3441",18,41,2,0,0,2.73
"3442",18,42,2,0,1,1.74
"3443",18,43,2,0,0,3.06
"3444",18,44,2,0,0,1.63
"3445",18,45,2,0,1,1.64
"3446",18,46,2,0,1,1.64
"3447",18,47,2,0,1,1.3
"3448",18,48,2,0,1,2.29
"3449",18,49,2,0,1,3.06
"3450",18,50,2,0,0,1.63
"3451",18,51,2,1,0,3.49
"3452",18,52,2,1,1,2.52
"3453",18,53,2,1,1,1.85
"3454",18,54,2,1,1,1.3
"3455",18,55,2,1,1,1.41
"3456",18,56,2,1,1,1.74
"3457",18,57,2,1,1,1.52
"3458",18,58,2,1,1,1.85
"3459",18,59,2,1,1,1.19
"3460",18,60,2,1,1,1.3
"3461",18,61,2,1,0,1.63
"3462",18,62,2,1,0,1.52
"3463",18,63,2,1,0,2.19
"3464",18,64,2,1,1,1.19
"3465",18,65,2,1,0,2.28
"3466",18,66,2,1,0,1.63
"3467",18,67,2,1,1,3.05
"3468",18,68,2,1,1,1.52
"3469",18,69,2,1,1,1.52
"3470",18,70,2,1,1,1.3
"3471",18,71,2,1,1,1.41
"3472",18,72,2,1,1,1.63
"3473",18,73,2,1,1,2.72
"3474",18,74,2,1,1,1.85
"3475",18,75,2,1,1,1.85
"3476",18,76,2,1,1,1.42
"3477",18,77,2,1,0,1.63
"3478",18,78,2,1,1,1.85
"3479",18,79,2,1,1,1.3
"3480",18,80,2,1,1,1.41
"3481",18,81,2,1,0,2.72
"3482",18,82,2,1,0,2.72
"3483",18,83,2,1,1,2.07
"3484",18,84,2,1,1,1.74
"3485",18,85,2,1,0,1.85
"3486",18,86,2,1,1,1.96
"3487",18,87,2,1,1,1.74
"3488",18,88,2,1,1,1.31
"3489",18,89,2,1,1,2.72
"3490",18,90,2,1,1,1.19
"3491",18,91,2,1,0,1.96
"3492",18,92,2,1,0,1.63
"3493",18,93,2,1,0,1.74
"3494",18,94,2,1,1,2.72
"3495",18,95,2,1,1,2.18
"3496",18,96,2,1,0,1.52
"3497",18,97,2,1,1,2.07
"3498",18,98,2,1,0,1.3
"3499",18,99,2,1,1,1.19
"3500",18,100,2,1,1,1.19
"3501",18,1,3,0,1,2.51
"3502",18,2,3,1,1,1.3
"3503",18,3,3,0,1,2.73
"3504",18,4,3,1,0,1.19
"3505",18,5,3,1,0,0.1
"3506",18,6,3,1,0,2.94
"3507",18,7,3,0,1,2.39
"3508",18,8,3,1,1,1.3
"3509",18,9,3,1,0,2.63
"3510",18,10,3,1,1,2.52
"3511",18,11,3,1,0,1.41
"3512",18,12,3,1,0,1.19
"3513",18,13,3,1,0,1.52
"3514",18,14,3,1,0,1.85
"3515",18,15,3,0,1,2.62
"3516",18,16,3,1,0,1.41
"3517",18,17,3,0,1,1.97
"3518",18,18,3,1,1,1.08
"3519",18,19,3,0,0,2.61
"3520",18,20,3,1,1,1.19
"3521",18,21,3,0,1,1.74
"3522",18,22,3,0,0,2.29
"3523",18,23,3,0,1,2.5
"3524",18,24,3,1,1,1.41
"3525",18,25,3,0,1,1.53
"3526",18,26,3,1,1,1.41
"3527",18,27,3,0,0,2.06
"3528",18,28,3,1,1,1.08
"3529",18,29,3,0,0,4.37
"3530",18,30,3,1,1,1.85
"3531",18,31,3,1,0,1.08
"3532",18,32,3,0,1,1.41
"3533",18,33,3,0,0,2.73
"3534",18,34,3,0,1,3.17
"3535",18,35,3,0,1,1.86
"3536",18,36,3,1,1,1.96
"3537",18,37,3,0,1,1.85
"3538",18,38,3,1,1,1.41
"3539",18,39,3,1,1,1.96
"3540",18,40,3,1,1,1.19
"3541",18,41,3,1,1,2.07
"3542",18,42,3,1,1,1.19
"3543",18,43,3,0,1,2.4
"3544",18,44,3,0,1,3.16
"3545",18,45,3,0,1,1.96
"3546",18,46,3,0,0,3.17
"3547",18,47,3,0,1,1.85
"3548",18,48,3,1,1,1.3
"3549",18,49,3,1,1,1.19
"3550",18,50,3,0,1,1.53
"3551",18,51,3,1,1,1.85
"3552",18,52,3,1,1,1.74
"3553",18,53,3,0,1,2.29
"3554",18,54,3,1,0,1.19
"3555",18,55,3,1,1,1.08
"3556",18,56,3,0,1,2.29
"3557",18,57,3,1,1,1.3
"3558",18,58,3,0,1,3.05
"3559",18,59,3,1,0,1.3
"3560",18,60,3,0,1,1.63
"3561",18,61,3,0,0,1.96
"3562",18,62,3,0,1,1.31
"3563",18,63,3,1,0,1.52
"3564",18,64,3,1,1,1.52
"3565",18,65,3,1,1,1.3
"3566",18,66,3,1,1,1.41
"3567",18,67,3,0,0,2.63
"3568",18,68,3,1,0,1.96
"3569",18,69,3,0,1,3.27
"3570",18,70,3,1,1,1.53
"3571",18,71,3,0,0,2.5
"3572",18,72,3,0,1,2.62
"3573",18,73,3,0,0,2.18
"3574",18,74,3,1,1,1.74
"3575",18,75,3,1,0,1.74
"3576",18,76,3,1,0,1.52
"3577",18,77,3,0,1,2.51
"3578",18,78,3,1,1,1.41
"3579",18,79,3,1,0,1.74
"3580",18,80,3,0,0,1.96
"3581",18,81,3,1,1,1.42
"3582",18,82,3,0,1,2.29
"3583",18,83,3,0,1,2.5
"3584",18,84,3,0,1,1.63
"3585",18,85,3,1,0,1.19
"3586",18,86,3,1,1,2.07
"3587",18,87,3,1,1,1.52
"3588",18,88,3,0,0,2.41
"3589",18,89,3,0,1,2.06
"3590",18,90,3,0,1,1.96
"3591",18,91,3,0,1,3.49
"3592",18,92,3,0,1,3.71
"3593",18,93,3,0,1,2.07
"3594",18,94,3,1,1,1.19
"3595",18,95,3,0,1,2.72
"3596",18,96,3,1,0,1.63
"3597",18,97,3,0,1,2.18
"3598",18,98,3,0,0,2.18
"3599",18,99,3,0,1,2.51
"3600",18,100,3,0,1,1.96
"3601",19,1,3,0,1,3.49
"3602",19,2,3,1,1,3.06
"3603",19,3,3,0,1,2.07
"3604",19,4,3,0,1,2.5
"3605",19,5,3,1,1,2.72
"3606",19,6,3,1,1,3.7
"3607",19,7,3,0,1,3.71
"3608",19,8,3,1,0,2.19
"3609",19,9,3,0,1,10.5
"3610",19,10,3,0,1,2.84
"3611",19,11,3,1,0,1.85
"3612",19,12,3,1,1,1.63
"3613",19,13,3,0,1,2.06
"3614",19,14,3,1,1,2.28
"3615",19,15,3,0,1,3.06
"3616",19,16,3,1,1,1.74
"3617",19,17,3,0,1,2.72
"3618",19,18,3,0,1,2.51
"3619",19,19,3,0,1,1.85
"3620",19,20,3,1,1,2.61
"3621",19,21,3,1,1,1.95
"3622",19,22,3,1,1,1.3
"3623",19,23,3,1,0,2.28
"3624",19,24,3,0,1,2.73
"3625",19,25,3,0,1,2.51
"3626",19,26,3,1,1,1.41
"3627",19,27,3,0,1,3.49
"3628",19,28,3,0,1,2.62
"3629",19,29,3,1,1,1.3
"3630",19,30,3,1,1,1.41
"3631",19,31,3,0,1,2.62
"3632",19,32,3,1,0,1.53
"3633",19,33,3,1,0,1.52
"3634",19,34,3,0,1,3.38
"3635",19,35,3,1,0,1.86
"3636",19,36,3,0,1,2.5
"3637",19,37,3,0,1,4.81
"3638",19,38,3,0,1,1.85
"3639",19,39,3,0,1,2.29
"3640",19,40,3,0,1,1.86
"3641",19,41,3,1,1,1.41
"3642",19,42,3,0,0,4.37
"3643",19,43,3,1,1,1.41
"3644",19,44,3,0,0,1.74
"3645",19,45,3,1,1,1.19
"3646",19,46,3,1,0,1.2
"3647",19,47,3,0,1,2.72
"3648",19,48,3,1,1,0.86
"3649",19,49,3,1,1,2.39
"3650",19,50,3,1,1,1.19
"3651",19,51,3,0,1,2.18
"3652",19,52,3,1,1,1.63
"3653",19,53,3,0,1,2.51
"3654",19,54,3,0,1,1.96
"3655",19,55,3,0,1,2.29
"3656",19,56,3,0,1,3.38
"3657",19,57,3,0,1,1.96
"3658",19,58,3,0,1,3.82
"3659",19,59,3,0,1,3.05
"3660",19,60,3,1,0,1.41
"3661",19,61,3,1,0,1.3
"3662",19,62,3,0,1,2.83
"3663",19,63,3,1,1,1.19
"3664",19,64,3,0,0,3.38
"3665",19,65,3,1,1,0.86
"3666",19,66,3,0,1,2.08
"3667",19,67,3,1,0,1.63
"3668",19,68,3,1,1,1.52
"3669",19,69,3,0,0,2.07
"3670",19,70,3,1,1,1.41
"3671",19,71,3,1,0,1.63
"3672",19,72,3,0,1,1.74
"3673",19,73,3,1,0,1.63
"3674",19,74,3,0,1,2.29
"3675",19,75,3,0,1,2.84
"3676",19,76,3,1,0,1.19
"3677",19,77,3,1,1,1.63
"3678",19,78,3,0,1,2.29
"3679",19,79,3,0,1,2.73
"3680",19,80,3,0,1,1.74
"3681",19,81,3,1,0,0.97
"3682",19,82,3,1,0,1.63
"3683",19,83,3,0,1,2.62
"3684",19,84,3,1,1,1.19
"3685",19,85,3,0,1,3.6
"3686",19,86,3,1,1,1.52
"3687",19,87,3,1,1,1.19
"3688",19,88,3,1,0,1.52
"3689",19,89,3,0,1,2.51
"3690",19,90,3,0,0,2.84
"3691",19,91,3,1,0,1.41
"3692",19,92,3,0,0,2.51
"3693",19,93,3,0,1,2.83
"3694",19,94,3,1,1,1.41
"3695",19,95,3,1,1,1.86
"3696",19,96,3,1,0,0.97
"3697",19,97,3,1,0,1.41
"3698",19,98,3,0,1,2.61
"3699",19,99,3,1,1,1.3
"3700",19,100,3,1,0,1.42
"3701",19,1,1,1,1,2.73
"3702",19,2,1,1,1,1.52
"3703",19,3,1,1,1,1.52
"3704",19,4,1,1,0,1.3
"3705",19,5,1,1,0,1.52
"3706",19,6,1,1,0,1.86
"3707",19,7,1,1,1,1.74
"3708",19,8,1,1,1,2.06
"3709",19,9,1,1,1,1.41
"3710",19,10,1,1,1,1.52
"3711",19,11,1,1,1,1.85
"3712",19,12,1,1,0,2.19
"3713",19,13,1,1,0,3.93
"3714",19,14,1,1,1,3.71
"3715",19,15,1,1,1,1.96
"3716",19,16,1,1,1,1.41
"3717",19,17,1,1,1,1.41
"3718",19,18,1,1,1,1.74
"3719",19,19,1,1,1,1.74
"3720",19,20,1,1,1,1.96
"3721",19,21,1,1,0,2.07
"3722",19,22,1,1,0,3.82
"3723",19,23,1,1,1,1.85
"3724",19,24,1,1,1,1.42
"3725",19,25,1,1,1,2.39
"3726",19,26,1,1,1,1.75
"3727",19,27,1,1,1,1.74
"3728",19,28,1,1,0,1.85
"3729",19,29,1,1,1,2.83
"3730",19,30,1,1,1,2.28
"3731",19,31,1,1,0,2.07
"3732",19,32,1,1,1,1.96
"3733",19,33,1,1,0,2.06
"3734",19,34,1,1,0,1.75
"3735",19,35,1,1,1,1.52
"3736",19,36,1,1,0,2.5
"3737",19,37,1,1,1,1.74
"3738",19,38,1,1,1,1.41
"3739",19,39,1,1,0,2.29
"3740",19,40,1,1,0,2.07
"3741",19,41,1,1,0,1.96
"3742",19,42,1,1,0,1.41
"3743",19,43,1,1,1,1.42
"3744",19,44,1,1,1,2.18
"3745",19,45,1,1,1,1.74
"3746",19,46,1,1,1,1.53
"3747",19,47,1,1,1,3.72
"3748",19,48,1,1,0,1.3
"3749",19,49,1,1,1,1.42
"3750",19,50,1,1,0,1.96
"3751",19,51,1,0,1,2.94
"3752",19,52,1,0,1,2.18
"3753",19,53,1,0,1,2.94
"3754",19,54,1,0,1,2.18
"3755",19,55,1,0,1,2.29
"3756",19,56,1,0,1,2.51
"3757",19,57,1,0,0,4.8
"3758",19,58,1,0,1,3.6
"3759",19,59,1,0,1,1.63
"3760",19,60,1,0,1,1.96
"3761",19,61,1,0,0,2.95
"3762",19,62,1,0,1,2.41
"3763",19,63,1,0,1,1.96
"3764",19,64,1,0,1,1.96
"3765",19,65,1,0,0,2.18
"3766",19,66,1,0,1,1.96
"3767",19,67,1,0,1,2.08
"3768",19,68,1,0,0,2.72
"3769",19,69,1,0,1,5.13
"3770",19,70,1,0,0,2.51
"3771",19,71,1,0,0,2.95
"3772",19,72,1,0,0,1.64
"3773",19,73,1,0,1,1.96
"3774",19,74,1,0,1,2.07
"3775",19,75,1,0,1,3.05
"3776",19,76,1,0,1,2.39
"3777",19,77,1,0,1,2.62
"3778",19,78,1,0,0,3.49
"3779",19,79,1,0,1,2.07
"3780",19,80,1,0,1,2.07
"3781",19,81,1,0,1,1.85
"3782",19,82,1,0,0,2.73
"3783",19,83,1,0,1,2.19
"3784",19,84,1,0,1,4.15
"3785",19,85,1,0,1,2.95
"3786",19,86,1,0,1,1.74
"3787",19,87,1,0,1,4.03
"3788",19,88,1,0,1,1.96
"3789",19,89,1,0,0,1.75
"3790",19,90,1,0,0,2.51
"3791",19,91,1,0,1,2.51
"3792",19,92,1,0,1,1.74
"3793",19,93,1,0,0,2.51
"3794",19,94,1,0,0,6.78
"3795",19,95,1,0,1,1.52
"3796",19,96,1,0,1,3.71
"3797",19,97,1,0,1,1.52
"3798",19,98,1,0,1,2.18
"3799",19,99,1,0,1,1.63
"3800",19,100,1,0,0,3.17
"3801",20,1,3,1,1,2.73
"3802",20,2,3,1,0,1.75
"3803",20,3,3,0,1,2.08
"3804",20,4,3,1,1,2.51
"3805",20,5,3,0,0,3.38
"3806",20,6,3,1,1,2.52
"3807",20,7,3,0,1,1.31
"3808",20,8,3,0,1,1.42
"3809",20,9,3,1,1,2.18
"3810",20,10,3,0,1,1.75
"3811",20,11,3,0,1,1.42
"3812",20,12,3,0,1,1.75
"3813",20,13,3,0,1,3.71
"3814",20,14,3,0,1,3.05
"3815",20,15,3,0,1,1.75
"3816",20,16,3,1,1,2.72
"3817",20,17,3,0,1,2.51
"3818",20,18,3,1,1,1.63
"3819",20,19,3,1,0,2.94
"3820",20,20,3,1,0,1.52
"3821",20,21,3,1,1,2.5
"3822",20,22,3,0,0,1.97
"3823",20,23,3,0,1,1.63
"3824",20,24,3,1,1,3.27
"3825",20,25,3,0,1,1.41
"3826",20,26,3,0,1,0.98
"3827",20,27,3,1,1,2.72
"3828",20,28,3,0,0,2.39
"3829",20,29,3,1,1,3.16
"3830",20,30,3,0,0,1.74
"3831",20,31,3,1,0,5.46
"3832",20,32,3,1,1,2.29
"3833",20,33,3,1,1,1.52
