"","sub","condition","type","old","response","correct","time"
"6587",20522,"hehe","hetero",1,1,1,2422
"6588",20522,"hehe","hetero",2,2,1,2297
"6589",20522,"hehe","hetero",1,1,1,1187
"6590",20522,"hehe","hetero",2,2,1,1797
"6591",20522,"hehe","hetero",2,2,1,1547
"6592",20522,"hehe","hetero",2,2,1,1234
"6593",20522,"hehe","hetero",1,1,1,1172
"6594",20522,"hehe","hetero",1,1,1,938
"6595",20522,"hehe","hetero",2,2,1,812
"6596",20522,"hehe","hetero",1,1,1,1219
"6597",20522,"hehe","hetero",2,2,1,1390
"6598",20522,"hehe","hetero",2,2,1,828
"6599",20522,"hehe","hetero",2,2,1,1437
"6600",20522,"hehe","hetero",2,2,1,1469
"6601",20522,"hehe","hetero",2,2,1,1125
"6602",20522,"hehe","hetero",1,1,1,1390
"6603",20522,"hehe","hetero",2,2,1,906
"6604",20522,"hehe","hetero",2,2,1,906
"6605",20522,"hehe","hetero",1,2,0,1657
"6606",20522,"hehe","hetero",1,1,1,2532
"6607",20522,"hehe","hetero",2,2,1,1156
"6608",20522,"hehe","hetero",2,2,1,2313
"6609",20522,"hehe","hetero",1,2,0,1422
"6610",20522,"hehe","hetero",1,2,0,1437
"6611",20522,"hehe","hetero",1,2,0,1140
"6612",20522,"hehe","hetero",1,1,1,1219
"6613",20522,"hehe","hetero",1,1,1,1641
"6614",20522,"hehe","hetero",1,2,0,1453
"6615",20522,"hehe","hetero",2,2,1,1391
"6616",20522,"hehe","hetero",2,2,1,1016
"6617",20522,"hehe","hetero",2,2,1,1375
"6618",20522,"hehe","hetero",2,2,1,1422
"6619",20522,"hehe","hetero",2,2,1,1031
"6620",20522,"hehe","hetero",2,1,0,1328
"6621",20522,"hehe","hetero",1,1,1,1859
"6622",20522,"hehe","hetero",1,1,1,1828
"6623",20522,"hehe","hetero",2,1,0,1360
"6624",20522,"hehe","hetero",1,1,1,1532
"6625",20522,"hehe","hetero",2,2,1,1656
"6626",20522,"hehe","hetero",2,1,0,1344
"6627",20522,"hehe","hetero",2,2,1,1922
"6628",20522,"hehe","hetero",2,1,0,1406
"6629",20522,"hehe","hetero",1,1,1,1094
"6630",20522,"hehe","hetero",1,1,1,1266
"6631",20522,"hehe","hetero",2,2,1,1312
"6632",20522,"hehe","hetero",2,1,0,1594
"6633",20522,"hehe","hetero",1,1,1,891
"6634",20522,"hehe","hetero",2,2,1,1579
"6635",20522,"hehe","hetero",1,2,0,1203
"6636",20522,"hehe","hetero",1,1,1,1281
"6637",20522,"hehe","hetero",2,2,1,1172
"6638",20522,"hehe","hetero",2,2,1,1047
"6639",20522,"hehe","hetero",2,2,1,1687
"6640",20522,"hehe","hetero",1,2,0,1078
"6881",20703,"hoho","homo",2,2,1,3797
"6882",20703,"hoho","homo",2,2,1,4563
"6883",20703,"hoho","homo",1,1,1,4000
"6884",20703,"hoho","homo",1,1,1,3188
"6885",20703,"hoho","homo",2,2,1,3547
"6886",20703,"hoho","homo",1,1,1,3157
"6887",20703,"hoho","homo",1,1,1,6532
"6888",20703,"hoho","homo",2,2,1,2250
"6889",20703,"hoho","homo",1,2,0,2813
"6890",20703,"hoho","homo",1,1,1,2531
"6891",20703,"hoho","homo",1,1,1,3265
"6892",20703,"hoho","homo",1,1,1,2704
"6893",20703,"hoho","homo",1,2,0,4172
"6894",20703,"hoho","homo",1,1,1,3796
"6895",20703,"hoho","homo",1,1,1,3437
"6896",20703,"hoho","homo",1,1,1,3531
"6897",20703,"hoho","homo",2,1,0,5609
"6898",20703,"hoho","homo",2,2,1,1875
"6899",20703,"hoho","homo",2,1,0,1969
"6900",20703,"hoho","homo",1,1,1,2312
"6901",20703,"hoho","homo",1,2,0,2906
"6902",20703,"hoho","homo",2,2,1,2812
"6903",20703,"hoho","homo",2,2,1,4703
"6904",20703,"hoho","homo",2,1,0,3422
"6905",20703,"hoho","homo",2,2,1,2109
"6906",20703,"hoho","homo",1,1,1,2469
"6907",20703,"hoho","homo",2,1,0,2672
"6908",20703,"hoho","homo",2,2,1,2203
"6909",20703,"hoho","homo",1,1,1,2656
"6910",20703,"hoho","homo",2,2,1,6016
"6911",20703,"hoho","homo",2,2,1,1938
"6912",20703,"hoho","homo",2,2,1,4468
"6913",20703,"hoho","homo",2,2,1,2718
"6914",20703,"hoho","homo",1,1,1,1703
"6915",20703,"hoho","homo",2,1,0,5156
"6916",20703,"hoho","homo",1,1,1,1547
"6917",20703,"hoho","homo",2,2,1,1703
"6918",20703,"hoho","homo",1,1,1,6032
"6919",20703,"hoho","homo",2,2,1,2203
"6920",20703,"hoho","homo",1,2,0,1937
"6921",20703,"hoho","homo",1,1,1,1969
"6922",20703,"hoho","homo",2,2,1,2860
"6923",20703,"hoho","homo",2,2,1,1906
"6924",20703,"hoho","homo",2,2,1,1672
"6925",20703,"hoho","homo",2,1,0,3109
"6926",20703,"hoho","homo",2,2,1,2515
"6927",20703,"hoho","homo",1,2,0,4640
"6928",20703,"hoho","homo",2,1,0,2375
"6929",20703,"hoho","homo",2,1,0,3781
"6930",20703,"hoho","homo",1,2,0,1484
"6931",20703,"hoho","homo",2,2,1,5828
"6932",20703,"hoho","homo",2,2,1,1516
"6933",20703,"hoho","homo",2,1,0,2437
"6934",20703,"hoho","homo",1,2,0,1579
"6935",20703,"hoho","homo",1,1,1,2062
"6936",20703,"hoho","homo",1,1,1,1687
"6937",20703,"hoho","homo",2,2,1,1891
"6938",20703,"hoho","homo",1,2,0,3828
"6939",20703,"hoho","homo",2,2,1,5234
"6940",20703,"hoho","homo",2,1,0,1343
"6941",20703,"hoho","homo",2,2,1,1735
"6942",20703,"hoho","homo",1,2,0,2890
"6943",20703,"hoho","homo",2,1,0,1906
"6944",20703,"hoho","homo",2,2,1,2156
"6945",20703,"hoho","homo",1,1,1,1500
"6946",20703,"hoho","homo",2,1,0,2609
"6947",20703,"hoho","homo",2,1,0,1688
"6948",20703,"hoho","homo",1,2,0,2891
"6949",20703,"hoho","homo",2,2,1,2281
"6950",20703,"hoho","homo",2,1,0,2172
"6951",20703,"hoho","homo",2,2,1,3046
"6952",20703,"hoho","homo",2,1,0,1875
"6953",20703,"hoho","homo",1,1,1,1891
"6954",20703,"hoho","homo",1,2,0,3609
"6955",20703,"hoho","homo",1,1,1,1782
"6956",20703,"hoho","homo",2,2,1,2188
"6957",20703,"hoho","homo",1,1,1,2282
"6958",20703,"hoho","homo",2,2,1,1828
"6959",20703,"hoho","homo",1,1,1,3094
"6960",20703,"hoho","homo",2,2,1,3218
"7041",21273,"hoho","homo",2,1,0,1719
"7042",21273,"hoho","homo",1,1,1,1594
"7043",21273,"hoho","homo",2,2,1,1625
"7044",21273,"hoho","homo",1,1,1,1578
"7045",21273,"hoho","homo",1,2,0,1156
"7046",21273,"hoho","homo",2,1,0,2828
"7047",21273,"hoho","homo",1,1,1,985
"7048",21273,"hoho","homo",2,2,1,2343
"7049",21273,"hoho","homo",2,2,1,2282
"7050",21273,"hoho","homo",1,2,0,2641
"7051",21273,"hoho","homo",1,1,1,890
"7052",21273,"hoho","homo",2,2,1,1860
"7053",21273,"hoho","homo",2,2,1,1250
"7054",21273,"hoho","homo",1,1,1,1797
"7055",21273,"hoho","homo",2,2,1,1172
"7056",21273,"hoho","homo",2,2,1,2906
"7057",21273,"hoho","homo",1,1,1,1937
"7058",21273,"hoho","homo",2,1,0,2125
"7059",21273,"hoho","homo",2,1,0,3531
"7060",21273,"hoho","homo",2,1,0,1906
"7061",21273,"hoho","homo",1,1,1,1406
"7062",21273,"hoho","homo",2,1,0,2047
"7063",21273,"hoho","homo",2,1,0,3562
"7064",21273,"hoho","homo",1,1,1,1907
"7065",21273,"hoho","homo",2,1,0,1578
"7066",21273,"hoho","homo",1,1,1,1578
"7067",21273,"hoho","homo",2,2,1,1563
"7068",21273,"hoho","homo",2,2,1,2000
"7069",21273,"hoho","homo",1,1,1,1406
"7070",21273,"hoho","homo",2,1,0,3828
"7071",21273,"hoho","homo",1,1,1,4531
"7072",21273,"hoho","homo",2,2,1,1094
"7073",21273,"hoho","homo",1,1,1,3218
"7074",21273,"hoho","homo",2,2,1,1000
"7075",21273,"hoho","homo",1,1,1,1234
"7076",21273,"hoho","homo",1,1,1,1984
"7077",21273,"hoho","homo",2,2,1,1219
"7078",21273,"hoho","homo",1,1,1,2187
"7079",21273,"hoho","homo",2,2,1,938
"7080",21273,"hoho","homo",1,1,1,1610
"7081",21273,"hoho","homo",1,1,1,3890
"7082",21273,"hoho","homo",2,1,0,2609
"7083",21273,"hoho","homo",2,1,0,1125
"7084",21273,"hoho","homo",1,2,0,2094
"7085",21273,"hoho","homo",1,1,1,2141
"7086",21273,"hoho","homo",1,2,0,3234
"7087",21273,"hoho","homo",1,2,0,3063
"7088",21273,"hoho","homo",2,2,1,1829
"7089",21273,"hoho","homo",2,2,1,2078
"7090",21273,"hoho","homo",2,2,1,1187
"7091",21273,"hoho","homo",1,2,0,3031
"7092",21273,"hoho","homo",2,2,1,1547
"7093",21273,"hoho","homo",1,2,0,3188
"7094",21273,"hoho","homo",1,1,1,2172
"7095",21273,"hoho","homo",2,1,0,2297
"7096",21273,"hoho","homo",1,1,1,1625
"7097",21273,"hoho","homo",2,2,1,922
"7098",21273,"hoho","homo",2,1,0,937
"7099",21273,"hoho","homo",2,2,1,3360
"7100",21273,"hoho","homo",1,1,1,2750
"7101",21273,"hoho","homo",1,1,1,1172
"7102",21273,"hoho","homo",2,1,0,1032
"7103",21273,"hoho","homo",2,1,0,6625
"7104",21273,"hoho","homo",1,1,1,2750
"7105",21273,"hoho","homo",2,1,0,3781
"7106",21273,"hoho","homo",2,1,0,2297
"7107",21273,"hoho","homo",1,2,0,1782
"7108",21273,"hoho","homo",2,2,1,1094
"7109",21273,"hoho","homo",1,2,0,2328
"7110",21273,"hoho","homo",2,2,1,1094
"7111",21273,"hoho","homo",1,1,1,1781
"7112",21273,"hoho","homo",2,2,1,3234
"7113",21273,"hoho","homo",2,1,0,890
"7114",21273,"hoho","homo",1,1,1,4516
"7115",21273,"hoho","homo",2,2,1,859
"7116",21273,"hoho","homo",1,1,1,953
"7117",21273,"hoho","homo",2,2,1,2766
"7118",21273,"hoho","homo",2,2,1,6860
"7119",21273,"hoho","homo",2,2,1,2187
"7120",21273,"hoho","homo",2,2,1,2188
"7201",21448,"hehe","hetero",2,2,1,1938
"7202",21448,"hehe","hetero",1,1,1,1469
"7203",21448,"hehe","hetero",2,2,1,1359
"7204",21448,"hehe","hetero",2,2,1,875
"7205",21448,"hehe","hetero",1,1,1,2594
"7206",21448,"hehe","hetero",2,2,1,1093
"7207",21448,"hehe","hetero",2,2,1,1531
"7208",21448,"hehe","hetero",1,1,1,1172
"7209",21448,"hehe","hetero",1,1,1,1157
"7210",21448,"hehe","hetero",2,2,1,1188
"7211",21448,"hehe","hetero",2,2,1,1047
"7212",21448,"hehe","hetero",1,1,1,875
"7213",21448,"hehe","hetero",2,2,1,1782
"7214",21448,"hehe","hetero",1,1,1,969
"7215",21448,"hehe","hetero",2,2,1,3218
"7216",21448,"hehe","hetero",1,1,1,1141
"7217",21448,"hehe","hetero",1,1,1,1407
"7218",21448,"hehe","hetero",1,1,1,891
"7219",21448,"hehe","hetero",2,2,1,1016
"7220",21448,"hehe","hetero",2,2,1,968
"7221",21448,"hehe","hetero",1,1,1,953
"7222",21448,"hehe","hetero",2,2,1,1031
"7223",21448,"hehe","hetero",1,1,1,1218
"7224",21448,"hehe","hetero",2,2,1,1250
"7225",21448,"hehe","hetero",1,1,1,2031
"7226",21448,"hehe","hetero",1,1,1,937
"7227",21448,"hehe","hetero",2,2,1,1281
"7228",21448,"hehe","hetero",1,1,1,1250
"7229",21448,"hehe","hetero",2,2,1,1297
"7230",21448,"hehe","hetero",2,2,1,1578
"7231",21448,"hehe","hetero",2,2,1,1250
"7232",21448,"hehe","hetero",2,2,1,1484
"7233",21448,"hehe","hetero",1,1,1,1438
"7234",21448,"hehe","hetero",1,1,1,953
"7235",21448,"hehe","hetero",2,2,1,1125
"7236",21448,"hehe","hetero",2,2,1,1062
"7237",21448,"hehe","hetero",1,1,1,1547
"7238",21448,"hehe","hetero",1,1,1,1375
"7239",21448,"hehe","hetero",2,2,1,1156
"7240",21448,"hehe","hetero",2,2,1,812
"7241",21448,"hehe","hetero",2,2,1,1156
"7242",21448,"hehe","hetero",2,2,1,2250
"7243",21448,"hehe","hetero",2,2,1,860
"7244",21448,"hehe","hetero",2,2,1,953
"7245",21448,"hehe","hetero",1,2,0,3984
"7246",21448,"hehe","hetero",2,2,1,2625
"7247",21448,"hehe","hetero",1,1,1,890
"7248",21448,"hehe","hetero",1,1,1,1453
"7249",21448,"hehe","hetero",2,1,0,1484
"7250",21448,"hehe","hetero",2,1,0,1953
"7251",21448,"hehe","hetero",2,2,1,1219
"7252",21448,"hehe","hetero",1,1,1,1094
"7253",21448,"hehe","hetero",1,2,0,2141
"7254",21448,"hehe","hetero",1,1,1,1813
"7255",21448,"hehe","hetero",2,2,1,1125
"7256",21448,"hehe","hetero",2,2,1,1062
"7257",21448,"hehe","hetero",2,2,1,1375
"7258",21448,"hehe","hetero",1,1,1,1875
"7259",21448,"hehe","hetero",2,2,1,1625
"7260",21448,"hehe","hetero",2,2,1,2234
"7261",21448,"hehe","hetero",1,1,1,1204
"7262",21448,"hehe","hetero",1,1,1,1172
"7263",21448,"hehe","hetero",2,2,1,3250
"7264",21448,"hehe","hetero",1,1,1,1609
"7265",21448,"hehe","hetero",2,2,1,2015
"7266",21448,"hehe","hetero",2,2,1,859
"7267",21448,"hehe","hetero",1,1,1,1984
"7268",21448,"hehe","hetero",1,1,1,828
"7269",21448,"hehe","hetero",1,1,1,1218
"7270",21448,"hehe","hetero",1,2,0,3156
"7271",21448,"hehe","hetero",1,2,0,2719
"7272",21448,"hehe","hetero",1,1,1,1360
"7273",21448,"hehe","hetero",2,2,1,1313
"7274",21448,"hehe","hetero",1,1,1,1609
"7275",21448,"hehe","hetero",2,2,1,1219
"7276",21448,"hehe","hetero",2,2,1,1500
"7277",21448,"hehe","hetero",2,2,1,1297
"7278",21448,"hehe","hetero",1,1,1,1297
"7279",21448,"hehe","hetero",2,2,1,1515
"7280",21448,"hehe","hetero",2,2,1,2219
"7361",21501,"hehe","hetero",2,1,0,1610
"7362",21501,"hehe","hetero",1,1,1,985
"7363",21501,"hehe","hetero",1,1,1,1860
"7364",21501,"hehe","hetero",1,1,1,1000
"7365",21501,"hehe","hetero",1,1,1,969
"7366",21501,"hehe","hetero",1,1,1,1344
"7367",21501,"hehe","hetero",2,1,0,1844
"7368",21501,"hehe","hetero",2,1,0,1125
"7369",21501,"hehe","hetero",2,2,1,1422
"7370",21501,"hehe","hetero",1,1,1,1297
"7371",21501,"hehe","hetero",1,2,0,1610
"7372",21501,"hehe","hetero",1,2,0,1125
"7373",21501,"hehe","hetero",1,1,1,1094
"7374",21501,"hehe","hetero",2,2,1,1062
"7375",21501,"hehe","hetero",1,2,0,1609
"7376",21501,"hehe","hetero",1,1,1,1859
"7377",21501,"hehe","hetero",2,2,1,875
"7378",21501,"hehe","hetero",1,1,1,1063
"7379",21501,"hehe","hetero",2,2,1,1985
"7380",21501,"hehe","hetero",2,1,0,3625
"7381",21501,"hehe","hetero",1,1,1,1500
"7382",21501,"hehe","hetero",1,1,1,1828
"7383",21501,"hehe","hetero",2,2,1,1079
"7384",21501,"hehe","hetero",2,2,1,1360
"7385",21501,"hehe","hetero",1,1,1,828
"7386",21501,"hehe","hetero",2,2,1,1406
"7387",21501,"hehe","hetero",1,1,1,1797
"7388",21501,"hehe","hetero",1,1,1,1688
"7389",21501,"hehe","hetero",1,1,1,750
"7390",21501,"hehe","hetero",2,2,1,1140
"7391",21501,"hehe","hetero",1,1,1,719
"7392",21501,"hehe","hetero",2,1,0,3203
"7393",21501,"hehe","hetero",2,2,1,2297
"7394",21501,"hehe","hetero",2,2,1,1375
"7395",21501,"hehe","hetero",2,2,1,1344
"7396",21501,"hehe","hetero",1,1,1,1922
"7397",21501,"hehe","hetero",2,1,0,859
"7398",21501,"hehe","hetero",2,1,0,2578
"7399",21501,"hehe","hetero",2,2,1,813
"7400",21501,"hehe","hetero",2,2,1,1422
"7401",21501,"hehe","hetero",1,2,0,1281
"7402",21501,"hehe","hetero",1,1,1,1703
"7403",21501,"hehe","hetero",2,1,0,1672
"7404",21501,"hehe","hetero",2,2,1,1328
"7405",21501,"hehe","hetero",2,1,0,1594
"7406",21501,"hehe","hetero",2,1,0,2203
"7407",21501,"hehe","hetero",1,1,1,2438
"7408",21501,"hehe","hetero",2,2,1,1437
"7409",21501,"hehe","hetero",2,2,1,1218
"7410",21501,"hehe","hetero",1,1,1,891
"7411",21501,"hehe","hetero",1,1,1,1703
"7412",21501,"hehe","hetero",1,2,0,2328
"7413",21501,"hehe","hetero",2,2,1,1688
"7414",21501,"hehe","hetero",2,2,1,1906
"7415",21501,"hehe","hetero",2,1,0,2734
"7416",21501,"hehe","hetero",2,2,1,1531
"7417",21501,"hehe","hetero",2,2,1,2906
"7418",21501,"hehe","hetero",2,2,1,1859
"7419",21501,"hehe","hetero",2,2,1,1406
"7420",21501,"hehe","hetero",2,2,1,1328
"7421",21501,"hehe","hetero",1,2,0,1813
"7422",21501,"hehe","hetero",1,2,0,2969
"7423",21501,"hehe","hetero",1,2,0,1594
"7424",21501,"hehe","hetero",1,2,0,2125
"7425",21501,"hehe","hetero",1,1,1,1140
"7426",21501,"hehe","hetero",1,1,1,1000
"7427",21501,"hehe","hetero",1,1,1,2297
"7428",21501,"hehe","hetero",2,2,1,1406
"7429",21501,"hehe","hetero",1,1,1,1281
"7430",21501,"hehe","hetero",1,1,1,2093
"7431",21501,"hehe","hetero",2,1,0,1125
"7432",21501,"hehe","hetero",1,1,1,1047
"7433",21501,"hehe","hetero",1,1,1,1390
"7434",21501,"hehe","hetero",2,2,1,2438
"7435",21501,"hehe","hetero",1,1,1,1203
"7436",21501,"hehe","hetero",1,2,0,1281
"7437",21501,"hehe","hetero",1,1,1,1094
"7438",21501,"hehe","hetero",1,2,0,1578
"7439",21501,"hehe","hetero",1,2,0,1421
"7440",21501,"hehe","hetero",1,1,1,1141
"7521",21569,"hoho","homo",2,1,0,2391
"7522",21569,"hoho","homo",1,1,1,1750
"7523",21569,"hoho","homo",2,2,1,1781
"7524",21569,"hoho","homo",1,2,0,1828
"7525",21569,"hoho","homo",1,1,1,1562
"7526",21569,"hoho","homo",1,1,1,1907
"7527",21569,"hoho","homo",1,2,0,3641
"7528",21569,"hoho","homo",1,1,1,1438
"7529",21569,"hoho","homo",2,1,0,1343
"7530",21569,"hoho","homo",1,1,1,2234
"7531",21569,"hoho","homo",1,2,0,1344
"7532",21569,"hoho","homo",1,1,1,1265
"7533",21569,"hoho","homo",2,2,1,1781
"7534",21569,"hoho","homo",1,1,1,1656
"7535",21569,"hoho","homo",1,2,0,2156
"7536",21569,"hoho","homo",1,2,0,1515
"7537",21569,"hoho","homo",1,1,1,1031
"7538",21569,"hoho","homo",1,1,1,1203
"7539",21569,"hoho","homo",2,2,1,1968
"7540",21569,"hoho","homo",2,1,0,1235
"7541",21569,"hoho","homo",1,1,1,1984
"7542",21569,"hoho","homo",1,2,0,1672
"7543",21569,"hoho","homo",1,2,0,1515
"7544",21569,"hoho","homo",2,2,1,1407
"7545",21569,"hoho","homo",1,1,1,1812
"7546",21569,"hoho","homo",1,1,1,2140
"7547",21569,"hoho","homo",2,1,0,1250
"7548",21569,"hoho","homo",1,2,0,1610
"7549",21569,"hoho","homo",2,2,1,1734
"7550",21569,"hoho","homo",2,2,1,1438
"7551",21569,"hoho","homo",2,1,0,1188
"7552",21569,"hoho","homo",2,1,0,2125
"7553",21569,"hoho","homo",1,1,1,1375
"7554",21569,"hoho","homo",1,1,1,1984
"7555",21569,"hoho","homo",1,1,1,1578
"7556",21569,"hoho","homo",1,2,0,2328
"7557",21569,"hoho","homo",2,1,0,2171
"7558",21569,"hoho","homo",2,2,1,1063
"7559",21569,"hoho","homo",1,2,0,1422
"7560",21569,"hoho","homo",2,1,0,1360
"7561",21569,"hoho","homo",1,1,1,1359
"7562",21569,"hoho","homo",2,2,1,2282
"7563",21569,"hoho","homo",2,2,1,1844
"7564",21569,"hoho","homo",2,2,1,1703
"7565",21569,"hoho","homo",2,2,1,1547
"7566",21569,"hoho","homo",1,2,0,2110
"7567",21569,"hoho","homo",1,1,1,1250
"7568",21569,"hoho","homo",1,2,0,1547
"7569",21569,"hoho","homo",1,2,0,1172
"7570",21569,"hoho","homo",2,1,0,1312
"7571",21569,"hoho","homo",2,1,0,1313
"7572",21569,"hoho","homo",2,1,0,1797
"7573",21569,"hoho","homo",1,2,0,1875
"7574",21569,"hoho","homo",2,2,1,1187
"7575",21569,"hoho","homo",2,2,1,1609
"7576",21569,"hoho","homo",2,1,0,1203
"7577",21569,"hoho","homo",1,2,0,1516
"7578",21569,"hoho","homo",1,2,0,2922
"7579",21569,"hoho","homo",2,2,1,2000
"7580",21569,"hoho","homo",1,2,0,1532
"7581",21569,"hoho","homo",1,1,1,1953
"7582",21569,"hoho","homo",2,2,1,2063
"7583",21569,"hoho","homo",2,2,1,1172
"7584",21569,"hoho","homo",1,2,0,1687
"7585",21569,"hoho","homo",2,1,0,1454
"7586",21569,"hoho","homo",1,2,0,1390
"7587",21569,"hoho","homo",1,1,1,2000
"7588",21569,"hoho","homo",1,1,1,1297
"7589",21569,"hoho","homo",1,1,1,1579
"7590",21569,"hoho","homo",2,2,1,1937
"7591",21569,"hoho","homo",2,2,1,1110
"7592",21569,"hoho","homo",2,2,1,2110
"7593",21569,"hoho","homo",2,1,0,1359
"7594",21569,"hoho","homo",1,2,0,1359
"7595",21569,"hoho","homo",2,2,1,1328
"7596",21569,"hoho","homo",2,2,1,1422
"7597",21569,"hoho","homo",1,1,1,1125
"7598",21569,"hoho","homo",2,2,1,1297
"7599",21569,"hoho","homo",2,1,0,1203
"7600",21569,"hoho","homo",2,2,1,2235
"8001",22197,"hoho","homo",1,1,1,1391
"8002",22197,"hoho","homo",2,2,1,1657
"8003",22197,"hoho","homo",1,1,1,1985
"8004",22197,"hoho","homo",1,1,1,750
"8005",22197,"hoho","homo",2,2,1,2328
"8006",22197,"hoho","homo",2,2,1,2890
"8007",22197,"hoho","homo",1,2,0,1547
"8008",22197,"hoho","homo",2,2,1,2562
"8009",22197,"hoho","homo",2,2,1,1562
"8010",22197,"hoho","homo",2,2,1,2016
"8011",22197,"hoho","homo",2,2,1,1703
"8012",22197,"hoho","homo",1,2,0,1906
"8013",22197,"hoho","homo",2,1,0,3797
"8014",22197,"hoho","homo",1,1,1,782
"8015",22197,"hoho","homo",2,2,1,859
"8016",22197,"hoho","homo",2,2,1,1610
"8017",22197,"hoho","homo",1,2,0,2922
"8018",22197,"hoho","homo",2,2,1,875
"8019",22197,"hoho","homo",2,2,1,1344
"8020",22197,"hoho","homo",1,1,1,1016
"8021",22197,"hoho","homo",1,2,0,1531
"8022",22197,"hoho","homo",1,2,0,625
"8023",22197,"hoho","homo",1,2,0,1079
"8024",22197,"hoho","homo",2,1,0,3563
"8025",22197,"hoho","homo",1,1,1,1484
"8026",22197,"hoho","homo",1,1,1,718
"8027",22197,"hoho","homo",1,2,0,1500
"8028",22197,"hoho","homo",2,1,0,703
"8029",22197,"hoho","homo",1,1,1,1156
"8030",22197,"hoho","homo",1,2,0,1594
"8031",22197,"hoho","homo",1,2,0,1578
"8032",22197,"hoho","homo",1,1,1,1390
"8033",22197,"hoho","homo",2,1,0,1891
"8034",22197,"hoho","homo",1,1,1,3984
"8035",22197,"hoho","homo",2,2,1,1375
"8036",22197,"hoho","homo",2,2,1,1328
"8037",22197,"hoho","homo",2,2,1,1906
"8038",22197,"hoho","homo",2,2,1,984
"8039",22197,"hoho","homo",1,1,1,922
"8040",22197,"hoho","homo",2,2,1,1016
"8041",22197,"hoho","homo",1,1,1,1187
"8042",22197,"hoho","homo",1,1,1,1562
"8043",22197,"hoho","homo",2,2,1,3062
"8044",22197,"hoho","homo",1,1,1,1765
"8045",22197,"hoho","homo",2,2,1,1562
"8046",22197,"hoho","homo",1,2,0,1250
"8047",22197,"hoho","homo",1,1,1,875
"8048",22197,"hoho","homo",2,1,0,1359
"8049",22197,"hoho","homo",1,1,1,1453
"8050",22197,"hoho","homo",2,1,0,1391
"8051",22197,"hoho","homo",1,1,1,1203
"8052",22197,"hoho","homo",1,1,1,2203
"8053",22197,"hoho","homo",1,1,1,781
"8054",22197,"hoho","homo",1,1,1,875
"8055",22197,"hoho","homo",2,2,1,8750
"8056",22197,"hoho","homo",1,1,1,1031
"8057",22197,"hoho","homo",1,2,0,1281
"8058",22197,"hoho","homo",2,1,0,1093
"8059",22197,"hoho","homo",1,1,1,1641
"8060",22197,"hoho","homo",2,2,1,1781
"8061",22197,"hoho","homo",1,2,0,1531
"8062",22197,"hoho","homo",1,2,0,1110
"8063",22197,"hoho","homo",2,2,1,3656
"8064",22197,"hoho","homo",1,2,0,843
"8065",22197,"hoho","homo",2,2,1,1563
"8066",22197,"hoho","homo",2,1,0,1718
"8067",22197,"hoho","homo",2,1,0,1485
"8068",22197,"hoho","homo",1,1,1,1828
"8069",22197,"hoho","homo",1,1,1,1344
"8070",22197,"hoho","homo",2,2,1,1437
"8071",22197,"hoho","homo",2,2,1,1609
"8072",22197,"hoho","homo",1,2,0,1219
"8073",22197,"hoho","homo",1,1,1,1437
"8074",22197,"hoho","homo",2,2,1,1953
"8075",22197,"hoho","homo",1,1,1,1843
"8076",22197,"hoho","homo",2,2,1,2016
"8077",22197,"hoho","homo",1,1,1,1906
"8078",22197,"hoho","homo",1,2,0,2531
"8079",22197,"hoho","homo",1,2,0,1703
"8080",22197,"hoho","homo",1,1,1,3656
"8641",23440,"hehe","hetero",1,1,1,1734
"8642",23440,"hehe","hetero",2,2,1,1297
"8643",23440,"hehe","hetero",2,2,1,1579
"8644",23440,"hehe","hetero",1,1,1,1485
"8645",23440,"hehe","hetero",2,2,1,2172
"8646",23440,"hehe","hetero",2,2,1,1610
"8647",23440,"hehe","hetero",1,1,1,2250
"8648",23440,"hehe","hetero",1,2,0,1843
"8649",23440,"hehe","hetero",1,1,1,1750
"8650",23440,"hehe","hetero",2,2,1,1140
"8651",23440,"hehe","hetero",1,1,1,1390
"8652",23440,"hehe","hetero",1,1,1,1500
"8653",23440,"hehe","hetero",1,2,0,2719
"8654",23440,"hehe","hetero",2,1,0,2609
"8655",23440,"hehe","hetero",2,2,1,2000
"8656",23440,"hehe","hetero",2,2,1,1313
"8657",23440,"hehe","hetero",2,2,1,1890
"8658",23440,"hehe","hetero",2,1,0,2172
"8659",23440,"hehe","hetero",2,2,1,2391
"8660",23440,"hehe","hetero",1,1,1,1015
"8661",23440,"hehe","hetero",1,1,1,2250
"8662",23440,"hehe","hetero",1,1,1,3282
"8663",23440,"hehe","hetero",2,2,1,938
"8664",23440,"hehe","hetero",1,1,1,1625
"8665",23440,"hehe","hetero",1,2,0,2281
"8666",23440,"hehe","hetero",1,1,1,1578
"8667",23440,"hehe","hetero",2,2,1,1406
"8668",23440,"hehe","hetero",1,1,1,2078
"8669",23440,"hehe","hetero",2,1,0,2485
"8670",23440,"hehe","hetero",1,1,1,2500
"8671",23440,"hehe","hetero",2,2,1,1469
"8672",23440,"hehe","hetero",2,2,1,1063
"8673",23440,"hehe","hetero",1,1,1,1110
"8674",23440,"hehe","hetero",2,2,1,1204
"8675",23440,"hehe","hetero",1,1,1,1750
"8676",23440,"hehe","hetero",2,2,1,1782
"8677",23440,"hehe","hetero",1,1,1,766
"8678",23440,"hehe","hetero",2,2,1,2485
"8679",23440,"hehe","hetero",1,2,0,4391
"8680",23440,"hehe","hetero",1,1,1,2969
