SubID;setno;condition;testorder;word;respond;wordtype;answertype;correct;RT;datatype;dataoldnew
207;1;LF;21;PATEN;d;old;old;1;0.759;lab;eski
207;1;LF;22;HORULTU;k;new;new;1;0.767;lab;eski
207;1;LF;23;DÄ°ZGÄ°N;d;old;old;1;0.647;lab;eski
207;1;LF;24;MIZRAP;k;old;new;0;1.295;lab;eski
207;1;LF;25;GÄ°RÄ°FT;d;old;old;1;0.638;lab;eski
207;1;LF;26;AZÄ°M;d;old;old;1;0.551;lab;eski
207;1;LF;27;Ã‡EHRE;d;new;old;0;0.488;lab;eski
207;1;LF;28;NEZLE;d;old;old;1;0.726;lab;eski
207;1;LF;29;MAÄARA;k;old;new;0;0.75;lab;eski
207;1;LF;30;ÅALTER;k;new;new;1;1.039;lab;eski
207;1;LF;31;URGAN;d;new;old;0;0.695;lab;eski
207;1;LF;32;KELEBEK;d;old;old;1;0.703;lab;eski
207;1;LF;33;AJAN;k;new;new;1;0.711;lab;eski
207;1;LF;34;YOGA;d;new;old;0;0.655;lab;eski
207;1;LF;35;Ã‡Ã–MLEK;d;old;old;1;0.592;lab;eski
207;1;LF;36;KEPENK;d;new;old;0;0.566;lab;eski
207;1;LF;37;Ã–ÄLEN;k;new;new;1;0.783;lab;eski
207;1;LF;38;AVARE;d;old;old;1;0.551;lab;eski
207;1;LF;39;KAPÃœÅON;k;new;new;1;1.207;lab;eski
207;1;LF;40;HAYTA;d;old;old;1;0.687;lab;eski
207;1;LF;41;DUYGULU;k;new;new;1;1.783;lab;eski
207;1;LF;42;FÃœZE;d;old;old;1;0.703;lab;eski
207;1;LF;43;KOÃ‡;k;new;new;1;0.847;lab;eski
207;1;LF;44;ÅAHANE;d;old;old;1;1.543;lab;eski
207;1;LF;45;GADDAR;d;new;old;0;2.472;lab;eski
207;1;LF;46;TABURE;d;new;old;0;0.559;lab;eski
207;1;LF;47;RÃ–FLE;d;old;old;1;0.695;lab;eski
207;1;LF;48;GICIRTI;d;old;old;1;0.623;lab;eski
207;1;LF;49;SÄ°CÄ°L;d;old;old;1;0.623;lab;eski
207;1;LF;50;KAMBUR;d;new;old;0;1.103;lab;eski
207;1;LF;51;KÃœLOT;d;old;old;1;0.639;lab;eski
207;1;LF;52;ANARÅÄ°ST;d;old;old;1;0.583;lab;eski
207;1;LF;53;LÄ°RÄ°K;d;old;old;1;0.727;lab;eski
207;1;LF;54;ÃœLSER;k;old;new;0;1.238;lab;eski
207;1;LF;55;TABU;k;new;new;1;0.839;lab;eski
207;1;LF;56;BOZA;k;new;new;1;0.599;lab;eski
207;1;LF;57;MÃœFTÃœLÃœK;k;new;new;1;Jan 19;lab;eski
207;1;LF;58;BÄ°LÄ°MCÄ°;k;new;new;1;0.694;lab;eski
207;1;LF;59;UÃ‡UÅ;k;new;new;1;0.75;lab;eski
207;1;LF;60;ISLIK;d;old;old;1;2.119;lab;eski
207;1;LF;61;PUNTO;d;old;old;1;0.831;lab;eski
207;1;LF;62;PIHTI;d;new;old;0;0.822;lab;eski
207;1;LF;63;ELEM;d;old;old;1;0.879;lab;eski
207;1;LF;64;YALI;d;old;old;1;1.239;lab;eski
207;1;LF;65;TERAZÄ°;k;old;new;0;0.751;lab;eski
207;1;LF;66;SARP;k;new;new;1;0.663;lab;eski
207;1;LF;67;HAÅARI;k;old;new;0;0.775;lab;eski
207;1;LF;68;BARINAK;k;old;new;0;1.711;lab;eski
207;1;LF;69;KUZGUN;d;old;old;1;0.791;lab;eski
207;1;LF;70;ESÄ°NTÄ°;d;new;old;0;0.911;lab;eski
207;1;LF;71;YAÄCILIK;k;new;new;1;0.951;lab;eski
207;1;LF;72;SONDAJ;d;new;old;0;0.735;lab;eski
207;1;LF;73;Ã–TÃœCÃœ;d;old;old;1;0.583;lab;eski
207;1;LF;74;ÃœÅENGEÃ‡;d;new;old;0;0.646;lab;eski
207;1;LF;75;SÃœRESÄ°Z;d;old;old;1;0.911;lab;eski
207;1;LF;76;BENCÄ°L;k;old;new;0;1.359;lab;eski
207;1;LF;77;ANTEN;d;old;old;1;0.847;lab;eski
207;1;LF;78;SOLO;d;old;old;1;0.616;lab;eski
207;1;LF;79;HOÅNUT;d;new;old;0;0.567;lab;eski
207;1;LF;80;EBLEH;k;old;new;0;0.911;lab;eski
207;1;LF;81;ÃœTOPYA;d;old;old;1;0.656;lab;eski
207;1;LF;82;Ä°ÄDE;k;new;new;1;2.071;lab;eski
207;1;LF;83;YATSI;k;new;new;1;0.759;lab;eski
207;1;LF;84;NOKSAN;k;old;new;0;0.704;lab;eski
207;1;LF;85;TERSLÄ°K;k;new;new;1;0.975;lab;eski
207;1;LF;86;KUYUMCU;k;old;new;0;0.823;lab;eski
207;1;LF;87;ï»¿PATÄ°K;k;old;new;0;0.783;lab;eski
207;1;LF;88;BAÄNAZ;d;new;old;0;0.783;lab;eski
207;1;LF;89;ÅEBEK;k;old;new;0;1.007;lab;eski
207;1;LF;90;YANSIZ;k;new;new;1;0.831;lab;eski
207;1;LF;91;BÃœYÃœ;k;new;new;1;0.718;lab;eski
207;1;LF;92;CILK;k;new;new;1;0.648;lab;eski
207;1;LF;93;ÅEFFAF;k;new;new;1;0.807;lab;eski
207;1;LF;94;NÄ°ÅANCI;k;new;new;1;0.943;lab;eski
207;1;LF;95;HIRÃ‡INLIK;k;new;new;1;1.079;lab;eski
207;1;LF;96;BUNALTI;k;new;new;1;0.759;lab;eski
207;1;LF;97;OLAYLI;k;new;new;1;0.703;lab;eski
207;1;LF;98;ENERJÄ°K;k;old;new;0;0.887;lab;eski
207;1;LF;99;SARSICI;k;old;new;0;1.919;lab;eski
207;1;LF;100;PENSE;d;old;old;1;0.679;lab;eski
207;1;LF;101;YAMA;d;new;old;0;0.687;lab;eski
207;1;LF;102;ALINTI;d;new;old;0;0.983;lab;eski
207;1;LF;103;SÃ–RF;d;new;old;0;0.71;lab;eski
207;1;LF;104;BERBER;d;old;old;1;0.735;lab;eski
207;1;LF;105;ZILGIT;k;new;new;1;0.639;lab;eski
207;1;LF;106;TORTUL;k;new;new;1;0.575;lab;eski
207;1;LF;107;SÃœNGÃœ;k;old;new;0;0.855;lab;eski
207;1;LF;108;YONCA;k;old;new;0;0.774;lab;eski
207;1;LF;109;PÄ°DE;k;new;new;1;0.911;lab;eski
207;1;LF;110;MUSON;k;new;new;1;0.599;lab;eski
207;1;LF;111;TEKE;k;new;new;1;0.711;lab;eski
207;1;LF;112;GRAVÃœR;d;old;old;1;0.927;lab;eski
207;1;LF;113;TAKOZ;k;old;new;0;1.031;lab;eski
207;1;LF;114;LEHÃ‡E;d;old;old;1;0.871;lab;eski
207;1;LF;115;KÄ°MYON;k;new;new;1;0.703;lab;eski
207;1;LF;116;POMAT;k;new;new;1;0.599;lab;eski
207;1;LF;117;KÃœLHAN;k;old;new;0;0.583;lab;eski
207;1;LF;118;FAZLALIK;k;new;new;1;0.679;lab;eski
207;1;LF;119;ÅAMATA;k;new;new;1;0.519;lab;eski
207;1;LF;120;MIZRAK;d;new;old;0;1.262;lab;eski
207;1;LF;121;PEÅÄ°NATSIZ;k;new;new;1;0.623;lab;eski
207;1;LF;122;SAZLIK;k;old;new;0;0.487;lab;eski
207;1;LF;123;CANSIZ;k;old;new;0;2.415;lab;eski
207;1;LF;124;PASLI;k;old;new;0;0.582;lab;eski
207;1;LF;125;SOYTARI;d;old;old;1;0.783;lab;eski
207;1;LF;126;SULAK;k;new;new;1;0.902;lab;eski
207;1;LF;127;RADYUM;k;new;new;1;0.551;lab;eski
207;1;LF;128;PUSU;d;old;old;1;0.903;lab;eski
207;1;LF;129;KAHPE;k;new;new;1;0.927;lab;eski
207;1;LF;130;SEMER;k;old;new;0;0.519;lab;eski
207;1;LF;131;CENÄ°N;k;old;new;0;0.583;lab;eski
207;1;LF;132;PÄ°RE;k;new;new;1;0.822;lab;eski
207;1;LF;133;Ã‡Ä°Ã‡EKÃ‡Ä°;d;old;old;1;2.095;lab;eski
207;1;LF;134;SIÄLIK;k;new;new;1;0.655;lab;eski
207;1;LF;135;KARGO;k;new;new;1;0.799;lab;eski
207;1;LF;136;SADÄ°ST;k;old;new;0;0.583;lab;eski
207;1;LF;137;MAYIN;k;old;new;0;0.712;lab;eski
207;1;LF;138;BRÃœT;d;old;old;1;0.79;lab;eski
207;1;LF;139;KAFÄ°YE;d;old;old;1;0.663;lab;eski
207;1;LF;140;PAPATYA;d;old;old;1;0.686;lab;eski
207;1;LF;141;SANDIK;d;old;old;1;1.663;lab;eski
207;1;LF;142;Ã–NCÃœLÃœK;k;new;new;1;0.654;lab;eski
207;1;LF;143;ONURSUZ;k;old;new;0;0.75;lab;eski
207;1;LF;144;Ä°HMAL;k;new;new;1;0.75;lab;eski
207;1;LF;145;SEVAP;k;old;new;0;0.575;lab;eski
207;1;LF;146;FÃ‚NÄ°;k;new;new;1;0.791;lab;eski
207;1;LF;147;ÃœMÄ°TLÄ°;k;new;new;1;0.639;lab;eski
207;1;LF;148;MAYTAP;k;new;new;1;Jan 28;lab;eski
207;1;LF;149;PARKE;k;new;new;1;0.679;lab;eski
207;1;LF;150;OYNAÅ;k;new;new;1;0.631;lab;eski
207;2;HF;1;VARLIK;k;old;new;0;2.278;lab;eski
207;2;HF;2;MARKA;k;old;new;0;1.022;lab;eski
207;2;HF;3;AÄ°LE;k;new;new;1;0.703;lab;eski
207;2;HF;4;TOZ;d;old;old;1;1.703;lab;eski
207;2;HF;5;HABER;d;new;old;0;0.135;lab;eski
207;2;HF;6;UÃ‡AK;k;new;new;1;1.367;lab;eski
207;2;HF;7;KAPAK;k;new;new;1;1.767;lab;eski
207;2;HF;8;DÃœKKÃ‚N;k;old;new;0;0.655;lab;eski
207;2;HF;9;Ã–RNEK;k;new;new;1;0.895;lab;eski
207;2;HF;10;ALET;d;old;old;1;0.655;lab;eski
207;2;HF;11;UYUM;k;old;new;0;0.911;lab;eski
207;2;HF;12;ASKER;k;old;new;0;0.575;lab;eski
207;2;HF;13;MUTLULUK;k;old;new;0;1.647;lab;eski
207;2;HF;14;ENGEL;k;new;new;1;0.743;lab;eski
207;2;HF;15;SEVGÄ°LÄ°;k;new;new;1;0.686;lab;eski
207;2;HF;16;KURAL;k;old;new;0;0.887;lab;eski
207;2;HF;17;ETKEN;d;new;old;0;0.911;lab;eski
207;2;HF;18;DÄ°N;k;new;new;1;1.319;lab;eski
207;2;HF;19;ARKADAÅ;d;old;old;1;0.606;lab;eski
207;2;HF;20;DELÄ°K;d;old;old;1;0.743;lab;eski
207;2;HF;21;TÃœKETÄ°M;d;old;old;1;0.615;lab;eski
207;2;HF;22;ET;k;new;new;1;0.911;lab;eski
207;2;HF;23;Ä°NSANLIK;d;old;old;1;1.342;lab;eski
207;2;HF;24;MÃœZÄ°K;k;old;new;0;0.896;lab;eski
207;2;HF;25;SUÃ‡;d;old;old;1;0.815;lab;eski
207;2;HF;26;BALIK;k;new;new;1;0.711;lab;eski
207;2;HF;27;AYAKKABI;k;new;new;1;0.575;lab;eski
207;2;HF;28;CEVAP;d;new;old;0;0.767;lab;eski
207;2;HF;29;RAKÄ°P;k;new;new;1;1.239;lab;eski
207;2;HF;30;SOÄUK;d;old;old;1;1.207;lab;eski
207;2;HF;31;MUTFAK;d;old;old;1;0.607;lab;eski
207;2;HF;32;YAÄMUR;d;new;old;0;0.767;lab;eski
207;2;HF;33;TURÄ°ZM;k;new;new;1;0.606;lab;eski
207;2;HF;34;STANDART;d;old;old;1;0.791;lab;eski
207;2;HF;35;TEKNE;d;new;old;0;0.679;lab;eski
207;2;HF;36;ADALET;k;old;new;0;0.887;lab;eski
207;2;HF;37;TATÄ°L;d;old;old;1;0.654;lab;eski
207;2;HF;38;DERÄ°;k;old;new;0;0.67;lab;eski
207;2;HF;39;TAZE;d;old;old;1;0.823;lab;eski
207;2;HF;40;PAY;k;old;new;0;0.542;lab;eski
207;2;HF;41;RADYO;k;old;new;0;0.631;lab;eski
207;2;HF;42;Ä°LÃ‚Ã‡;d;new;old;0;0.647;lab;eski
207;2;HF;43;AYNA;k;new;new;1;0.367;lab;eski
207;2;HF;44;PARA;d;new;old;0;2.295;lab;eski
207;2;HF;45;SEVGÄ°;k;old;new;0;1.135;lab;eski
207;2;HF;46;OKUL;k;new;new;1;1.103;lab;eski
207;2;HF;47;YARIÅ;d;old;old;1;0.575;lab;eski
207;2;HF;48;MASA;k;old;new;0;0.847;lab;eski
207;2;HF;49;ALT;k;old;new;0;1.367;lab;eski
207;2;HF;50;ALKOL;k;new;new;1;2.183;lab;eski
207;2;HF;51;PETROL;k;new;new;1;0.543;lab;eski
207;2;HF;52;TANE;d;old;old;1;1.111;lab;eski
207;2;HF;53;TEMÄ°Z;d;old;old;1;0.567;lab;eski
207;2;HF;54;RAKAM;d;new;old;0;0.864;lab;eski
207;2;HF;55;EÅYA;k;new;new;1;0.647;lab;eski
207;2;HF;56;CAMÄ°;k;new;new;1;0.631;lab;eski
207;2;HF;57;Ã‡Ä°KOLATA;d;new;old;0;0.847;lab;eski
207;2;HF;58;BÄ°NA;k;new;new;1;0.638;lab;eski
207;2;HF;59;YARIM;d;old;old;1;1.023;lab;eski
207;2;HF;60;ÅAÄ°R;k;old;new;0;0.543;lab;eski
207;2;HF;61;AKIL;k;old;new;0;1.231;lab;eski
207;2;HF;62;TAHTA;d;new;old;0;1.223;lab;eski
207;2;HF;63;SARAY;d;new;old;0;1.102;lab;eski
207;2;HF;64;EÅÄ°T;k;new;new;1;0.895;lab;eski
207;2;HF;65;HAYAT;d;old;old;1;0.711;lab;eski
207;2;HF;66;Ä°DEAL;k;old;new;0;0.791;lab;eski
207;2;HF;67;GÃ–L;k;new;new;1;0.575;lab;eski
207;2;HF;68;SEBZE;d;new;old;0;0.631;lab;eski
207;2;HF;69;NAMAZ;d;new;old;0;0.823;lab;eski
207;2;HF;70;SAÄLAM;k;old;new;0;0.822;lab;eski
207;2;HF;71;ÅEKER;d;new;old;0;0.678;lab;eski
207;2;HF;72;GÃ–LGE;k;new;new;1;0.607;lab;eski
207;2;HF;73;SERBEST;d;new;old;0;0.678;lab;eski
207;2;HF;74;Ä°Ã‡KÄ°;k;old;new;0;0.639;lab;eski
207;2;HF;75;Ä°LGÄ°;k;old;new;0;0.67;lab;eski
207;2;HF;76;SÄ°GARA;d;new;old;0;0.638;lab;eski
207;2;HF;77;CADDE;k;new;new;1;0.407;lab;eski
207;2;HF;78;ARABA;d;old;old;1;1.151;lab;eski
207;2;HF;79;KAPI;d;new;old;0;0.807;lab;eski
207;2;HF;80;BELGE;k;old;new;0;0.631;lab;eski
207;2;HF;81;UZAK;d;old;old;1;0.759;lab;eski
207;2;HF;82;Ã–LÃœM;k;old;new;0;0.671;lab;eski
207;2;HF;83;ELEKTRÄ°K;k;new;new;1;0.775;lab;eski
207;2;HF;84;KIZ;k;new;new;1;0.854;lab;eski
207;2;HF;85;SES;k;old;new;0;0.887;lab;eski
207;2;HF;86;KAÅIK;k;old;new;0;1.895;lab;eski
207;2;HF;87;YAVRU;k;old;new;0;0.646;lab;eski
207;2;HF;88;UN;d;old;old;1;0.783;lab;eski
207;2;HF;89;GAZETE;d;new;old;0;0.751;lab;eski
207;2;HF;90;SALON;d;old;old;1;0.695;lab;eski
207;2;HF;91;DEVLET;k;old;new;0;0.935;lab;eski
207;2;HF;92;NEFES;k;new;new;1;0.599;lab;eski
207;2;HF;93;PENCERE;k;old;new;0;0.718;lab;eski
207;2;HF;94;Ã‡Ä°Ã‡EK;k;new;new;1;1.015;lab;eski
207;2;HF;95;ZARAR;k;new;new;1;1.543;lab;eski
207;2;HF;96;Ä°MZA;k;new;new;1;1.831;lab;eski
207;2;HF;97;MEKTUP;k;old;new;0;0.895;lab;eski
207;2;HF;98;Ã–LÃœ;k;new;new;1;0.727;lab;eski
207;2;HF;99;HASTAHANE;d;old;old;1;1.007;lab;eski
207;2;HF;100;GEMÄ°;k;new;new;1;0.727;lab;eski
207;2;HF;101;HÄ°ZMET;d;old;old;1;1.239;lab;eski
207;2;HF;102;BEYAZ;k;new;new;1;0.487;lab;eski
207;2;HF;103;ï»¿PÄ°RÄ°NÃ‡;k;new;new;1;0.71;lab;eski
207;2;HF;104;OTEL;k;new;new;1;0.543;lab;eski
207;2;HF;105;FAÄ°Z;k;old;new;0;0.735;lab;eski
207;2;HF;106;Ã‡ERÃ‡EVE;k;new;new;1;0.902;lab;eski
207;2;HF;107;Ã‡ARE;k;new;new;1;0.783;lab;eski
207;2;HF;108;CÄ°HAZ;k;new;new;1;1.143;lab;eski
207;2;HF;109;DEMÄ°R;k;old;new;0;0.679;lab;eski
207;2;HF;110;MAAÅ;k;old;new;0;0.887;lab;eski
207;2;HF;111;TELEVÄ°ZYON;d;new;old;0;0.712;lab;eski
207;2;HF;112;REKLÃ‚M;d;old;old;1;0.718;lab;eski
207;2;HF;113;Ä°NANÃ‡;d;new;old;0;1.006;lab;eski
207;2;HF;114;Ä°YÄ°;k;new;new;1;0.735;lab;eski
207;2;HF;115;UYKU;d;old;old;1;0.831;lab;eski
207;2;HF;116;SÃœT;k;old;new;0;0.599;lab;eski
207;2;HF;117;Ä°ÅARET;k;new;new;1;0.878;lab;eski
207;2;HF;118;HUKUK;k;new;new;1;0.671;lab;eski
207;2;HF;119;RÃœZGÃ‚R;k;new;new;1;0.599;lab;eski
207;2;HF;120;SIKI;k;new;new;1;0.695;lab;eski
207;2;HF;121;OTOBÃœS;d;new;old;0;0.847;lab;eski
207;2;HF;122;MEDYA;k;old;new;0;1.079;lab;eski
207;2;HF;123;LÄ°SE;k;old;new;0;0.631;lab;eski
207;2;HF;124;KAYIP;d;new;old;0;0.84;lab;eski
207;2;HF;125;UZUN;k;old;new;0;0.455;lab;eski
207;2;HF;126;BÄ°LGÄ°;k;old;new;0;0.383;lab;eski
207;2;HF;127;KAS;k;old;new;0;0.663;lab;eski
207;2;HF;128;FAKS;k;new;new;1;0.447;lab;eski
207;2;HF;129;GÃœRÃœLTÃœ;d;old;old;1;0.862;lab;eski
207;2;HF;130;SÄ°NEMA;k;new;new;1;0.295;lab;eski
207;2;HF;131;Ã–ÄRENCÄ°;d;new;old;0;0.775;lab;eski
207;2;HF;132;DENÄ°Z;k;new;new;1;0.486;lab;eski
207;2;HF;133;FUAR;k;new;new;1;0.367;lab;eski
207;2;HF;134;KARAR;d;old;old;1;1.143;lab;eski
207;2;HF;135;AHÅAP;d;old;old;1;0.992;lab;eski
207;2;HF;136;MÃœHENDÄ°S;k;old;new;0;0.83;lab;eski
207;2;HF;137;ANNE;k;old;new;0;2.512;lab;eski
207;2;HF;138;Ã–NEM;k;old;new;0;0.726;lab;eski
207;2;HF;139;GÃœNEY;k;new;new;1;0.679;lab;eski
207;2;HF;140;DERT;k;new;new;1;0.639;lab;eski
207;2;HF;141;PARMAK;k;new;new;1;0.902;lab;eski
207;2;HF;142;KUTU;k;old;new;0;1.038;lab;eski
207;2;HF;143;YALAN;k;new;new;1;0.759;lab;eski
207;2;HF;144;UYARI;k;old;new;0;0.463;lab;eski
207;2;HF;145;TRAFÄ°K;k;old;new;0;0.806;lab;eski
207;2;HF;146;Ã‡ABUK;d;old;old;1;0.663;lab;eski
207;2;HF;147;TEHLÄ°KE;k;old;new;0;0.503;lab;eski
207;2;HF;148;BAÅARI;k;new;new;1;0.727;lab;eski
207;2;HF;149;DEDE;k;new;new;1;0.647;lab;eski
207;2;HF;150;MODA;d;old;old;1;0.854;lab;eski
208;1;LF;1;SARP;k;old;old;1;2.913;lab;eski
208;1;LF;2;YATSI;k;old;old;1;0.755;lab;eski
208;1;LF;3;UÃ‡UÅ;d;new;new;1;1.237;lab;eski
208;1;LF;4;GÄ°RÄ°FT;k;old;old;1;0.862;lab;eski
208;1;LF;5;Ã‡Ã–MLEK;k;old;old;1;1.176;lab;eski
208;1;LF;6;PÄ°RE;k;old;old;1;0.878;lab;eski
208;1;LF;7;MUAF;d;new;new;1;0.911;lab;eski
208;1;LF;8;MISRA;d;new;new;1;0.959;lab;eski
208;1;LF;9;TAKAT;d;new;new;1;1.159;lab;eski
208;1;LF;10;SARSICI;k;new;old;0;1.143;lab;eski
208;1;LF;11;ÅAHANE;d;new;new;1;1.095;lab;eski
208;1;LF;12;TERAZÄ°;d;new;new;1;1.079;lab;eski
208;1;LF;13;FOBÄ°;d;new;new;1;1.256;lab;eski
208;1;LF;14;BRÃœT;k;old;old;1;0.807;lab;eski
208;1;LF;15;KAMBUR;k;old;old;1;0.735;lab;eski
208;1;LF;16;KAYISI;k;new;old;0;1.032;lab;eski
208;1;LF;17;TIKNAZ;k;old;old;1;1.143;lab;eski
208;1;LF;18;SEMER;k;old;old;1;0.775;lab;eski
208;1;LF;19;PÄ°DE;d;new;new;1;1.143;lab;eski
208;1;LF;20;GRAVÃœR;d;new;new;1;0.966;lab;eski
208;1;LF;21;ELEM;d;new;new;1;1.032;lab;eski
208;1;LF;22;BARINAK;d;new;new;1;1.326;lab;eski
208;1;LF;23;ANARÅÄ°ST;d;new;new;1;1.023;lab;eski
208;1;LF;24;SANDIK;d;old;new;0;1.079;lab;eski
208;1;LF;25;FÃœZE;d;old;new;0;1.262;lab;eski
208;1;LF;26;PUNTO;d;new;new;1;1.047;lab;eski
208;1;LF;27;NÄ°ÅANCI;d;new;new;1;1.767;lab;eski
208;1;LF;28;BÃœYÃœ;k;new;old;0;0.782;lab;eski
208;1;LF;29;KUZGUN;k;new;old;0;0.783;lab;eski
208;1;LF;30;LEHÃ‡E;d;new;new;1;1.031;lab;eski
208;1;LF;31;Ä°ÄDE;k;old;old;1;1.151;lab;eski
208;1;LF;32;TAKOZ;k;old;old;1;0.807;lab;eski
208;1;LF;33;YAÄCILIK;k;old;old;1;0.854;lab;eski
208;1;LF;34;KÃœLOT;d;new;new;1;0.895;lab;eski
208;1;LF;35;PAPATYA;k;old;old;1;0.831;lab;eski
208;1;LF;36;SOYTARI;k;new;old;0;1.255;lab;eski
208;1;LF;37;KAYGAN;k;new;old;0;1.327;lab;eski
208;1;LF;38;KAHPE;k;old;old;1;0.799;lab;eski
208;1;LF;39;SÃœNGÃœ;k;new;old;0;1.319;lab;eski
208;1;LF;40;KELEBEK;k;new;old;0;0.904;lab;eski
208;1;LF;41;TABURE;k;old;old;1;1.104;lab;eski
208;1;LF;42;KOÃ‡;d;new;new;1;0.942;lab;eski
208;1;LF;43;ï»¿PATÄ°K;d;new;new;1;0.999;lab;eski
208;1;LF;44;SULAK;k;old;old;1;0.927;lab;eski
208;1;LF;45;GADDAR;k;old;old;1;0.847;lab;eski
208;1;LF;46;PATEN;k;new;old;0;0.927;lab;eski
208;1;LF;47;Ä°ÅLEMCÄ°;d;new;new;1;1.079;lab;eski
208;1;LF;48;TERSLÄ°K;d;old;new;0;0.999;lab;eski
208;1;LF;49;SESTEÅ;d;new;new;1;1.319;lab;eski
208;1;LF;50;Ã–TÃœCÃœ;k;old;old;1;0.832;lab;eski
208;1;LF;51;TABU;k;old;old;1;1.487;lab;eski
208;1;LF;52;Ã‡ELENK;k;new;old;0;1.135;lab;eski
208;1;LF;53;BENCÄ°L;d;new;new;1;0.911;lab;eski
208;1;LF;54;SAZLIK;d;new;new;1;0.911;lab;eski
208;1;LF;55;CENÄ°N;k;old;old;1;0.847;lab;eski
208;1;LF;56;Ä°HMAL;k;old;old;1;1.423;lab;eski
208;1;LF;57;ÅALTER;k;old;old;1;0.871;lab;eski
208;1;LF;58;ÃœMÄ°TLÄ°;d;new;new;1;0.855;lab;eski
208;1;LF;59;TORTUL;k;old;old;1;0.895;lab;eski
208;1;LF;60;CANSIZ;k;old;old;1;0.903;lab;eski
208;1;LF;61;CILK;d;new;new;1;1.039;lab;eski
208;1;LF;62;BAÅIBOÅ;k;old;old;1;0.902;lab;eski
208;1;LF;63;YAMA;k;old;old;1;0.935;lab;eski
208;1;LF;64;BÄ°LÄ°MCÄ°;d;new;new;1;0.871;lab;eski
208;1;LF;65;ATLETÄ°K;k;old;old;1;0.839;lab;eski
208;1;LF;66;FÄ°NCAN;k;old;old;1;0.871;lab;eski
208;1;LF;67;MÃœFTÃœLÃœK;k;old;old;1;1.007;lab;eski
208;1;LF;68;SOLO;k;old;old;1;1.015;lab;eski
208;1;LF;69;ÃœTOPYA;k;old;old;1;0.823;lab;eski
208;1;LF;70;PENSE;k;old;old;1;0.975;lab;eski
208;1;LF;71;RÃ–FLE;k;old;old;1;0.871;lab;eski
208;1;LF;72;ÃœÅENGEÃ‡;d;old;new;0;0.943;lab;eski
208;1;LF;73;ESÄ°NTÄ°;d;new;new;1;1.015;lab;eski
208;1;LF;74;Ã–ÄLEN;d;new;new;1;0.943;lab;eski
208;1;LF;75;NAKAVT;k;old;old;1;0.751;lab;eski
208;1;LF;76;KÄ°MYON;k;old;old;1;0.824;lab;eski
208;1;LF;77;HAYDUT;k;old;old;1;0.983;lab;eski
208;1;LF;78;MAYTAP;k;new;old;0;0.952;lab;eski
208;1;LF;79;BUNALTI;k;old;old;1;0.927;lab;eski
208;1;LF;80;SIÄLIK;k;old;old;1;0.863;lab;eski
208;1;LF;81;MAYIN;k;new;old;0;0.735;lab;eski
208;1;LF;82;ÃœLSER;k;old;old;1;0.807;lab;eski
208;1;LF;83;MAÄARA;k;new;old;0;0.871;lab;eski
208;1;LF;84;BERBER;d;new;new;1;0.958;lab;eski
208;1;LF;85;YONCA;d;new;new;1;0.823;lab;eski
208;1;LF;86;YALI;k;old;old;1;0.727;lab;eski
208;1;LF;87;DUYGULU;k;old;old;1;0.767;lab;eski
208;1;LF;88;NEZLE;k;new;old;0;1.127;lab;eski
208;1;LF;89;MIZRAP;k;new;old;0;0.871;lab;eski
208;1;LF;90;ÅEBEK;k;old;old;1;0.895;lab;eski
208;1;LF;91;NOKSAN;k;old;old;1;0.783;lab;eski
208;1;LF;92;TIRTIK;k;old;old;1;0.894;lab;eski
208;1;LF;93;ONURSUZ;k;old;old;1;1.334;lab;eski
208;1;LF;94;URGAN;k;old;old;1;0.871;lab;eski
208;1;LF;95;GICIRTI;k;new;old;0;1.215;lab;eski
208;1;LF;96;TEKE;d;old;new;0;1.272;lab;eski
208;1;LF;97;Ã‡EHRE;d;new;new;1;0.862;lab;eski
208;1;LF;98;PEÅÄ°NATSIZ;d;new;new;1;1.207;lab;eski
208;1;LF;99;PUSU;d;new;new;1;1.295;lab;eski
208;1;LF;100;FAZLALIK;d;new;new;1;1.087;lab;eski
208;1;LF;101;BAÄNAZ;k;old;old;1;0.823;lab;eski
208;1;LF;102;ÅAMATA;k;old;old;1;0.768;lab;eski
208;1;LF;103;OLAYLI;k;old;old;1;0.807;lab;eski
208;1;LF;104;GEÃ‡ERLÄ°K;d;new;new;1;0.991;lab;eski
208;1;LF;105;AJAN;k;old;old;1;0.863;lab;eski
208;1;LF;106;YOGA;d;new;new;1;0.807;lab;eski
208;1;LF;107;KARGO;d;old;new;0;1.047;lab;eski
208;1;LF;108;ZILGIT;k;old;old;1;0.759;lab;eski
208;1;LF;109;KAPÃœÅON;d;new;new;1;0.943;lab;eski
208;1;LF;110;AZÄ°M;d;new;new;1;1.111;lab;eski
208;1;LF;111;ENERJÄ°K;d;new;new;1;0.959;lab;eski
208;1;LF;112;HARAÃ‡;k;new;old;0;0.679;lab;eski
208;1;LF;113;AVARE;d;new;new;1;1.415;lab;eski
208;1;LF;114;ISLIK;d;new;new;1;0.895;lab;eski
208;1;LF;115;HAÅARI;d;new;new;1;0.911;lab;eski
208;1;LF;116;POMAT;d;new;new;1;1.151;lab;eski
208;1;LF;117;MIZRAK;k;old;old;1;1.151;lab;eski
208;1;LF;118;BOZA;d;new;new;1;1.664;lab;eski
208;1;LF;119;MUSON;k;new;old;0;1.142;lab;eski
